ID	LENGTH	GC	COVERAGE	ORF_COUNT	ORF_PER_KB	ORF_MEAN	ORF_MEDIAN	ORF_PLUS_STRAND_RATIO	INTERGENIC_MEAN	INTERGENIC_MEDIAN	FRACTION_OVERLAPPING_ORFS	NCLDV_HITS	NCVOG_HITS	CAPSID	RIBOSOMAL	MT
NODE_1_length_402457_cov_10.250591	402457	47.60	10.250591	537	1.33	0.502	0.372	0.845	190.00	190.00	0.14	0	1	0	0	0
NODE_2_length_366517_cov_10.458935	366517	47.96	10.458935	478	1.30	0.502	0.381	0.927	203.00	203.00	0.14	0	2	0	0	0
NODE_3_length_313823_cov_10.340992	313823	48.43	10.340992	443	1.41	0.467	0.348	0.823	172.00	172.00	0.12	0	3	0	0	0
NODE_4_length_300360_cov_10.369305	300360	47.87	10.369305	434	1.44	0.450	0.361	0.855	199.00	199.00	0.14	0	3	0	0	0
NODE_5_length_287470_cov_10.285508	287470	48.43	10.285508	377	1.31	0.492	0.354	1.179	183.00	183.00	0.09	0	0	0	0	0
NODE_6_length_272458_cov_10.351801	272458	48.14	10.351801	358	1.31	0.541	0.354	1.011	165.50	165.50	0.11	0	4	0	0	0
NODE_7_length_272092_cov_10.370333	272092	48.42	10.370333	363	1.33	0.508	0.378	0.843	174.00	174.00	0.11	0	1	0	0	0
NODE_8_length_243513_cov_10.297969	243513	48.15	10.297969	325	1.33	0.494	0.375	1.070	187.00	187.00	0.13	0	4	0	0	0
NODE_9_length_242331_cov_10.678090	242331	47.84	10.67809	325	1.34	0.453	0.363	1.110	195.00	195.00	0.09	0	1	0	0	0
NODE_10_length_234331_cov_10.427498	234331	48.20	10.427498	337	1.44	0.477	0.357	0.822	150.00	150.00	0.13	0	0	0	0	0
NODE_11_length_231077_cov_10.016753	231077	47.67	10.016753	302	1.31	0.483	0.345	0.899	205.50	205.50	0.15	0	1	0	0	0
NODE_12_length_228999_cov_10.451735	228999	48.54	10.451735	290	1.27	0.539	0.405	0.959	212.00	212.00	0.16	0	1	0	0	0
NODE_13_length_226474_cov_10.917941	226474	48.09	10.917941	326	1.44	0.472	0.363	0.874	131.00	131.00	0.15	0	2	0	0	0
NODE_14_length_215383_cov_10.225293	215383	48.64	10.225293	294	1.37	0.486	0.393	0.909	175.00	175.00	0.09	0	3	0	0	0
NODE_15_length_211878_cov_10.410550	211878	48.68	10.41055	267	1.26	0.575	0.405	0.921	175.50	175.50	0.17	0	3	0	0	0
NODE_16_length_208731_cov_10.388859	208731	48.15	10.388859	287	1.37	0.457	0.345	0.840	187.50	187.50	0.11	0	2	0	0	0
NODE_17_length_197072_cov_10.381720	197072	48.01	10.38172	258	1.31	0.480	0.380	0.911	229.00	229.00	0.14	0	1	0	0	0
NODE_18_length_188020_cov_10.094108	188020	47.50	10.094108	252	1.34	0.500	0.349	0.703	200.00	200.00	0.12	0	2	0	0	0
NODE_19_length_185577_cov_10.349520	185577	48.03	10.34952	243	1.31	0.485	0.354	0.827	204.00	204.00	0.12	0	1	0	1	0
NODE_20_length_184094_cov_10.233647	184094	48.59	10.233647	233	1.27	0.514	0.357	0.739	211.00	211.00	0.10	0	1	0	0	0
NODE_21_length_179218_cov_10.362898	179218	48.40	10.362898	228	1.27	0.483	0.330	0.966	239.50	239.50	0.12	0	1	0	0	0
NODE_22_length_172235_cov_10.087053	172235	47.02	10.087053	225	1.31	0.502	0.408	0.875	201.00	201.00	0.16	1	5	0	0	0
NODE_23_length_167141_cov_10.395817	167141	47.83	10.395817	232	1.39	0.476	0.345	1.090	147.00	147.00	0.12	0	3	0	0	0
NODE_24_length_162806_cov_9.829424	162806	47.14	9.829424	232	1.43	0.455	0.339	1.210	180.50	180.50	0.11	0	4	0	0	0
NODE_25_length_159557_cov_10.399354	159557	47.88	10.399354	222	1.39	0.516	0.342	0.721	153.00	153.00	0.16	0	0	0	0	0
NODE_26_length_158695_cov_10.438853	158695	47.58	10.438853	202	1.27	0.574	0.384	1.322	152.50	152.50	0.13	0	0	0	0	0
NODE_27_length_157457_cov_10.408419	157457	48.29	10.408419	212	1.35	0.503	0.363	0.656	173.00	173.00	0.12	1	2	0	0	0
NODE_28_length_156772_cov_10.063333	156772	47.50	10.063333	211	1.35	0.462	0.360	0.851	196.00	196.00	0.11	0	1	0	0	0
NODE_29_length_155217_cov_10.285433	155217	47.70	10.285433	213	1.37	0.490	0.387	1.152	181.00	181.00	0.14	0	0	0	0	0
NODE_30_length_151558_cov_10.123936	151558	47.77	10.123936	220	1.45	0.423	0.303	1.200	191.00	191.00	0.16	0	1	0	0	0
NODE_31_length_150569_cov_10.607527	150569	47.76	10.607527	220	1.46	0.446	0.333	0.803	184.00	184.00	0.12	0	3	0	0	0
NODE_32_length_150483_cov_10.614882	150483	48.51	10.614882	203	1.35	0.508	0.387	0.765	157.00	157.00	0.10	0	4	0	0	0
NODE_33_length_148633_cov_10.456744	148633	48.21	10.456744	163	1.10	0.631	0.474	0.940	210.00	210.00	0.15	0	0	0	0	0
NODE_34_length_145928_cov_10.146033	145928	48.29	10.146033	192	1.32	0.500	0.381	0.920	173.50	173.50	0.11	0	2	0	0	0
NODE_35_length_145541_cov_10.308447	145541	48.28	10.308447	196	1.35	0.499	0.363	1.108	169.00	169.00	0.09	0	0	0	0	0
NODE_36_length_143130_cov_10.384228	143130	47.62	10.384228	192	1.34	0.433	0.330	1.233	230.00	230.00	0.10	0	0	0	0	0
NODE_37_length_142754_cov_10.169228	142754	48.43	10.169228	190	1.33	0.501	0.349	1.111	162.00	162.00	0.11	0	0	0	0	0
NODE_38_length_138666_cov_10.212095	138666	48.34	10.212095	195	1.41	0.456	0.330	1.074	222.00	222.00	0.13	0	1	0	0	0
NODE_39_length_137105_cov_10.390103	137105	48.36	10.390103	178	1.30	0.484	0.339	0.745	221.00	221.00	0.12	0	0	0	0	0
NODE_40_length_136352_cov_9.975711	136352	48.02	9.975711	195	1.43	0.419	0.309	0.990	192.50	192.50	0.13	0	1	0	0	0
NODE_41_length_133303_cov_10.300062	133303	48.54	10.300062	173	1.30	0.505	0.405	0.587	168.00	168.00	0.16	0	3	0	0	0
NODE_42_length_131432_cov_10.106399	131432	47.89	10.106399	187	1.42	0.430	0.327	1.226	179.00	179.00	0.16	0	0	0	0	0
NODE_43_length_130545_cov_10.230608	130545	47.83	10.230608	180	1.38	0.454	0.321	1.169	221.50	221.50	0.11	0	0	0	0	0
NODE_44_length_130395_cov_10.268697	130395	48.06	10.268697	159	1.22	0.486	0.345	0.893	241.50	241.50	0.13	0	3	0	0	0
NODE_45_length_125793_cov_10.443253	125793	48.27	10.443253	151	1.20	0.501	0.375	0.911	182.00	182.00	0.08	0	1	0	0	0
NODE_46_length_125227_cov_10.559473	125227	48.43	10.559473	168	1.34	0.509	0.393	0.768	168.00	168.00	0.15	0	0	0	0	0
NODE_47_length_123042_cov_19.979482	123042	47.84	19.979482	175	1.42	0.499	0.324	1.431	174.00	174.00	0.11	0	2	0	0	0
NODE_48_length_122477_cov_9.909338	122477	47.76	9.909338	180	1.47	0.438	0.345	1.000	215.00	215.00	0.14	0	3	0	0	0
NODE_49_length_120287_cov_10.652616	120287	47.92	10.652616	164	1.36	0.481	0.366	1.343	185.00	185.00	0.12	0	1	0	0	0
NODE_50_length_120078_cov_10.104574	120078	47.39	10.104574	173	1.44	0.463	0.348	0.944	182.00	182.00	0.15	0	2	0	0	0
NODE_51_length_118373_cov_10.193870	118373	47.70	10.19387	166	1.40	0.433	0.324	0.886	172.00	172.00	0.13	0	1	0	0	0
NODE_52_length_116920_cov_10.223291	116920	48.10	10.223291	150	1.28	0.542	0.406	1.459	179.00	179.00	0.11	0	0	0	0	0
NODE_53_length_115418_cov_10.418576	115418	48.13	10.418576	180	1.56	0.445	0.342	1.169	117.00	117.00	0.11	0	0	0	0	0
NODE_54_length_115001_cov_10.083945	115001	46.84	10.083945	147	1.28	0.495	0.351	1.534	192.50	192.50	0.12	0	1	0	0	0
NODE_55_length_114615_cov_10.315729	114615	48.08	10.315729	152	1.33	0.441	0.341	1.141	286.00	286.00	0.12	0	1	0	0	0
NODE_56_length_113125_cov_10.148096	113125	48.41	10.148096	156	1.38	0.477	0.341	1.261	166.00	166.00	0.12	0	2	0	0	0
NODE_57_length_111058_cov_10.466440	111058	46.97	10.46644	153	1.38	0.469	0.354	1.068	197.50	197.50	0.11	0	1	0	1	0
NODE_58_length_110321_cov_10.379313	110321	47.36	10.379313	135	1.22	0.558	0.381	1.647	192.50	192.50	0.08	0	0	0	0	0
NODE_59_length_110319_cov_10.292057	110319	47.91	10.292057	175	1.59	0.426	0.315	1.134	135.00	135.00	0.14	0	4	0	0	0
NODE_60_length_109319_cov_11.173532	109319	48.83	11.173532	147	1.34	0.570	0.405	0.960	121.00	121.00	0.16	0	0	0	0	0
NODE_61_length_108252_cov_10.377687	108252	46.91	10.377687	131	1.21	0.509	0.342	0.899	224.00	224.00	0.12	0	0	0	0	0
NODE_62_length_107979_cov_10.418194	107979	48.66	10.418194	140	1.30	0.524	0.366	0.795	192.50	192.50	0.11	0	2	0	0	0
NODE_63_length_107771_cov_10.384237	107771	47.96	10.384237	167	1.55	0.435	0.336	1.037	205.00	205.00	0.18	0	2	0	0	0
NODE_64_length_106356_cov_10.425964	106356	48.57	10.425964	125	1.18	0.625	0.417	1.358	158.50	158.50	0.12	0	2	0	0	0
NODE_65_length_105802_cov_10.223996	105802	48.22	10.223996	129	1.22	0.574	0.396	0.897	138.00	138.00	0.17	1	1	0	0	0
NODE_66_length_104715_cov_10.224746	104715	47.09	10.224746	138	1.32	0.537	0.393	0.840	172.00	172.00	0.12	0	1	0	0	0
NODE_67_length_103705_cov_9.957029	103705	48.30	9.957029	154	1.48	0.438	0.332	0.770	160.00	160.00	0.12	0	1	0	0	0
NODE_68_length_99162_cov_10.191656	99162	49.49	10.191656	120	1.21	0.545	0.443	0.739	203.00	203.00	0.09	0	1	0	1	0
NODE_69_length_98893_cov_10.337455	98893	48.35	10.337455	125	1.26	0.549	0.387	0.786	184.00	184.00	0.10	0	0	0	0	0
