ID	LENGTH	GC	COVERAGE	ORF_COUNT	ORF_PER_KB	ORF_MEAN	ORF_MEDIAN	ORF_PLUS_STRAND_RATIO	INTERGENIC_MEAN	INTERGENIC_MEDIAN	FRACTION_OVERLAPPING_ORFS	NCLDV_HITS	NCVOG_HITS	CAPSID	RIBOSOMAL	MT
NODE_1_length_767660_cov_20.768120	767660	62.02	20.76812	785	1.02	0.674	0.462	1.034	248.00	248.00	0.11	0	15	0	0	0
NODE_2_length_561730_cov_20.390843	561730	60.57	20.390843	571	1.02	0.658	0.468	1.018	256.00	256.00	0.12	0	8	0	0	0
NODE_3_length_539987_cov_21.144374	539987	62.17	21.144374	418	0.77	0.965	0.565	0.825	250.00	250.00	0.10	0	7	0	0	0
NODE_4_length_516153_cov_21.105859	516153	62.77	21.105859	482	0.93	0.779	0.536	1.025	220.00	220.00	0.15	0	11	0	0	0
NODE_5_length_515902_cov_20.459836	515902	61.88	20.459836	656	1.27	0.605	0.420	0.964	147.50	147.50	0.16	0	15	0	0	0
NODE_6_length_488196_cov_20.796312	488196	62.46	20.796312	443	0.91	0.740	0.507	0.831	264.00	264.00	0.09	0	5	0	0	0
NODE_7_length_435234_cov_21.086134	435234	62.16	21.086134	350	0.80	0.890	0.588	0.823	225.50	225.50	0.07	0	5	0	0	0
NODE_8_length_414029_cov_20.819088	414029	61.61	20.819088	390	0.94	0.706	0.528	0.749	284.00	284.00	0.11	0	6	0	0	0
NODE_9_length_408107_cov_20.727738	408107	62.47	20.727738	373	0.91	0.753	0.501	1.084	252.00	252.00	0.11	0	9	0	0	0
NODE_10_length_401432_cov_21.166172	401432	63.27	21.166172	355	0.88	0.791	0.606	0.972	265.00	265.00	0.10	0	6	0	0	0
NODE_11_length_373146_cov_20.851299	373146	62.38	20.851299	330	0.88	0.770	0.588	0.919	267.00	267.00	0.12	0	9	0	0	0
NODE_12_length_364458_cov_20.858409	364458	61.87	20.858409	319	0.88	0.761	0.549	0.855	239.00	239.00	0.08	0	15	0	0	0
NODE_13_length_362811_cov_21.122776	362811	63.00	21.122776	328	0.90	0.808	0.562	0.864	224.00	224.00	0.12	0	5	0	0	0
NODE_14_length_346647_cov_16.546608	346647	50.42	16.546608	276	0.80	1.090	0.712	0.852	87.00	87.00	0.12	9	41	1	0	0
NODE_15_length_332087_cov_20.402964	332087	61.48	20.402964	468	1.41	0.543	0.357	0.942	126.00	126.00	0.16	0	7	0	0	0
NODE_16_length_317468_cov_20.937040	317468	62.10	20.93704	332	1.05	0.639	0.446	0.919	214.50	214.50	0.09	0	5	0	0	0
NODE_17_length_315445_cov_20.670845	315445	61.81	20.670845	324	1.03	0.660	0.483	0.851	236.00	236.00	0.10	0	9	0	0	0
NODE_18_length_306208_cov_20.955843	306208	63.49	20.955843	393	1.28	0.641	0.462	1.102	98.00	98.00	0.16	0	5	0	0	0
NODE_19_length_295439_cov_21.200598	295439	62.22	21.200598	255	0.86	0.858	0.567	0.932	228.00	228.00	0.11	0	2	0	0	0
NODE_20_length_285861_cov_21.096286	285861	62.77	21.096286	253	0.89	0.790	0.549	1.057	314.00	314.00	0.11	0	7	0	0	0
NODE_21_length_272934_cov_20.825352	272934	62.47	20.825352	258	0.95	0.692	0.537	1.150	310.50	310.50	0.07	0	6	0	0	0
NODE_22_length_267351_cov_21.111676	267351	63.08	21.111676	239	0.89	0.768	0.561	1.845	287.00	287.00	0.11	0	10	0	0	0
NODE_23_length_262989_cov_20.972447	262989	62.62	20.972447	259	0.98	0.697	0.468	0.904	241.00	241.00	0.08	0	9	0	0	0
NODE_24_length_262168_cov_20.866947	262168	62.75	20.866947	226	0.86	0.798	0.569	1.260	256.00	256.00	0.09	0	8	0	0	0
NODE_25_length_261633_cov_20.806600	261633	62.83	20.8066	240	0.92	0.779	0.555	1.162	234.00	234.00	0.10	0	6	0	0	0
NODE_26_length_245722_cov_21.468379	245722	64.75	21.468379	280	1.14	0.717	0.475	0.783	112.00	112.00	0.17	0	5	0	0	0
NODE_27_length_242551_cov_20.722865	242551	62.81	20.722865	258	1.06	0.649	0.498	0.856	243.00	243.00	0.13	0	7	0	0	0
NODE_28_length_237338_cov_20.724001	237338	62.33	20.724001	223	0.94	0.737	0.456	0.991	266.00	266.00	0.11	0	7	0	0	0
NODE_29_length_230638_cov_21.094860	230638	62.22	21.09486	229	0.99	0.651	0.525	0.991	250.00	250.00	0.07	0	7	0	0	0
NODE_30_length_229052_cov_21.501483	229052	63.39	21.501483	197	0.86	0.855	0.492	0.970	239.50	239.50	0.09	0	9	0	0	0
NODE_31_length_217453_cov_20.405082	217453	61.69	20.405082	215	0.99	0.652	0.498	1.194	232.00	232.00	0.10	0	7	0	0	0
NODE_32_length_217445_cov_20.864469	217445	61.74	20.864469	204	0.94	0.711	0.507	1.194	237.50	237.50	0.08	0	5	0	0	0
NODE_33_length_214644_cov_20.691956	214644	61.43	20.691956	179	0.83	0.733	0.546	1.131	320.00	320.00	0.12	0	5	0	0	0
NODE_34_length_214269_cov_21.079812	214269	63.63	21.079812	206	0.96	0.781	0.516	1.060	171.50	171.50	0.12	0	6	0	0	0
NODE_35_length_208459_cov_20.409810	208459	61.48	20.40981	225	1.08	0.652	0.474	1.250	201.00	201.00	0.13	1	4	0	0	0
NODE_36_length_203917_cov_20.997626	203917	61.51	20.997626	260	1.28	0.620	0.417	0.844	118.50	118.50	0.18	0	2	0	0	0
NODE_37_length_202492_cov_19.966490	202492	59.07	19.96649	222	1.10	0.619	0.423	0.982	242.00	242.00	0.14	0	4	0	0	0
NODE_38_length_196957_cov_20.639582	196957	61.18	20.639582	238	1.21	0.604	0.420	0.935	142.00	142.00	0.12	0	6	0	0	0
NODE_39_length_195474_cov_20.007339	195474	60.26	20.007339	270	1.38	0.552	0.366	1.000	131.50	131.50	0.19	0	4	0	0	0
NODE_40_length_187936_cov_21.535061	187936	62.43	21.535061	228	1.21	0.659	0.436	0.966	150.00	150.00	0.14	0	4	0	0	0
NODE_41_length_185173_cov_20.982177	185173	63.30	20.982177	171	0.92	0.736	0.567	0.966	254.00	254.00	0.08	0	3	0	0	0
NODE_42_length_180875_cov_20.231468	180875	60.67	20.231468	252	1.39	0.540	0.375	1.191	131.00	131.00	0.16	0	3	0	0	0
NODE_43_length_179877_cov_20.516426	179877	62.36	20.516426	159	0.88	0.744	0.525	0.916	241.00	241.00	0.09	0	4	0	0	0
NODE_44_length_177423_cov_20.922660	177423	62.07	20.92266	142	0.80	0.910	0.532	0.893	250.00	250.00	0.12	0	2	0	0	0
NODE_45_length_176357_cov_20.638410	176357	63.26	20.63841	233	1.32	0.589	0.426	0.975	161.00	161.00	0.17	0	5	0	0	0
NODE_46_length_175942_cov_20.626896	175942	61.20	20.626896	146	0.83	0.764	0.558	0.896	237.00	237.00	0.14	1	4	0	0	0
NODE_47_length_175474_cov_20.990365	175474	61.93	20.990365	177	1.01	0.684	0.438	0.945	220.00	220.00	0.15	0	7	0	0	0
NODE_48_length_173073_cov_21.013318	173073	62.17	21.013318	153	0.88	0.745	0.597	1.155	273.00	273.00	0.09	0	3	0	0	0
NODE_49_length_169169_cov_20.817573	169169	62.29	20.817573	157	0.93	0.764	0.573	1.343	213.00	213.00	0.09	0	4	0	0	0
NODE_50_length_167885_cov_20.860311	167885	61.99	20.860311	161	0.96	0.734	0.528	0.963	228.00	228.00	0.07	1	4	0	0	0
