ID	LENGTH	GC	COVERAGE	ORF_COUNT	ORF_PER_KB	ORF_MEAN	ORF_MEDIAN	ORF_PLUS_STRAND_RATIO	INTERGENIC_MEAN	INTERGENIC_MEDIAN	FRACTION_OVERLAPPING_ORFS	NCLDV_HITS	NCVOG_HITS	CAPSID	RIBOSOMAL	MT
NODE_1_length_119664_cov_26.534097	119664	54.37	26.534097	135	1.13	0.662	0.537	1.177	155.00	155.00	0.10	0	2	0	0	0
NODE_2_length_74724_cov_13.028842	74724	33.96	13.028842	110	1.47	0.412	0.324	1.200	160.50	160.50	0.07	0	2	0	0	0
NODE_3_length_64327_cov_25.379580	64327	51.99	25.37958	86	1.34	0.554	0.435	1.606	189.00	189.00	0.21	0	0	0	0	0
NODE_4_length_63307_cov_16.639507	63307	34.61	16.639507	76	1.20	0.462	0.289	1.621	187.00	187.00	0.01	0	0	0	0	0
NODE_5_length_60709_cov_13.085796	60709	35.52	13.085796	69	1.14	0.482	0.330	1.379	239.00	239.00	0.14	0	0	0	0	0
NODE_6_length_57648_cov_24.716646	57648	49.14	24.716646	75	1.30	0.598	0.459	1.500	104.50	104.50	0.15	0	2	0	0	0
NODE_7_length_52742_cov_41.224513	52742	54.76	41.224513	51	0.97	0.796	0.522	0.645	218.50	218.50	0.06	0	0	0	0	0
NODE_8_length_51663_cov_26.408851	51663	54.63	26.408851	73	1.41	0.516	0.402	0.490	137.00	137.00	0.08	0	0	0	0	0
NODE_9_length_50876_cov_12.138487	50876	36.62	12.138487	73	1.43	0.442	0.354	3.867	155.50	155.50	0.10	0	1	0	0	0
NODE_10_length_47978_cov_37.857393	47978	52.75	37.857393	64	1.33	0.489	0.333	1.000	168.00	168.00	0.11	1	1	0	0	0
NODE_11_length_47319_cov_13.813979	47319	37.16	13.813979	53	1.12	0.538	0.354	0.559	285.00	285.00	0.13	0	0	0	0	0
NODE_12_length_44604_cov_27.419858	44604	55.20	27.419858	52	1.17	0.677	0.534	1.080	110.50	110.50	0.19	0	1	0	0	0
NODE_13_length_43563_cov_25.495872	43563	54.38	25.495872	61	1.40	0.587	0.426	0.525	76.00	76.00	0.13	0	1	0	0	0
