ID	LENGTH	GC	COVERAGE	ORF_COUNT	ORF_PER_KB	ORF_MEAN	ORF_MEDIAN	ORF_PLUS_STRAND_RATIO	INTERGENIC_MEAN	INTERGENIC_MEDIAN	FRACTION_OVERLAPPING_ORFS	NCLDV_HITS	NCVOG_HITS	CAPSID	RIBOSOMAL	MT
NODE_1_length_356849_cov_24.440746	356849	38.25	24.440746	415	1.16	0.572	0.474	0.948	168.00	168.00	0.08	1	14	0	0	0
NODE_2_length_272177_cov_24.631454	272177	37.48	24.631454	304	1.12	0.647	0.449	0.643	172.00	172.00	0.12	0	5	0	0	0
NODE_3_length_223460_cov_24.442137	223460	38.51	24.442137	272	1.22	0.578	0.453	1.142	149.00	149.00	0.12	0	6	0	0	0
NODE_4_length_207130_cov_24.844924	207130	38.10	24.844924	251	1.21	0.564	0.453	0.931	163.50	163.50	0.08	0	4	0	0	0
NODE_5_length_164131_cov_24.035104	164131	37.46	24.035104	178	1.08	0.650	0.520	0.978	185.00	185.00	0.09	0	4	0	0	0
NODE_6_length_124527_cov_23.995388	124527	38.29	23.995388	138	1.11	0.628	0.520	0.725	219.00	219.00	0.11	0	2	0	0	0
NODE_7_length_120568_cov_24.227917	120568	38.26	24.227917	159	1.32	0.553	0.441	1.065	134.00	134.00	0.10	0	13	0	0	0
NODE_8_length_104306_cov_23.943154	104306	38.44	23.943154	111	1.06	0.661	0.459	1.581	212.00	212.00	0.07	0	3	0	0	0
NODE_9_length_102916_cov_24.308920	102916	38.07	24.30892	97	0.94	0.782	0.600	1.256	199.00	199.00	0.08	0	0	0	0	0
NODE_10_length_92406_cov_24.839216	92406	38.77	24.839216	87	0.94	0.783	0.663	0.933	180.50	180.50	0.13	0	0	0	0	0
NODE_11_length_69513_cov_23.350135	69513	37.93	23.350135	83	1.19	0.624	0.504	0.694	151.00	151.00	0.07	0	1	0	0	0
NODE_12_length_67517_cov_24.050593	67517	38.05	24.050593	66	0.98	0.659	0.581	4.077	154.50	154.50	0.09	0	2	0	0	0
NODE_13_length_67239_cov_24.797817	67239	37.60	24.797817	62	0.92	0.768	0.546	1.696	197.00	197.00	0.08	0	14	0	0	0
NODE_14_length_65471_cov_22.480174	65471	37.33	22.480174	93	1.42	0.529	0.438	1.268	130.00	130.00	0.11	1	2	0	0	0
NODE_15_length_63039_cov_22.347061	63039	37.93	22.347061	83	1.32	0.592	0.441	1.306	126.00	126.00	0.13	0	0	0	0	0
NODE_16_length_58963_cov_24.607937	58963	37.32	24.607937	58	0.98	0.785	0.399	0.812	138.50	138.50	0.07	0	0	0	0	0
NODE_17_length_53389_cov_23.472989	53389	37.59	23.472989	50	0.94	0.670	0.531	0.667	188.50	188.50	0.00	0	1	0	0	0
NODE_18_length_51588_cov_21.690538	51588	37.19	21.690538	50	0.97	0.744	0.477	0.724	247.00	247.00	0.14	0	0	0	0	0
NODE_19_length_51262_cov_23.954752	51262	38.06	23.954752	53	1.03	0.658	0.615	0.893	184.00	184.00	0.04	0	3	0	0	0
NODE_20_length_48098_cov_24.820828	48098	38.67	24.820828	58	1.21	0.641	0.465	0.526	101.50	101.50	0.14	0	0	0	0	0
NODE_21_length_46756_cov_22.683412	46756	37.13	22.683412	56	1.20	0.570	0.444	1.000	206.50	206.50	0.11	0	1	0	0	0
NODE_22_length_45226_cov_22.933930	45226	37.88	22.93393	54	1.19	0.647	0.518	0.800	154.00	154.00	0.09	0	1	0	0	0
NODE_23_length_42241_cov_22.867114	42241	36.44	22.867114	54	1.28	0.562	0.486	0.543	166.50	166.50	0.11	0	0	0	0	0
NODE_24_length_41965_cov_22.983122	41965	37.71	22.983122	55	1.31	0.506	0.354	0.964	140.00	140.00	0.11	0	0	0	0	0
NODE_25_length_41491_cov_22.578162	41491	38.06	22.578162	50	1.21	0.531	0.380	0.852	189.50	189.50	0.04	0	2	0	0	0
NODE_26_length_41221_cov_22.442154	41221	37.23	22.442154	58	1.41	0.528	0.433	0.871	89.00	89.00	0.09	0	1	0	0	0
NODE_27_length_39825_cov_22.846055	39825	37.37	22.846055	47	1.18	0.504	0.414	0.741	206.50	206.50	0.02	0	0	0	0	0
NODE_28_length_39255_cov_22.337945	39255	36.84	22.337945	48	1.22	0.529	0.417	1.182	170.00	170.00	0.12	0	6	0	0	0
NODE_29_length_38117_cov_24.112093	38117	38.56	24.112093	45	1.18	0.412	0.285	1.143	296.00	296.00	0.13	0	1	0	0	0
NODE_30_length_36798_cov_34.218131	36798	36.14	34.218131	52	1.41	0.532	0.386	0.733	107.00	107.00	0.06	0	0	0	0	0
NODE_31_length_36245_cov_23.280662	36245	37.73	23.280662	49	1.35	0.564	0.477	1.130	60.00	60.00	0.10	0	0	0	0	0
NODE_32_length_35575_cov_21.735506	35575	37.38	21.735506	48	1.35	0.573	0.350	0.600	106.00	106.00	0.10	0	0	0	0	0
NODE_33_length_35307_cov_21.840789	35307	36.20	21.840789	44	1.25	0.495	0.354	0.833	172.00	172.00	0.09	0	0	0	0	0
NODE_34_length_35236_cov_23.207258	35236	38.38	23.207258	51	1.45	0.510	0.441	1.125	80.00	80.00	0.08	0	1	0	0	0
NODE_35_length_35001_cov_21.990665	35001	37.07	21.990665	55	1.57	0.421	0.342	0.719	152.50	152.50	0.13	0	0	0	0	0
NODE_36_length_33804_cov_23.031933	33804	36.94	23.031933	44	1.30	0.480	0.399	0.760	152.00	152.00	0.07	0	1	0	0	0
NODE_37_length_33191_cov_21.396660	33191	37.40	21.39666	40	1.21	0.473	0.372	1.667	194.50	194.50	0.05	0	0	0	0	0
NODE_38_length_32617_cov_23.293915	32617	37.19	23.293915	37	1.13	0.638	0.627	0.682	159.50	159.50	0.08	0	0	0	0	0
