ID	LENGTH	GC	COVERAGE	ORF_COUNT	ORF_PER_KB	ORF_MEAN	ORF_MEDIAN	ORF_PLUS_STRAND_RATIO	INTERGENIC_MEAN	INTERGENIC_MEDIAN	FRACTION_OVERLAPPING_ORFS	NCLDV_HITS	NCVOG_HITS	CAPSID	RIBOSOMAL	MT
NODE_1_length_134342_cov_163.224020	134342	36.64	163.22402	37	0.28	0.193	0.189	2.083	1560.00	1560.00	0.00	0	0	0	0	1
NODE_2_length_64898_cov_32.590734	64898	63.47	32.590734	75	1.16	0.656	0.429	0.875	125.00	125.00	0.08	0	0	0	0	0
NODE_3_length_63950_cov_36.063188	63950	62.91	36.063188	69	1.08	0.658	0.396	1.760	184.00	184.00	0.13	0	0	0	0	0
NODE_4_length_60431_cov_209.067502	60431	37.31	209.067502	14	0.23	0.196	0.180	1.000	3007.00	3007.00	0.00	0	0	0	0	0
NODE_5_length_56635_cov_33.465557	56635	59.88	33.465557	64	1.13	0.737	0.420	0.939	146.50	146.50	0.16	0	0	0	0	0
NODE_6_length_51935_cov_33.537063	51935	60.74	33.537063	43	0.83	0.991	0.540	2.308	167.00	167.00	0.09	0	0	0	0	0
NODE_7_length_51460_cov_33.372983	51460	62.28	33.372983	70	1.36	0.545	0.346	1.059	167.00	167.00	0.13	0	0	0	0	0
NODE_8_length_51404_cov_32.962905	51404	63.30	32.962905	92	1.79	0.474	0.345	1.300	74.00	74.00	0.26	0	0	0	0	0
NODE_9_length_51378_cov_32.218241	51378	62.21	32.218241	57	1.11	0.727	0.513	0.390	144.00	144.00	0.18	0	1	0	0	0
NODE_10_length_51247_cov_49.108091	51247	59.03	49.108091	53	1.03	0.690	0.432	1.120	155.00	155.00	0.08	0	1	0	0	0
NODE_11_length_50215_cov_33.758546	50215	63.49	33.758546	65	1.29	0.597	0.486	0.806	100.50	100.50	0.14	0	0	0	0	0
NODE_12_length_49742_cov_37.926789	49742	62.59	37.926789	56	1.13	0.644	0.480	1.947	157.00	157.00	0.11	0	0	0	0	0
NODE_13_length_49093_cov_33.376836	49093	63.22	33.376836	55	1.12	0.628	0.489	1.200	167.00	167.00	0.07	0	0	0	0	0
NODE_14_length_48025_cov_31.739885	48025	63.64	31.739885	55	1.15	0.807	0.528	0.719	59.00	59.00	0.27	0	0	0	0	0
NODE_15_length_48006_cov_31.280623	48006	60.36	31.280623	46	0.96	0.751	0.612	1.421	163.00	163.00	0.07	0	0	0	0	0
NODE_16_length_47976_cov_32.773837	47976	64.53	32.773837	48	1.00	0.829	0.570	0.455	148.00	148.00	0.19	0	2	0	0	0
NODE_17_length_47484_cov_158.561310	47484	36.13	158.56131	21	0.44	0.219	0.198	1.100	1218.50	1218.50	0.05	0	0	0	0	0
NODE_18_length_44098_cov_33.545376	44098	60.60	33.545376	45	1.02	0.800	0.576	0.875	150.00	150.00	0.07	0	1	0	0	0
NODE_19_length_43790_cov_33.160021	43790	63.66	33.160021	72	1.64	0.512	0.393	0.358	99.00	99.00	0.18	0	1	0	0	0
NODE_20_length_43422_cov_33.285223	43422	57.30	33.285223	74	1.70	0.421	0.306	1.176	151.00	151.00	0.16	1	1	0	0	0
NODE_21_length_41864_cov_32.958767	41864	61.59	32.958767	73	1.74	0.443	0.297	1.147	110.00	110.00	0.22	0	0	0	0	0
NODE_22_length_41758_cov_35.932199	41758	60.96	35.932199	63	1.51	0.563	0.426	0.703	111.00	111.00	0.24	0	0	0	0	0
NODE_23_length_41758_cov_33.773542	41758	62.23	33.773542	54	1.29	0.490	0.346	2.375	262.00	262.00	0.17	0	0	0	0	0
NODE_24_length_41292_cov_33.316560	41292	58.87	33.31656	62	1.50	0.505	0.364	0.632	143.00	143.00	0.19	0	0	0	0	0
NODE_25_length_40899_cov_175.240924	40899	37.14	175.240924	6	0.15	0.151	0.161	1.000	4097.50	4097.50	0.00	0	0	0	0	0
NODE_26_length_40866_cov_29.530682	40866	64.23	29.530682	41	1.00	0.835	0.552	1.158	115.00	115.00	0.20	0	0	0	0	0
NODE_27_length_40213_cov_33.680910	40213	61.47	33.68091	30	0.75	1.127	0.630	1.500	152.00	152.00	0.13	0	0	0	0	0
NODE_28_length_39685_cov_169.949202	39685	37.73	169.949202	15	0.38	0.233	0.180	0.667	1506.00	1506.00	0.00	0	0	0	0	0
NODE_29_length_39631_cov_175.416646	39631	37.16	175.416646	6	0.15	0.215	0.206	0.500	5841.00	5841.00	0.17	0	0	0	0	1
NODE_30_length_38852_cov_132.888562	38852	34.76	132.888562	8	0.21	0.178	0.188	1.667	3906.00	3906.00	0.00	0	0	0	0	0
NODE_31_length_38331_cov_32.737021	38331	63.23	32.737021	51	1.33	0.525	0.444	2.188	181.50	181.50	0.14	0	0	0	0	0
NODE_32_length_38139_cov_139.716384	38139	35.17	139.716384	9	0.24	0.164	0.162	1.250	3932.00	3932.00	0.00	0	0	0	0	0
NODE_33_length_37941_cov_34.062223	37941	63.39	34.062223	63	1.66	0.479	0.387	0.703	114.00	114.00	0.19	0	0	0	0	0
NODE_34_length_37811_cov_31.318201	37811	65.50	31.318201	55	1.45	0.588	0.468	1.200	77.50	77.50	0.16	0	1	0	0	0
NODE_35_length_37720_cov_33.148660	37720	62.49	33.14866	50	1.33	0.638	0.432	2.333	103.00	103.00	0.24	0	0	0	0	0
NODE_36_length_37611_cov_225.480524	37611	40.01	225.480524	10	0.27	0.210	0.145	1.000	2611.50	2611.50	0.00	0	0	0	0	1
NODE_37_length_37483_cov_35.241138	37483	62.87	35.241138	54	1.44	0.536	0.408	2.000	114.00	114.00	0.11	0	0	0	0	0
NODE_38_length_36824_cov_33.016954	36824	63.21	33.016954	69	1.87	0.427	0.282	0.643	98.50	98.50	0.19	0	0	0	0	0
NODE_39_length_36772_cov_34.036735	36772	63.86	34.036735	50	1.36	0.553	0.412	0.351	146.00	146.00	0.10	0	0	0	0	0
NODE_40_length_36107_cov_166.949209	36107	36.81	166.949209	11	0.30	0.191	0.195	1.750	1093.00	1093.00	0.00	0	0	0	0	1
NODE_41_length_36096_cov_37.708348	36096	58.66	37.708348	24	0.66	1.313	0.888	0.412	134.00	134.00	0.08	0	0	0	0	0
NODE_42_length_35797_cov_32.854731	35797	59.35	32.854731	44	1.23	0.727	0.369	1.000	77.00	77.00	0.25	0	0	0	0	0
NODE_43_length_35665_cov_32.724289	35665	64.72	32.724289	48	1.35	0.617	0.474	0.655	113.00	113.00	0.27	0	1	0	0	0
NODE_44_length_35243_cov_150.057755	35243	37.34	150.057755	9	0.26	0.220	0.174	2.000	3227.00	3227.00	0.00	0	0	0	0	0
NODE_45_length_34765_cov_32.970422	34765	62.30	32.970422	51	1.47	0.479	0.369	2.923	129.00	129.00	0.06	0	2	0	0	0
NODE_46_length_34286_cov_161.792686	34286	36.93	161.792686	6	0.17	0.209	0.188	0.200	2542.50	2542.50	0.00	0	0	0	0	0
NODE_47_length_34177_cov_33.086745	34177	64.80	33.086745	37	1.08	0.716	0.522	0.682	147.50	147.50	0.14	0	0	0	0	0
NODE_48_length_33982_cov_32.874561	33982	62.70	32.874561	33	0.97	0.879	0.513	0.941	96.50	96.50	0.15	0	0	0	0	0
NODE_49_length_33980_cov_34.608796	33980	63.19	34.608796	54	1.59	0.520	0.483	2.600	87.00	87.00	0.09	0	0	0	0	0
NODE_50_length_33756_cov_139.965379	33756	34.77	139.965379	16	0.47	0.199	0.165	1.667	1068.50	1068.50	0.00	0	0	0	0	1
NODE_51_length_33669_cov_31.168492	33669	63.68	31.168492	31	0.92	0.894	0.624	1.385	195.50	195.50	0.23	0	1	0	0	0
NODE_52_length_33663_cov_34.316322	33663	62.03	34.316322	45	1.34	0.533	0.429	0.667	169.00	169.00	0.11	0	0	0	0	0
NODE_53_length_33593_cov_33.244331	33593	63.69	33.244331	43	1.28	0.622	0.543	0.593	122.00	122.00	0.23	0	0	0	0	0
NODE_54_length_33193_cov_34.791672	33193	62.37	34.791672	34	1.02	0.829	0.597	0.619	96.50	96.50	0.18	0	0	0	0	0
NODE_55_length_32837_cov_35.159005	32837	62.93	35.159005	40	1.22	0.614	0.406	0.290	133.00	133.00	0.15	0	0	0	0	0
NODE_56_length_32685_cov_36.504569	32685	61.05	36.504569	29	0.89	0.970	0.519	2.625	161.00	161.00	0.24	0	0	0	0	0
NODE_57_length_32675_cov_33.291950	32675	59.39	33.29195	30	0.92	0.861	0.696	0.304	178.00	178.00	0.13	0	0	0	0	0
