ID	LENGTH	GC	COVERAGE	ORF_COUNT	ORF_PER_KB	ORF_MEAN	ORF_MEDIAN	ORF_PLUS_STRAND_RATIO	INTERGENIC_MEAN	INTERGENIC_MEDIAN	FRACTION_OVERLAPPING_ORFS	NCLDV_HITS	NCVOG_HITS	CAPSID	RIBOSOMAL	MT
NODE_1_length_1080013_cov_36.967135	1080013	54.13	36.967135	1416	1.31	0.508	0.345	1.046	190.00	190.00	0.13	1	25	0	1	0
NODE_2_length_1046662_cov_36.997729	1046662	54.58	36.997729	1196	1.14	0.574	0.390	0.948	221.00	221.00	0.13	1	22	0	0	0
NODE_3_length_959961_cov_36.961272	959961	54.19	36.961272	1121	1.17	0.572	0.393	1.103	219.00	219.00	0.13	0	10	0	0	0
NODE_4_length_957200_cov_36.852149	957200	54.53	36.852149	1152	1.20	0.559	0.373	0.907	195.00	195.00	0.12	0	15	0	0	0
NODE_5_length_957006_cov_36.879400	957006	54.50	36.8794	1066	1.11	0.601	0.390	0.893	208.00	208.00	0.11	1	16	0	0	0
NODE_6_length_912210_cov_36.884486	912210	54.56	36.884486	1068	1.17	0.585	0.387	1.119	193.00	193.00	0.12	0	15	0	0	0
NODE_7_length_855419_cov_36.795681	855419	54.50	36.795681	1099	1.28	0.521	0.345	0.998	213.00	213.00	0.13	0	14	0	0	0
NODE_8_length_756785_cov_36.210990	756785	54.21	36.21099	937	1.24	0.536	0.351	1.033	203.50	203.50	0.13	1	10	0	0	0
NODE_9_length_724686_cov_36.964730	724686	54.52	36.96473	846	1.17	0.546	0.370	1.024	231.00	231.00	0.12	1	16	0	0	0
NODE_10_length_694861_cov_37.111414	694861	54.17	37.111414	817	1.18	0.563	0.396	1.079	216.00	216.00	0.09	0	7	0	0	0
NODE_11_length_691330_cov_37.232449	691330	54.44	37.232449	813	1.18	0.552	0.375	1.007	234.00	234.00	0.12	0	10	0	0	0
NODE_12_length_677030_cov_36.942628	677030	54.54	36.942628	883	1.30	0.508	0.342	1.011	195.00	195.00	0.13	0	10	0	0	0
NODE_13_length_636304_cov_36.884129	636304	54.81	36.884129	779	1.22	0.543	0.351	1.105	212.00	212.00	0.13	0	6	0	1	0
NODE_14_length_595033_cov_36.303323	595033	54.89	36.303323	776	1.30	0.505	0.348	0.990	195.50	195.50	0.13	0	12	0	0	0
NODE_15_length_589584_cov_37.775908	589584	54.83	37.775908	650	1.10	0.617	0.392	0.868	206.00	206.00	0.14	0	12	0	0	0
NODE_16_length_584986_cov_36.556405	584986	54.32	36.556405	699	1.19	0.548	0.372	1.014	203.50	203.50	0.14	0	14	0	1	0
NODE_17_length_560824_cov_36.525767	560824	53.98	36.525767	731	1.30	0.499	0.345	1.042	195.00	195.00	0.12	0	6	0	0	0
NODE_18_length_558056_cov_36.479147	558056	54.14	36.479147	710	1.27	0.527	0.324	0.878	199.00	199.00	0.14	0	6	0	1	0
NODE_19_length_486861_cov_36.913487	486861	54.77	36.913487	576	1.18	0.560	0.378	0.817	199.00	199.00	0.10	0	8	0	0	0
NODE_20_length_461068_cov_36.420203	461068	54.16	36.420203	585	1.27	0.510	0.360	1.003	185.00	185.00	0.11	0	14	0	0	0
NODE_21_length_447063_cov_36.437425	447063	54.41	36.437425	554	1.24	0.557	0.349	0.897	181.00	181.00	0.14	0	5	0	0	0
NODE_22_length_444557_cov_36.796673	444557	54.49	36.796673	525	1.18	0.549	0.360	1.117	225.00	225.00	0.12	0	8	0	0	0
NODE_23_length_440405_cov_36.880430	440405	54.75	36.88043	507	1.15	0.592	0.402	1.130	185.00	185.00	0.11	1	12	0	0	0
NODE_24_length_412943_cov_37.541946	412943	53.88	37.541946	510	1.24	0.555	0.342	1.040	175.00	175.00	0.13	2	7	0	0	0
NODE_25_length_411352_cov_36.692721	411352	54.65	36.692721	521	1.27	0.538	0.366	1.035	203.00	203.00	0.15	0	6	0	0	0
NODE_26_length_373413_cov_37.150280	373413	54.30	37.15028	473	1.27	0.510	0.324	1.048	210.00	210.00	0.13	0	8	0	0	0
NODE_27_length_353278_cov_36.900634	353278	54.54	36.900634	462	1.31	0.509	0.363	1.000	189.00	189.00	0.10	0	8	0	0	0
NODE_28_length_344375_cov_37.628865	344375	54.12	37.628865	430	1.25	0.549	0.330	1.057	172.00	172.00	0.12	0	8	0	0	0
NODE_29_length_344183_cov_37.032089	344183	54.44	37.032089	432	1.26	0.543	0.370	0.800	188.00	188.00	0.14	0	6	0	0	0
NODE_30_length_302706_cov_36.268226	302706	54.23	36.268226	359	1.19	0.527	0.351	1.028	222.00	222.00	0.11	0	6	0	1	0
NODE_31_length_254424_cov_36.820592	254424	54.19	36.820592	301	1.18	0.564	0.402	1.230	195.00	195.00	0.12	0	6	0	0	0
NODE_32_length_253877_cov_36.956556	253877	54.40	36.956556	311	1.23	0.520	0.345	0.968	231.00	231.00	0.10	0	2	0	0	0
NODE_33_length_247608_cov_36.845918	247608	54.44	36.845918	301	1.22	0.527	0.351	0.802	185.00	185.00	0.12	0	3	0	0	0
NODE_34_length_244552_cov_36.935016	244552	54.69	36.935016	352	1.44	0.470	0.320	0.923	165.00	165.00	0.14	0	4	0	0	0
NODE_35_length_239974_cov_37.372331	239974	54.38	37.372331	334	1.39	0.461	0.317	1.037	191.00	191.00	0.10	0	4	0	0	0
NODE_36_length_226044_cov_36.092876	226044	54.51	36.092876	279	1.23	0.534	0.375	1.098	196.50	196.50	0.13	0	3	0	0	0
NODE_37_length_214495_cov_37.202865	214495	53.72	37.202865	235	1.10	0.582	0.384	1.098	233.00	233.00	0.12	0	4	0	0	0
NODE_38_length_209260_cov_36.567828	209260	53.79	36.567828	242	1.16	0.591	0.396	0.952	212.00	212.00	0.14	0	2	0	0	0
NODE_39_length_206593_cov_36.293411	206593	54.43	36.293411	268	1.30	0.492	0.341	0.874	190.00	190.00	0.10	0	4	0	0	0
NODE_40_length_194791_cov_38.072553	194791	54.84	38.072553	232	1.19	0.551	0.386	0.771	174.50	174.50	0.12	0	6	0	0	0
NODE_41_length_188041_cov_36.490615	188041	54.31	36.490615	229	1.22	0.517	0.354	0.957	205.00	205.00	0.10	0	7	0	0	0
NODE_42_length_184742_cov_36.111369	184742	53.96	36.111369	264	1.43	0.432	0.314	0.899	176.00	176.00	0.12	0	2	0	0	0
NODE_43_length_183917_cov_36.856734	183917	53.93	36.856734	204	1.11	0.636	0.412	0.789	201.00	201.00	0.14	0	4	0	1	0
NODE_44_length_148920_cov_36.286658	148920	54.55	36.286658	158	1.06	0.652	0.367	1.026	239.50	239.50	0.13	0	1	0	0	0
NODE_45_length_137010_cov_37.024077	137010	54.31	37.024077	190	1.39	0.474	0.366	1.043	191.00	191.00	0.17	0	1	0	0	0
NODE_46_length_134065_cov_36.326783	134065	54.86	36.326783	174	1.30	0.534	0.369	0.794	175.00	175.00	0.13	0	1	0	0	0
NODE_47_length_125427_cov_36.670299	125427	54.30	36.670299	152	1.21	0.538	0.317	1.082	221.00	221.00	0.11	0	3	0	0	0
NODE_48_length_124283_cov_37.252886	124283	53.94	37.252886	160	1.29	0.513	0.298	1.162	182.00	182.00	0.11	0	2	0	0	0
NODE_49_length_124018_cov_36.897580	124018	54.93	36.89758	134	1.08	0.630	0.392	0.971	235.00	235.00	0.11	0	1	0	0	0
NODE_50_length_111342_cov_36.525295	111342	54.86	36.525295	138	1.24	0.538	0.314	1.156	198.00	198.00	0.08	0	4	0	0	0
NODE_51_length_110794_cov_36.733347	110794	54.36	36.733347	131	1.18	0.586	0.405	0.871	216.00	216.00	0.19	0	4	0	0	0
NODE_52_length_105005_cov_36.471228	105005	54.65	36.471228	128	1.22	0.552	0.366	0.910	192.50	192.50	0.16	0	1	0	0	0
NODE_53_length_102633_cov_37.728812	102633	54.03	37.728812	116	1.13	0.645	0.346	0.758	173.00	173.00	0.13	0	0	0	0	0
NODE_54_length_98353_cov_36.652204	98353	54.24	36.652204	101	1.03	0.618	0.387	0.712	227.00	227.00	0.08	0	1	0	0	0
NODE_55_length_79578_cov_38.566446	79578	54.02	38.566446	112	1.41	0.468	0.318	0.836	220.00	220.00	0.13	0	1	0	0	0
NODE_56_length_75446_cov_35.960979	75446	51.34	35.960979	82	1.09	0.503	0.387	0.640	241.00	241.00	0.07	0	1	0	0	0
NODE_57_length_74922_cov_35.576618	74922	54.15	35.576618	96	1.28	0.551	0.330	0.920	192.50	192.50	0.17	0	5	0	0	0
NODE_58_length_73287_cov_38.575536	73287	52.63	38.575536	73	1.00	0.622	0.351	1.147	265.00	265.00	0.07	0	1	0	0	0
NODE_59_length_65429_cov_35.973054	65429	53.95	35.973054	89	1.36	0.465	0.324	1.119	162.00	162.00	0.13	0	2	0	0	0
NODE_60_length_53341_cov_38.936505	53341	54.05	38.936505	68	1.27	0.453	0.358	1.720	224.00	224.00	0.07	0	1	0	0	0
NODE_61_length_51631_cov_72.135528	51631	51.27	72.135528	51	0.99	0.504	0.426	1.125	314.00	314.00	0.08	0	2	0	0	0
NODE_62_length_41706_cov_1125.719907	41706	31.59	1125.719907	48	1.15	0.302	0.263	0.778	310.50	310.50	0.00	0	0	0	0	1
NODE_63_length_41388_cov_36.561836	41388	52.10	36.561836	37	0.89	0.513	0.405	1.176	490.50	490.50	0.08	0	0	0	0	0
NODE_64_length_39845_cov_36.825689	39845	54.32	36.825689	48	1.20	0.527	0.349	0.778	243.00	243.00	0.17	0	0	0	0	0
NODE_65_length_35984_cov_38.036205	35984	50.98	38.036205	32	0.89	0.652	0.518	2.200	404.00	404.00	0.09	0	3	0	0	0
NODE_66_length_35137_cov_38.688677	35137	54.50	38.688677	51	1.45	0.403	0.312	0.759	239.00	239.00	0.08	0	2	0	0	0
NODE_67_length_27629_cov_37.023120	27629	53.48	37.02312	36	1.30	0.499	0.381	1.000	166.50	166.50	0.11	0	0	0	0	0
NODE_68_length_26755_cov_36.897743	26755	54.02	36.897743	36	1.35	0.522	0.433	0.565	120.00	120.00	0.14	0	1	0	0	0
NODE_69_length_26699_cov_37.023590	26699	55.11	37.02359	40	1.50	0.436	0.347	1.353	97.00	97.00	0.12	0	1	0	0	0
NODE_70_length_26455_cov_37.148760	26455	54.52	37.14876	30	1.13	0.587	0.396	1.000	292.00	292.00	0.13	0	0	0	0	0
NODE_71_length_25518_cov_280.244723	25518	51.85	280.244723	27	1.06	0.467	0.387	0.800	388.00	388.00	0.22	0	2	0	0	0
NODE_72_length_24774_cov_37.802851	24774	53.40	37.802851	27	1.09	0.619	0.336	1.250	227.00	227.00	0.19	0	1	0	0	0
NODE_73_length_21397_cov_68.367730	21397	49.73	68.36773	14	0.65	1.341	0.987	1.000	75.50	75.50	0.00	0	1	0	0	0
NODE_74_length_21342_cov_38.470538	21342	49.06	38.470538	22	1.03	0.624	0.530	1.000	208.00	208.00	0.09	0	0	0	0	0
NODE_75_length_19060_cov_36.953023	19060	55.18	36.953023	28	1.47	0.410	0.280	0.750	167.00	167.00	0.32	0	2	0	0	0
NODE_76_length_17124_cov_73.138206	17124	52.48	73.138206	18	1.05	0.531	0.477	1.000	361.00	361.00	0.22	0	0	0	0	0
NODE_77_length_14183_cov_297.380122	14183	51.56	297.380122	21	1.48	0.424	0.348	0.500	220.00	220.00	0.10	0	0	0	0	0
NODE_78_length_13874_cov_72.097992	13874	53.70	72.097992	25	1.80	0.357	0.303	1.500	208.50	208.50	0.12	0	0	0	0	0
NODE_79_length_13800_cov_81.157646	13800	50.99	81.157646	15	1.09	0.385	0.351	2.000	352.00	352.00	0.13	0	0	0	0	0
NODE_80_length_13800_cov_40.171391	13800	52.54	40.171391	16	1.16	0.527	0.433	1.000	164.50	164.50	0.12	0	0	0	0	0
NODE_81_length_12140_cov_45.799635	12140	42.78	45.799635	11	0.91	0.990	0.735	1.750	60.00	60.00	0.00	0	0	0	0	0
NODE_82_length_11254_cov_72.522859	11254	53.02	72.522859	10	0.89	0.457	0.462	1.000	344.50	344.50	0.00	0	0	0	0	0
NODE_83_length_11185_cov_40.109471	11185	42.32	40.109471	10	0.89	1.036	0.453	1.000	48.00	48.00	0.10	0	0	0	0	0
NODE_84_length_11156_cov_42.443452	11156	42.69	42.443452	10	0.90	0.976	0.816	0.429	178.00	178.00	0.10	0	1	0	0	0
NODE_85_length_11064_cov_87.237736	11064	55.63	87.237736	11	0.99	0.716	0.432	0.833	361.00	361.00	0.00	0	0	0	0	0
NODE_86_length_9821_cov_78.986453	9821	43.02	78.986453	8	0.81	1.130	0.750	0.600	164.00	164.00	0.12	0	1	0	0	0
NODE_87_length_9673_cov_35.277333	9673	45.57	35.277333	5	0.52	1.883	0.915	4.000	39.00	39.00	0.20	0	1	0	0	0
NODE_88_length_9512_cov_86.649073	9512	57.62	86.649073	8	0.84	0.941	0.875	1.667	167.00	167.00	0.00	0	0	0	0	0
NODE_89_length_9097_cov_57.030155	9097	52.38	57.030155	12	1.32	0.611	0.536	5.000	74.00	74.00	0.08	0	0	0	0	0
NODE_90_length_8621_cov_37.402739	8621	54.48	37.402739	12	1.39	0.606	0.353	1.000	80.50	80.50	0.17	1	1	0	0	0
NODE_91_length_8418_cov_3221.002518	8418	47.16	3221.002518	5	0.59	0.188	0.195	NA	1297.00	1297.00	0.20	0	0	0	1	0
NODE_92_length_8343_cov_38.223445	8343	58.16	38.223445	14	1.68	0.502	0.342	0.556	132.00	132.00	0.50	0	0	0	0	0
NODE_93_length_7848_cov_69.434693	7848	56.88	69.434693	9	1.15	0.606	0.588	1.250	230.00	230.00	0.00	0	0	0	0	0
NODE_94_length_7848_cov_47.929224	7848	54.35	47.929224	14	1.78	0.481	0.501	0.750	75.50	75.50	0.14	0	0	0	0	0
NODE_95_length_7823_cov_50.296669	7823	52.26	50.296669	6	0.77	0.890	0.738	NA	209.00	209.00	0.00	0	0	0	0	0
NODE_96_length_7318_cov_92.201353	7318	54.70	92.201353	7	0.96	0.828	0.300	0.750	129.00	129.00	0.00	0	0	0	0	0
NODE_97_length_7062_cov_47.569649	7062	44.02	47.569649	1	0.14	6.537	6.537	NA	302.00	302.00	0.00	0	1	0	0	0
NODE_98_length_6736_cov_51.408470	6736	56.18	51.40847	4	0.59	1.343	0.600	0.333	161.50	161.50	0.00	0	0	0	0	0
NODE_99_length_6646_cov_51.219820	6646	53.51	51.21982	8	1.20	0.730	0.666	7.000	38.00	38.00	0.12	0	0	0	0	0
NODE_100_length_6613_cov_36.567319	6613	48.62	36.567319	8	1.21	0.633	0.569	0.333	54.00	54.00	0.12	0	0	0	0	0
NODE_101_length_6402_cov_79.898340	6402	54.12	79.89834	4	0.62	1.151	1.067	0.333	285.50	285.50	0.00	0	0	0	0	0
NODE_102_length_6380_cov_127.008567	6380	52.90	127.008567	4	0.63	1.384	1.459	NA	123.00	123.00	0.00	0	0	0	0	0
NODE_103_length_6261_cov_35.750162	6261	43.03	35.750162	8	1.28	0.600	0.447	3.000	194.00	194.00	0.12	1	1	0	0	0
NODE_104_length_6079_cov_76.801899	6079	53.13	76.801899	6	0.99	0.519	0.566	1.000	260.00	260.00	0.00	0	0	0	0	0
NODE_105_length_5888_cov_33.319394	5888	49.58	33.319394	5	0.85	0.544	0.366	0.667	489.00	489.00	0.00	0	0	0	0	0
NODE_106_length_5151_cov_82.584155	5151	57.19	82.584155	7	1.36	0.594	0.426	0.167	64.50	64.50	0.14	0	0	0	0	0
NODE_107_length_5072_cov_69.501101	5072	52.80	69.501101	5	0.99	0.967	0.426	0.250	69.50	69.50	0.20	0	0	0	0	0
NODE_108_length_4873_cov_59.804420	4873	51.98	59.80442	7	1.44	0.384	0.282	2.500	351.00	351.00	0.00	0	0	0	0	0
NODE_109_length_4856_cov_33.651601	4856	54.74	33.651601	2	0.41	1.410	1.410	1.000	2109.00	2109.00	0.50	0	1	0	0	0
NODE_110_length_4674_cov_73.239069	4674	52.31	73.239069	3	0.64	1.356	0.654	2.000	329.50	329.50	0.33	0	0	0	0	0
NODE_111_length_4158_cov_47.515560	4158	53.92	47.51556	3	0.72	0.447	0.243	NA	239.00	239.00	0.00	0	0	0	0	0
NODE_112_length_4155_cov_111.060814	4155	53.53	111.060814	8	1.93	0.405	0.369	NA	50.00	50.00	0.00	0	0	0	0	0
NODE_113_length_3750_cov_41.325347	3750	60.21	41.325347	3	0.80	0.765	0.723	0.500	219.00	219.00	0.00	0	0	0	0	0
NODE_114_length_3465_cov_73.809622	3465	49.67	73.809622	6	1.73	0.367	0.396	0.200	298.00	298.00	0.17	0	0	0	0	0
NODE_115_length_3428_cov_33.026559	3428	54.73	33.026559	5	1.46	0.469	0.381	4.000	98.00	98.00	0.00	0	2	0	0	0
NODE_116_length_3301_cov_110.074752	3301	50.98	110.074752	2	0.61	1.450	1.450	NA	201.50	201.50	0.00	0	0	0	0	0
NODE_117_length_3216_cov_40.577254	3216	51.93	40.577254	6	1.87	0.359	0.414	5.000	123.00	123.00	0.00	0	0	0	0	0
NODE_118_length_3167_cov_365.464401	3167	50.46	365.464401	1	0.32	2.523	2.523	NA	645.00	645.00	0.00	1	1	0	0	0
NODE_119_length_3123_cov_98.841103	3123	53.70	98.841103	1	0.32	2.448	2.448	NA	3.00	3.00	0.00	0	0	0	0	0
