ID	LENGTH	GC	COVERAGE	ORF_COUNT	ORF_PER_KB	ORF_MEAN	ORF_MEDIAN	ORF_PLUS_STRAND_RATIO	INTERGENIC_MEAN	INTERGENIC_MEDIAN	FRACTION_OVERLAPPING_ORFS	NCLDV_HITS	NCLDV_PERCENT	NCVOG_HITS	NCVOG_PERCENT	CAPSID	RIBOSOMAL	MT	PFAM_HITS	PFAM_PERCENT
scaffold_1	308633	66.91	1	150	0.49	1.370	0.982	0.807	700.01	546.50	0.02	0	0.0000	11	7.3333	0	0	0	64	42.6667
scaffold_2	288040	68.73	1	131	0.45	1.570	1.029	1.079	671.91	526.00	0.04	0	0.0000	8	6.1069	0	0	0	61	46.5649
scaffold_3	283250	65.85	1	146	0.52	1.322	0.950	0.848	642.39	446.00	0.02	0	0.0000	3	2.0548	0	0	0	59	40.4110
scaffold_4	272263	66.89	1	132	0.48	1.485	0.810	0.913	599.84	332.50	0.02	0	0.0000	12	9.0909	0	0	0	55	41.6667
scaffold_5	264354	66.95	1	128	0.48	1.351	0.869	0.829	738.65	479.00	0.02	0	0.0000	8	6.2500	0	0	0	53	41.4062
scaffold_6	260677	68.11	1	112	0.43	1.623	1.109	0.965	728.06	450.50	0.04	0	0.0000	8	7.1429	0	0	0	41	36.6071
scaffold_7	258388	66.25	1	130	0.50	1.339	0.889	0.857	684.23	395.00	0.02	1	0.7692	14	10.7692	0	0	0	63	48.4615
scaffold_8	257344	66.35	1	99	0.38	1.752	1.053	0.800	865.27	672.00	0.01	0	0.0000	7	7.0707	0	0	0	48	48.4848
scaffold_9	255253	66.50	1	115	0.45	1.608	1.020	1.018	651.19	428.50	0.03	1	0.8696	6	5.2174	0	0	0	50	43.4783
scaffold_10	251065	66.66	1	134	0.53	1.282	0.845	1.000	609.39	352.00	0.01	0	0.0000	11	8.2090	0	0	0	55	41.0448
scaffold_11	245696	64.58	1	144	0.59	1.167	0.758	1.087	571.04	394.00	0.03	0	0.0000	11	7.6389	0	0	0	63	43.7500
scaffold_12	226952	67.70	1	96	0.42	1.559	1.059	0.778	821.03	529.00	0.02	0	0.0000	5	5.2083	0	0	0	40	41.6667
scaffold_13	222852	63.71	1	134	0.60	1.156	0.693	0.787	545.12	347.50	0.04	0	0.0000	8	5.9701	0	0	0	57	42.5373
scaffold_14	220176	67.79	1	106	0.48	1.392	0.936	1.208	691.64	490.00	0.01	0	0.0000	8	7.5472	0	0	0	48	45.2830
scaffold_15	212033	68.74	1	98	0.46	1.573	0.887	1.000	620.65	486.50	0.03	0	0.0000	8	8.1633	0	0	0	36	36.7347
scaffold_16	196583	66.21	1	98	0.50	1.435	0.988	1.000	591.51	403.00	0.03	0	0.0000	7	7.1429	0	0	0	40	40.8163
scaffold_17	189709	66.69	1	96	0.51	1.331	0.933	0.811	668.89	625.00	0.02	0	0.0000	3	3.1250	0	0	0	36	37.5000
scaffold_18	182355	66.78	1	92	0.50	1.457	0.907	1.000	546.58	351.00	0.01	0	0.0000	2	2.1739	0	0	0	35	38.0435
scaffold_19	182180	67.07	1	86	0.47	1.377	1.168	0.830	756.32	628.00	0.02	0	0.0000	8	9.3023	0	0	0	42	48.8372
scaffold_20	181699	66.99	1	81	0.45	1.494	1.032	0.688	760.14	544.00	0.01	0	0.0000	4	4.9383	0	0	0	41	50.6173
scaffold_21	177517	67.24	1	72	0.41	1.960	0.951	0.895	557.02	414.00	0.08	1	1.3889	11	15.2778	0	0	0	34	47.2222
scaffold_22	177151	64.98	1	108	0.61	1.110	0.728	0.964	554.60	381.00	0.02	0	0.0000	6	5.5556	0	0	0	38	35.1852
scaffold_23	174867	66.22	1	91	0.52	1.211	0.909	0.685	720.50	496.00	0.00	0	0.0000	6	6.5934	0	0	0	38	41.7582
scaffold_24	173315	65.34	1	81	0.47	1.369	0.819	0.688	815.63	585.00	0.05	0	0.0000	11	13.5802	0	0	0	33	40.7407
scaffold_25	171473	67.26	1	76	0.44	1.550	0.813	1.815	739.29	595.00	0.03	0	0.0000	4	5.2632	0	0	0	33	43.4211
scaffold_26	164063	66.46	1	81	0.49	1.413	0.798	1.132	619.06	436.00	0.02	0	0.0000	4	4.9383	0	0	0	35	43.2099
scaffold_27	161014	67.23	1	74	0.46	1.480	0.921	1.312	717.82	592.00	0.01	0	0.0000	6	8.1081	0	0	0	27	36.4865
scaffold_28	153529	67.14	1	78	0.51	1.342	0.881	1.167	648.17	442.00	0.03	0	0.0000	3	3.8462	0	0	0	38	48.7179
scaffold_29	153108	66.93	1	67	0.44	1.736	1.014	0.914	578.98	546.00	0.03	0	0.0000	2	2.9851	0	0	0	28	41.7910
scaffold_30	150213	66.36	1	67	0.45	1.622	0.930	0.971	676.90	435.00	0.03	0	0.0000	5	7.4627	0	0	0	26	38.8060
scaffold_31	150041	67.14	1	78	0.52	1.380	0.976	0.950	619.42	361.00	0.06	0	0.0000	7	8.9744	0	0	0	36	46.1538
scaffold_32	149589	67.22	1	70	0.47	1.496	0.939	0.842	664.00	482.00	0.04	0	0.0000	8	11.4286	0	0	0	36	51.4286
scaffold_33	149521	67.70	1	82	0.55	1.285	0.796	0.745	559.70	385.00	0.02	0	0.0000	9	10.9756	0	0	0	25	30.4878
scaffold_34	148087	66.62	1	64	0.43	1.647	1.048	1.207	679.97	487.00	0.00	0	0.0000	6	9.3750	0	0	0	29	45.3125
scaffold_35	145513	69.07	1	56	0.38	2.091	1.252	1.154	501.75	347.00	0.02	0	0.0000	3	5.3571	0	0	0	18	32.1429
scaffold_36	142464	65.93	1	79	0.55	1.196	0.837	0.756	633.47	463.00	0.03	2	2.5316	9	11.3924	0	0	0	40	50.6329
scaffold_37	141133	65.90	1	72	0.51	1.335	0.867	1.182	652.39	448.00	0.03	1	1.3889	9	12.5000	0	0	0	27	37.5000
scaffold_38	138420	66.26	1	66	0.48	1.344	0.805	1.276	751.88	531.00	0.00	0	0.0000	5	7.5758	0	0	0	29	43.9394
scaffold_39	136618	65.02	1	66	0.48	1.289	0.744	1.129	779.63	505.00	0.02	0	0.0000	4	6.0606	0	0	0	27	40.9091
scaffold_40	135316	65.87	1	73	0.54	1.232	0.891	0.659	616.68	454.00	0.01	0	0.0000	9	12.3288	0	0	0	33	45.2055
scaffold_41	130933	66.54	1	60	0.46	1.335	0.808	1.143	854.36	589.00	0.02	0	0.0000	1	1.6667	0	0	0	26	43.3333
scaffold_42	127656	69.28	1	67	0.52	1.406	0.873	0.675	508.74	325.00	0.00	0	0.0000	4	5.9701	0	0	0	28	41.7910
scaffold_43	126783	65.58	1	58	0.46	1.402	0.962	0.933	879.23	590.00	0.05	0	0.0000	5	8.6207	0	0	0	29	50.0000
scaffold_44	126728	65.52	1	70	0.55	1.480	0.752	0.892	360.11	305.00	0.07	0	0.0000	3	4.2857	0	0	0	18	25.7143
scaffold_45	126261	63.30	1	66	0.52	1.408	0.663	1.750	528.70	406.00	0.02	0	0.0000	3	4.5455	0	0	0	24	36.3636
scaffold_46	124187	62.50	1	74	0.60	1.141	0.759	1.000	581.16	378.00	0.05	0	0.0000	5	6.7568	0	0	0	26	35.1351
scaffold_47	124002	64.80	1	61	0.49	1.351	0.804	1.346	695.65	590.00	0.02	0	0.0000	1	1.6393	0	0	0	25	40.9836
scaffold_48	122198	64.68	1	63	0.52	1.321	0.783	0.750	653.50	426.00	0.03	0	0.0000	3	4.7619	0	0	0	23	36.5079
scaffold_49	120334	69.63	1	63	0.52	1.355	0.807	0.703	542.68	533.50	0.03	0	0.0000	6	9.5238	0	0	0	32	50.7937
scaffold_50	119954	68.17	1	53	0.44	1.593	1.092	0.767	684.59	594.00	0.00	0	0.0000	6	11.3208	0	0	0	26	49.0566
scaffold_51	119645	65.36	1	52	0.43	1.410	0.927	0.926	879.83	579.50	0.00	0	0.0000	5	9.6154	0	0	0	24	46.1538
scaffold_52	116356	68.49	1	57	0.49	1.458	0.813	1.280	606.89	444.00	0.02	0	0.0000	6	10.5263	0	0	0	32	56.1404
scaffold_53	114439	66.29	1	52	0.45	1.442	0.833	1.167	809.02	575.00	0.04	0	0.0000	3	5.7692	0	0	0	16	30.7692
scaffold_54	113087	66.81	1	54	0.48	1.392	0.876	1.455	699.46	425.50	0.00	0	0.0000	5	9.2593	0	0	0	27	50.0000
scaffold_55	112277	68.20	1	56	0.50	1.335	0.843	1.074	666.34	425.00	0.00	0	0.0000	3	5.3571	0	0	0	26	46.4286
scaffold_56	110004	70.29	1	51	0.46	1.688	1.056	0.962	519.98	376.00	0.04	0	0.0000	4	7.8431	0	0	0	20	39.2157
scaffold_57	109260	65.96	1	49	0.45	1.365	0.831	0.960	907.45	576.00	0.00	0	0.0000	9	18.3673	0	0	0	21	42.8571
scaffold_58	108428	68.27	1	48	0.44	1.613	0.770	1.182	647.69	470.00	0.00	0	0.0000	7	14.5833	0	0	0	27	56.2500
scaffold_59	102627	67.97	1	51	0.50	1.499	0.795	1.429	556.34	375.00	0.02	0	0.0000	2	3.9216	0	0	0	23	45.0980
scaffold_60	101039	67.32	1	45	0.45	1.613	0.903	0.800	667.93	643.00	0.02	0	0.0000	4	8.8889	0	0	0	20	44.4444
scaffold_61	100732	68.48	1	45	0.45	1.691	1.119	0.731	609.39	498.00	0.04	0	0.0000	5	11.1111	0	0	0	21	46.6667
scaffold_62	99885	66.95	1	58	0.58	1.259	0.768	1.148	493.55	255.00	0.00	0	0.0000	5	8.6207	0	0	0	21	36.2069
scaffold_63	96081	67.82	1	38	0.40	1.833	1.086	0.900	716.19	455.00	0.00	0	0.0000	2	5.2632	0	0	0	19	50.0000
scaffold_64	94785	63.76	1	62	0.65	1.044	0.630	1.138	486.48	378.00	0.00	1	1.6129	3	4.8387	0	0	0	25	40.3226
scaffold_65	94766	66.05	1	44	0.46	1.594	0.829	1.200	561.32	336.50	0.00	0	0.0000	2	4.5455	0	0	0	18	40.9091
scaffold_66	94602	68.25	1	45	0.48	1.472	0.909	0.800	632.71	573.00	0.00	0	0.0000	4	8.8889	0	0	0	22	48.8889
scaffold_67	93184	63.79	1	48	0.52	1.341	0.780	1.000	599.81	428.00	0.00	0	0.0000	5	10.4167	0	0	0	22	45.8333
scaffold_68	92490	67.45	1	59	0.64	1.248	0.642	1.185	347.45	254.00	0.00	0	0.0000	2	3.3898	0	0	0	13	22.0339
scaffold_69	92065	67.28	1	46	0.50	1.336	1.024	1.556	688.25	489.00	0.02	0	0.0000	2	4.3478	0	0	0	19	41.3043
scaffold_70	89273	67.69	1	57	0.64	1.137	0.888	1.192	463.19	323.00	0.04	0	0.0000	4	7.0175	0	0	0	21	36.8421
scaffold_71	89065	67.00	1	44	0.49	1.301	0.810	0.467	761.10	754.00	0.02	0	0.0000	6	13.6364	0	0	0	19	43.1818
scaffold_72	88713	67.77	1	41	0.46	1.507	0.936	1.733	694.62	494.00	0.02	0	0.0000	1	2.4390	0	0	0	17	41.4634
scaffold_73	88443	65.24	1	37	0.42	1.620	1.197	1.467	817.91	561.00	0.03	0	0.0000	3	8.1081	0	0	0	14	37.8378
scaffold_74	86468	65.74	1	49	0.57	1.220	0.936	1.450	569.06	455.00	0.02	0	0.0000	3	6.1224	0	0	0	13	26.5306
scaffold_75	86345	70.86	1	30	0.35	2.190	1.655	1.500	661.30	553.00	0.00	0	0.0000	3	10.0000	0	0	0	17	56.6667
scaffold_76	86027	66.51	1	37	0.43	1.672	0.936	1.056	673.47	445.50	0.00	0	0.0000	1	2.7027	0	0	0	18	48.6486
scaffold_77	85350	65.84	1	47	0.55	1.271	0.933	0.880	564.71	448.00	0.02	0	0.0000	5	10.6383	0	0	0	26	55.3191
scaffold_78	84884	64.89	1	52	0.61	1.130	0.682	1.167	590.18	340.00	0.08	0	0.0000	2	3.8462	0	0	0	17	32.6923
scaffold_79	82775	67.85	1	43	0.52	1.375	0.819	1.150	511.59	251.00	0.07	0	0.0000	4	9.3023	0	0	0	19	44.1860
