ID	LENGTH	GC	COVERAGE	ORF_COUNT	ORF_PER_KB	ORF_MEAN	ORF_MEDIAN	ORF_PLUS_STRAND_RATIO	INTERGENIC_MEAN	INTERGENIC_MEDIAN	FRACTION_OVERLAPPING_ORFS	NCLDV_HITS	NCLDV_PERCENT	NCVOG_HITS	NCVOG_PERCENT	CAPSID	RIBOSOMAL	MT	PFAM_HITS	PFAM_PERCENT
scaffold_1	4429270	39.59	1	4734	1.07	0.516	0.312	1.026	444.43	276.00	0.04	3	0.0634	162	3.4221	0	1	0	1365	28.8340
scaffold_2	1838334	39.46	1	1874	1.02	0.549	0.324	0.989	465.98	287.00	0.05	1	0.0534	73	3.8954	0	1	0	533	28.4418
scaffold_3	1702824	39.46	1	1737	1.02	0.538	0.312	0.978	470.65	281.50	0.04	5	0.2879	64	3.6845	0	0	0	530	30.5124
scaffold_4	1600105	39.64	1	1602	1.00	0.544	0.321	0.947	488.79	304.00	0.05	0	0.0000	51	3.1835	0	1	0	454	28.3396
scaffold_5	1564682	38.06	1	1530	0.98	0.548	0.312	1.016	503.28	303.50	0.04	0	0.0000	50	3.2680	0	1	0	404	26.4052
scaffold_6	1484462	38.87	1	1588	1.07	0.515	0.306	0.985	447.58	289.00	0.04	4	0.2519	49	3.0856	0	0	0	425	26.7632
scaffold_7	1315424	39.28	1	1311	1.00	0.551	0.309	0.989	478.32	298.00	0.04	0	0.0000	38	2.8986	0	1	0	345	26.3158
scaffold_8	1275357	38.39	1	1277	1.00	0.565	0.330	0.843	463.76	277.50	0.05	3	0.2349	51	3.9937	0	0	0	373	29.2091
scaffold_9	1082576	38.97	1	1124	1.04	0.510	0.300	0.989	489.78	290.00	0.05	0	0.0000	29	2.5801	0	1	0	299	26.6014
scaffold_10	989604	39.26	1	1025	1.04	0.524	0.327	0.912	465.30	275.00	0.03	0	0.0000	33	3.2195	0	1	0	290	28.2927
scaffold_11	949216	38.51	1	808	0.85	0.563	0.351	0.928	643.95	435.00	0.04	0	0.0000	23	2.8465	0	1	0	237	29.3317
scaffold_12	776105	38.29	1	609	0.78	0.619	0.357	0.885	683.57	440.00	0.03	0	0.0000	26	4.2693	0	1	0	186	30.5419
scaffold_13	748538	39.24	1	785	1.05	0.518	0.303	0.933	468.51	315.00	0.05	1	0.1274	23	2.9299	0	0	0	232	29.5541
scaffold_14	728848	39.02	1	772	1.06	0.516	0.329	1.059	458.77	282.00	0.05	1	0.1295	31	4.0155	0	1	0	233	30.1813
scaffold_15	643431	38.81	1	640	0.99	0.529	0.329	0.788	518.62	303.00	0.06	0	0.0000	30	4.6875	0	1	0	155	24.2188
scaffold_16	562684	39.16	1	652	1.16	0.458	0.292	0.906	429.00	260.00	0.05	0	0.0000	21	3.2209	0	0	0	214	32.8221
scaffold_17	561733	37.91	1	567	1.01	0.540	0.327	0.835	479.44	284.00	0.05	0	0.0000	12	2.1164	0	0	0	149	26.2787
scaffold_18	539816	38.11	1	631	1.17	0.393	0.273	1.146	504.34	346.00	0.06	4	0.6339	11	1.7433	0	1	0	130	20.6022
scaffold_19	288381	38.37	1	235	0.81	0.675	0.354	0.794	598.96	366.50	0.06	0	0.0000	5	2.1277	0	1	0	59	25.1064
scaffold_20	273057	39.16	1	297	1.09	0.513	0.288	1.434	435.09	250.00	0.05	0	0.0000	7	2.3569	0	1	0	85	28.6195
scaffold_22	49649	30.10	1	32	0.64	0.921	0.480	0.455	650.50	388.50	0.06	0	0.0000	2	6.2500	0	0	0	3	9.3750
scaffold_23	38947	35.46	1	39	1.00	0.766	0.570	2.000	292.50	240.00	0.13	0	0.0000	3	7.6923	0	0	0	19	48.7179
scaffold_24	36868	34.71	1	25	0.68	0.576	0.462	2.571	912.00	610.00	0.00	0	0.0000	2	8.0000	0	0	0	4	16.0000
scaffold_26	28808	36.63	1	27	0.94	0.690	0.666	2.375	363.56	239.00	0.00	0	0.0000	1	3.7037	0	0	0	20	74.0741
scaffold_30	23292	35.61	1	23	0.99	0.853	0.735	6.667	187.95	99.00	0.13	0	0.0000	1	4.3478	0	0	0	21	91.3043
