ID	LENGTH	GC	COVERAGE	ORF_COUNT	ORF_PER_KB	ORF_MEAN	ORF_MEDIAN	ORF_PLUS_STRAND_RATIO	INTERGENIC_MEAN	INTERGENIC_MEDIAN	FRACTION_OVERLAPPING_ORFS	NCLDV_HITS	NCLDV_PERCENT	NCVOG_HITS	NCVOG_PERCENT	CAPSID	RIBOSOMAL	MT	PFAM_HITS	PFAM_PERCENT
Supercontig_1	2242449	47.29	1	2776	1.24	0.457	0.318	0.959	403.04	247.00	0.09	8	0.2882	89	3.2061	0	0	0	733	26.4049
Supercontig_2	2165103	47.47	1	2484	1.15	0.488	0.315	0.936	434.32	269.50	0.09	6	0.2415	95	3.8245	0	1	0	607	24.4364
Supercontig_3	1895877	46.92	1	2327	1.23	0.449	0.306	1.004	422.50	258.00	0.10	7	0.3008	63	2.7073	0	0	0	542	23.2918
Supercontig_4	1741622	46.98	1	2129	1.22	0.453	0.306	0.988	415.15	260.00	0.08	4	0.1879	49	2.3016	0	1	0	499	23.4382
Supercontig_5	1543596	47.03	1	1825	1.18	0.461	0.312	0.958	430.01	259.00	0.08	5	0.2740	48	2.6301	0	0	0	507	27.7808
Supercontig_6	1496661	47.59	1	1888	1.26	0.443	0.315	0.967	396.04	257.00	0.08	1	0.0530	52	2.7542	0	0	0	504	26.6949
Supercontig_7	1465700	47.12	1	1675	1.14	0.465	0.330	0.893	462.44	296.50	0.08	0	0.0000	42	2.5075	0	1	0	378	22.5672
Supercontig_8	1427627	47.41	1	1635	1.15	0.519	0.336	0.951	411.70	258.00	0.10	3	0.1835	48	2.9358	0	1	0	397	24.2813
Supercontig_9	1037365	46.79	1	1208	1.16	0.493	0.300	1.007	411.01	247.00	0.08	2	0.1656	26	2.1523	0	1	0	266	22.0199
Supercontig_10	1011657	47.41	1	1154	1.14	0.494	0.324	1.021	433.51	255.50	0.09	0	0.0000	31	2.6863	0	0	0	293	25.3899
Supercontig_11	1008920	47.09	1	1119	1.11	0.507	0.321	1.103	440.20	260.00	0.08	0	0.0000	31	2.7703	0	0	0	259	23.1457
Supercontig_12	964001	47.51	1	1062	1.10	0.495	0.315	1.015	461.61	286.00	0.08	4	0.3766	25	2.3540	0	1	0	233	21.9397
