ID	LENGTH	GC	COVERAGE	ORF_COUNT	ORF_PER_KB	ORF_MEAN	ORF_MEDIAN	ORF_PLUS_STRAND_RATIO	INTERGENIC_MEAN	INTERGENIC_MEDIAN	FRACTION_OVERLAPPING_ORFS	NCLDV_HITS	NCLDV_PERCENT	NCVOG_HITS	NCVOG_PERCENT	CAPSID	RIBOSOMAL	MT	PFAM_HITS	PFAM_PERCENT
Supercontig_1	3145054	59.65	1	2923	0.93	0.734	0.546	0.998	391.80	255.00	0.08	5	0.1711	88	3.0106	0	1	0	884	30.2429
Supercontig_2	2429509	59.52	1	2108	0.87	0.827	0.579	0.922	370.89	243.00	0.08	5	0.2372	66	3.1309	0	0	0	659	31.2619
Supercontig_3	2138473	60.99	1	1991	0.93	0.749	0.546	0.991	370.54	231.00	0.08	1	0.0502	63	3.1642	0	0	0	655	32.8980
Supercontig_4	2002803	60.65	1	1890	0.94	0.699	0.528	1.000	410.53	270.00	0.08	4	0.2116	49	2.5926	0	0	0	561	29.6825
Supercontig_5	1760998	61.45	1	1644	0.93	0.705	0.555	0.939	421.05	284.00	0.09	0	0.0000	61	3.7105	0	0	0	505	30.7178
Supercontig_6	1795349	58.54	1	1544	0.86	0.807	0.567	0.935	408.48	278.50	0.09	2	0.1295	57	3.6917	0	0	0	509	32.9663
Supercontig_7	1873988	55.89	1	2216	1.18	0.631	0.456	0.965	261.28	169.50	0.10	1	0.0451	54	2.4368	0	0	0	499	22.5181
Supercontig_8	1689129	58.00	1	1848	1.09	0.675	0.477	1.004	286.02	193.00	0.09	1	0.0541	49	2.6515	0	0	0	440	23.8095
Supercontig_9	1662295	54.86	1	2213	1.33	0.580	0.414	1.034	224.99	146.00	0.13	1	0.0452	37	1.6719	0	0	0	396	17.8943
Supercontig_10	1405087	59.87	1	1844	1.31	0.594	0.429	0.937	210.07	124.50	0.10	4	0.2169	41	2.2234	0	0	0	371	20.1193
Supercontig_11	1443277	56.81	1	1522	1.05	0.713	0.478	1.003	291.90	189.00	0.11	6	0.3942	52	3.4166	0	0	0	385	25.2957
Supercontig_12	1357210	60.29	1	1352	1.00	0.716	0.467	1.036	337.58	205.50	0.09	0	0.0000	48	3.5503	0	0	0	341	25.2219
Supercontig_13	1334280	60.76	1	1243	0.93	0.728	0.570	1.240	391.17	264.00	0.08	3	0.2414	50	4.0225	0	0	0	392	31.5366
Supercontig_14	1321136	60.52	1	1156	0.88	0.790	0.573	1.109	398.64	259.00	0.08	1	0.0865	46	3.9792	0	0	0	342	29.5848
Supercontig_15	1250462	60.54	1	1541	1.23	0.638	0.420	1.082	221.28	140.00	0.11	3	0.1947	34	2.2064	0	1	0	303	19.6626
Supercontig_16	1179899	57.43	1	1365	1.16	0.638	0.447	1.139	266.89	165.50	0.09	4	0.2930	38	2.7839	0	0	0	351	25.7143
