ID	LENGTH	GC	COVERAGE	ORF_COUNT	ORF_PER_KB	ORF_MEAN	ORF_MEDIAN	ORF_PLUS_STRAND_RATIO	INTERGENIC_MEAN	INTERGENIC_MEDIAN	FRACTION_OVERLAPPING_ORFS	NCLDV_HITS	NCLDV_PERCENT	NCVOG_HITS	NCVOG_PERCENT	CAPSID	RIBOSOMAL	MT	PFAM_HITS	PFAM_PERCENT
scaffold_1	2625575	21.06	1	1735	0.66	0.633	0.267	1.083	907.81	515.00	0.02	1	0.0576	66	3.8040	0	1	0	469	27.0317
scaffold_2	1961624	20.57	1	1291	0.66	0.647	0.252	1.123	900.52	473.00	0.02	0	0.0000	47	3.6406	0	0	0	326	25.2517
scaffold_3	1653768	21.43	1	1103	0.67	0.635	0.276	0.942	890.98	488.00	0.02	1	0.0907	41	3.7171	0	0	0	272	24.6600
scaffold_4	1484024	20.51	1	1071	0.72	0.549	0.246	1.017	858.95	467.00	0.02	1	0.0934	33	3.0812	0	0	0	257	23.9963
scaffold_5	1372137	20.10	1	849	0.62	0.683	0.267	1.183	966.10	447.00	0.03	0	0.0000	52	6.1249	0	0	0	216	25.4417
scaffold_6	1314210	20.29	1	855	0.65	0.591	0.264	0.839	967.17	523.50	0.02	0	0.0000	44	5.1462	0	1	0	245	28.6550
scaffold_7	1247293	21.19	1	887	0.71	0.562	0.255	1.063	875.25	474.50	0.02	0	0.0000	33	3.7204	0	1	0	262	29.5378
scaffold_8	1236215	20.12	1	949	0.77	0.536	0.243	1.167	782.66	437.50	0.01	1	0.1054	24	2.5290	0	0	0	205	21.6017
scaffold_9	1205781	19.26	1	1016	0.84	0.438	0.219	1.044	767.68	407.50	0.02	8	0.7874	29	2.8543	0	1	0	206	20.2756
scaffold_10	1203965	19.86	1	953	0.79	0.507	0.243	0.973	770.45	416.00	0.02	0	0.0000	29	3.0430	0	0	0	259	27.1773
scaffold_11	1075363	21.34	1	704	0.65	0.648	0.273	0.877	910.57	446.50	0.03	0	0.0000	16	2.2727	0	0	0	165	23.4375
