ID	LENGTH	GC	COVERAGE	ORF_COUNT	ORF_PER_KB	ORF_MEAN	ORF_MEDIAN	ORF_PLUS_STRAND_RATIO	INTERGENIC_MEAN	INTERGENIC_MEDIAN	FRACTION_OVERLAPPING_ORFS	NCLDV_HITS	NCVOG_HITS	CAPSID	RIBOSOMAL	MT
scaffold_1	2971897	48.58	1	3564	1.20	0.504	0.309	1.040	227.00	227.00	0.10	2	35	0	0	0
scaffold_2	1759703	48.57	1	2126	1.21	0.504	0.318	1.011	231.00	231.00	0.12	1	24	0	0	0
scaffold_3	1732285	48.36	1	2127	1.23	0.524	0.354	0.973	215.50	215.50	0.12	1	20	0	1	0
scaffold_4	1458904	47.74	1	1800	1.23	0.524	0.342	1.032	195.00	195.00	0.12	1	19	0	0	0
scaffold_5	1444034	48.41	1	1670	1.16	0.521	0.306	1.098	245.00	245.00	0.11	2	13	0	1	0
scaffold_6	1280568	48.43	1	1496	1.17	0.515	0.318	1.047	244.00	244.00	0.11	2	11	0	1	0
scaffold_7	1059799	48.42	1	1329	1.25	0.480	0.309	0.848	228.00	228.00	0.11	0	22	0	0	0
scaffold_8	1002661	48.56	1	1220	1.22	0.502	0.321	0.906	203.00	203.00	0.10	1	16	0	1	0
scaffold_9	926056	48.56	1	1090	1.18	0.500	0.318	0.950	236.00	236.00	0.10	1	22	0	1	0
scaffold_10	908259	48.48	1	1056	1.16	0.526	0.314	0.981	240.00	240.00	0.10	2	12	0	0	0
scaffold_11	900308	48.73	1	1062	1.18	0.492	0.303	1.058	266.00	266.00	0.11	0	11	0	0	0
scaffold_12	855893	48.63	1	1029	1.20	0.482	0.300	0.983	258.50	258.50	0.12	0	16	0	0	0
scaffold_13	855195	48.81	1	1004	1.17	0.540	0.329	1.114	212.00	212.00	0.11	1	14	0	0	0
scaffold_14	771028	48.65	1	907	1.18	0.541	0.324	0.998	205.50	205.50	0.10	0	8	0	1	0
scaffold_15	742860	48.39	1	822	1.11	0.563	0.330	0.976	206.50	206.50	0.09	1	12	0	0	0
scaffold_16	718570	48.38	1	806	1.12	0.540	0.312	1.061	242.00	242.00	0.11	2	23	0	0	0
scaffold_17	713194	47.94	1	816	1.14	0.566	0.333	0.885	208.00	208.00	0.12	1	15	0	1	0
scaffold_18	579458	47.68	1	579	1.00	0.602	0.390	0.969	252.00	252.00	0.10	1	13	0	0	0
scaffold_19	537748	48.44	1	596	1.11	0.540	0.329	1.014	229.00	229.00	0.09	0	15	0	0	0
scaffold_20	495745	48.92	1	614	1.24	0.503	0.315	0.974	200.00	200.00	0.12	1	7	0	0	0
scaffold_21	485376	49.03	1	588	1.21	0.505	0.315	1.014	237.00	237.00	0.12	0	13	0	0	0
scaffold_22	445938	48.97	1	523	1.17	0.520	0.333	1.207	233.00	233.00	0.10	1	9	0	0	0
scaffold_23	434575	47.63	1	426	0.98	0.608	0.366	0.805	311.00	311.00	0.11	1	9	0	0	0
scaffold_24	426680	48.56	1	519	1.22	0.508	0.324	0.922	218.00	218.00	0.12	0	9	0	0	0
