ID	LENGTH	GC	COVERAGE	ORF_COUNT	ORF_PER_KB	ORF_MEAN	ORF_MEDIAN	ORF_PLUS_STRAND_RATIO	INTERGENIC_MEAN	INTERGENIC_MEDIAN	FRACTION_OVERLAPPING_ORFS	NCLDV_HITS	NCVOG_HITS	CAPSID	RIBOSOMAL	MT
c_7180000048650	2438	14.19	1	4	1.64	0.262	0.230	1.000	461.00	461.00	0.25	0	0	0	0	0
c_7180000048652	9790	18.44	1	12	1.23	0.309	0.209	1.400	298.00	298.00	0.08	0	0	0	0	0
c_7180000048655	2481	14.19	1	2	0.81	0.251	0.251	1.000	471.50	471.50	0.00	0	0	0	0	0
c_7180000048656	4406	14.09	1	5	1.13	0.250	0.231	NA	337.00	337.00	0.20	0	0	0	0	0
c_7180000048662	4645	15.93	1	3	0.65	0.995	0.768	NA	16.00	16.00	0.00	0	0	0	0	0
c_7180000048663	7941	17.78	1	2	0.25	2.772	2.772	NA	866.50	866.50	0.00	0	0	0	0	0
c_7180000048665	7177	30.68	1	2	0.28	3.105	3.105	NA	484.00	484.00	0.00	0	0	0	0	0
c_7180000048672	4497	18.46	1	2	0.44	1.735	1.735	NA	1.00	1.00	0.50	0	0	0	0	0
c_7180000048673	2643	16.31	1	1	0.38	1.149	1.149	NA	1413.00	1413.00	0.00	0	0	0	0	0
c_7180000048675	2546	11.74	1	1	0.39	0.348	0.348	NA	1.00	1.00	0.00	0	0	0	0	0
c_7180000048678	2488	9.45	1	4	1.61	0.192	0.195	1.000	114.00	114.00	0.00	0	0	0	0	0
c_7180000048680	6538	11.91	1	3	0.46	0.552	0.576	NA	1136.00	1136.00	0.00	0	0	0	0	0
c_7180000048684	2507	11.57	1	2	0.80	0.436	0.436	NA	817.50	817.50	0.00	0	0	0	0	0
c_7180000048688	2573	8.08	1	0	0	0	0	1	0	0	0	0	0	0	0	0
c_7180000048689	1463	8.34	1	1	0.68	0.171	0.171	NA	827.00	827.00	0.00	0	0	0	0	0
c_7180000048693	3499	18.92	1	4	1.14	0.328	0.298	0.333	224.00	224.00	0.00	0	0	0	0	0
c_7180000048694	3175	20.06	1	2	0.63	0.866	0.866	NA	723.50	723.50	0.00	0	0	0	0	0
c_7180000048696	7142	16.98	1	2	0.28	1.603	1.603	1.000	1635.50	1635.50	0.00	0	0	0	0	0
c_7180000048698	2667	14.25	1	1	0.37	0.759	0.759	NA	2.00	2.00	0.00	0	0	0	0	0
c_7180000048699	1910	13.51	1	1	0.52	0.150	0.150	NA	2.00	2.00	0.00	0	0	0	0	0
c_7180000048702	2704	8.65	1	1	0.37	0.126	0.126	NA	3.00	3.00	0.00	0	0	0	0	0
c_7180000048703	3088	18.46	1	1	0.32	1.458	1.458	NA	149.00	149.00	0.00	0	0	0	0	0
c_7180000048704	2701	20.55	1	2	0.74	0.792	0.792	NA	560.00	560.00	0.00	0	0	0	0	0
c_7180000048715	2267	9.79	1	2	0.88	0.126	0.126	1.000	124.50	124.50	0.00	0	0	0	0	0
c_7180000048716	2525	10.26	1	2	0.79	0.212	0.212	NA	402.50	402.50	0.00	0	0	0	0	0
c_7180000048717	3174	13.52	1	4	1.26	0.274	0.197	3.000	405.00	405.00	0.00	0	0	0	0	0
c_7180000048719	4219	9.55	1	3	0.71	0.153	0.135	0.500	76.00	76.00	0.00	0	0	0	0	0
c_7180000048720	3668	23.80	1	7	1.91	0.387	0.312	NA	187.00	187.00	0.57	0	0	0	0	0
c_7180000048727	4689	8.49	1	3	0.64	0.115	0.111	NA	827.00	827.00	0.00	0	0	0	0	0
c_7180000048740	3001	11.20	1	0	0	0	0	1	0	0	0	0	0	0	0	0
c_7180000048741	6714	18.39	1	9	1.34	0.284	0.225	1.250	619.00	619.00	0.11	0	0	0	0	0
c_7180000048742	2538	18.12	1	5	1.97	0.248	0.255	0.250	173.50	173.50	0.20	0	0	0	0	0
c_7180000048743	4799	28.44	1	4	0.83	0.887	0.730	1.000	162.00	162.00	0.25	0	0	0	0	0
c_7180000048746	4071	18.94	1	6	1.47	0.381	0.304	0.200	170.00	170.00	0.17	0	0	0	0	0
c_7180000048747	3691	7.91	1	2	0.54	0.177	0.177	1.000	1213.50	1213.50	0.00	0	0	0	0	0
c_7180000048750	2218	17.00	1	2	0.90	0.269	0.269	NA	842.00	842.00	0.00	0	0	0	0	0
c_7180000048751	2032	14.12	1	2	0.98	0.230	0.230	NA	787.00	787.00	0.00	0	0	0	0	0
c_7180000048752	2861	14.75	1	6	2.10	0.262	0.225	NA	287.00	287.00	0.17	0	0	0	0	0
c_7180000048755	2479	9.04	1	1	0.40	0.390	0.390	NA	1800.00	1800.00	0.00	0	0	0	0	0
