ID	LENGTH	GC	COVERAGE	ORF_COUNT	ORF_PER_KB	ORF_MEAN	ORF_MEDIAN	ORF_PLUS_STRAND_RATIO	INTERGENIC_MEAN	INTERGENIC_MEDIAN	FRACTION_OVERLAPPING_ORFS	NCLDV_HITS	NCLDV_PERCENT	NCVOG_HITS	NCVOG_PERCENT	CAPSID	RIBOSOMAL	MT	PFAM_HITS	PFAM_PERCENT
scaffold_1	1572201	52.47	1	2076	1.32	0.457	0.348	0.942	348.09	209.00	0.09	2	0.0963	36	1.7341	0	0	0	323	15.5588
scaffold_2	1492162	52.55	1	1919	1.29	0.481	0.351	1.079	343.97	212.00	0.09	0	0.0000	49	2.5534	0	0	0	339	17.6655
scaffold_3	1043345	52.99	1	1444	1.38	0.436	0.345	0.923	338.48	211.00	0.09	3	0.2078	12	0.8310	0	0	0	238	16.4820
scaffold_4	995747	52.15	1	1270	1.28	0.451	0.341	1.052	382.01	228.00	0.09	0	0.0000	29	2.2835	0	0	0	248	19.5276
scaffold_5	929298	52.64	1	1206	1.30	0.461	0.339	1.055	359.49	211.00	0.10	0	0.0000	15	1.2438	0	0	0	182	15.0912
scaffold_6	924590	52.66	1	1262	1.36	0.434	0.336	0.790	344.49	211.00	0.09	3	0.2377	21	1.6640	0	0	0	223	17.6704
scaffold_7	911047	52.02	1	1190	1.31	0.450	0.346	0.954	370.93	229.00	0.10	7	0.5882	31	2.6050	0	0	0	209	17.5630
scaffold_8	855539	52.74	1	1151	1.35	0.449	0.348	0.909	346.43	211.00	0.10	0	0.0000	14	1.2163	0	0	0	159	13.8141
scaffold_9	808289	51.43	1	1043	1.29	0.461	0.348	0.939	369.36	238.00	0.10	5	0.4794	18	1.7258	0	0	0	202	19.3672
scaffold_10	758273	52.75	1	988	1.30	0.455	0.348	0.922	367.64	214.00	0.10	0	0.0000	12	1.2146	0	0	0	139	14.0688
scaffold_11	625054	52.43	1	828	1.32	0.441	0.336	1.044	369.10	212.00	0.10	11	1.3285	18	2.1739	0	0	0	109	13.1643
scaffold_12	600893	52.37	1	759	1.26	0.454	0.348	0.874	393.30	236.00	0.08	0	0.0000	13	1.7128	0	0	0	97	12.7800
scaffold_13	597307	52.09	1	793	1.33	0.461	0.336	1.028	339.49	201.00	0.09	1	0.1261	16	2.0177	0	0	0	150	18.9155
scaffold_14	580474	51.87	1	821	1.41	0.421	0.327	0.993	336.23	208.00	0.10	1	0.1218	9	1.0962	0	1	0	127	15.4689
scaffold_15	559505	53.13	1	737	1.32	0.459	0.324	0.811	348.34	193.00	0.09	1	0.1357	9	1.2212	0	0	0	111	15.0611
scaffold_16	514928	52.59	1	697	1.35	0.458	0.336	0.874	325.86	208.00	0.09	0	0.0000	10	1.4347	0	0	0	106	15.2080
scaffold_17	510888	49.40	1	624	1.22	0.475	0.333	0.920	390.95	255.50	0.08	0	0.0000	16	2.5641	0	0	0	78	12.5000
scaffold_18	497606	52.00	1	651	1.31	0.414	0.339	0.967	414.87	260.50	0.09	0	0.0000	12	1.8433	0	0	0	107	16.4363
scaffold_19	490596	52.03	1	633	1.29	0.427	0.312	1.146	411.16	270.00	0.09	0	0.0000	4	0.6319	0	0	0	74	11.6904
scaffold_20	475397	51.57	1	605	1.27	0.477	0.366	0.945	360.62	202.00	0.10	4	0.6612	12	1.9835	0	0	0	79	13.0579
