ID	LENGTH	GC	COVERAGE	ORF_COUNT	ORF_PER_KB	ORF_MEAN	ORF_MEDIAN	ORF_PLUS_STRAND_RATIO	INTERGENIC_MEAN	INTERGENIC_MEDIAN	FRACTION_OVERLAPPING_ORFS	NCLDV_HITS	NCLDV_PERCENT	NCVOG_HITS	NCVOG_PERCENT	CAPSID	RIBOSOMAL	MT	PFAM_HITS	PFAM_PERCENT
scaffold_1	1498356	47.56	1	1816	1.21	0.467	0.321	0.870	413.53	254.00	0.09	3	0.1652	40	2.2026	0	1	0	393	21.6410
scaffold_2	926711	47.66	1	1148	1.24	0.435	0.303	0.969	424.21	266.50	0.09	0	0.0000	22	1.9164	0	1	0	234	20.3833
scaffold_3	837426	47.64	1	1025	1.22	0.444	0.309	0.986	414.14	238.50	0.08	0	0.0000	23	2.2439	0	0	0	157	15.3171
scaffold_4	816290	47.73	1	1047	1.28	0.435	0.315	0.928	399.68	263.00	0.09	0	0.0000	13	1.2416	0	1	0	195	18.6246
scaffold_5	816180	47.81	1	999	1.22	0.448	0.306	1.022	418.41	258.00	0.08	0	0.0000	25	2.5025	0	1	0	193	19.3193
scaffold_6	806309	47.49	1	934	1.16	0.487	0.320	0.891	426.00	274.50	0.08	0	0.0000	14	1.4989	0	1	0	175	18.7366
scaffold_7	790671	47.57	1	922	1.17	0.495	0.335	0.833	418.64	245.00	0.10	0	0.0000	22	2.3861	0	0	0	200	21.6920
scaffold_8	761087	48.28	1	919	1.21	0.453	0.309	1.122	426.55	282.50	0.09	0	0.0000	20	2.1763	0	1	0	177	19.2601
scaffold_9	757002	48.17	1	880	1.16	0.482	0.320	0.913	436.49	239.00	0.10	0	0.0000	19	2.1591	0	1	0	166	18.8636
scaffold_10	728450	47.24	1	873	1.20	0.461	0.309	0.953	433.34	262.00	0.11	0	0.0000	6	0.6873	0	0	0	165	18.9003
scaffold_11	727141	48.29	1	812	1.12	0.508	0.321	0.995	430.27	277.00	0.06	0	0.0000	15	1.8473	0	0	0	171	21.0591
scaffold_12	709119	47.91	1	876	1.24	0.468	0.326	1.005	398.81	243.50	0.10	0	0.0000	14	1.5982	0	1	0	179	20.4338
scaffold_13	706508	47.83	1	830	1.17	0.467	0.307	0.886	444.93	246.00	0.11	0	0.0000	18	2.1687	0	1	0	157	18.9157
scaffold_14	672885	47.55	1	780	1.16	0.507	0.351	0.857	414.37	246.50	0.10	0	0.0000	19	2.4359	0	0	0	152	19.4872
scaffold_15	670419	48.37	1	764	1.14	0.483	0.303	0.891	436.86	299.00	0.07	1	0.1309	11	1.4398	0	1	0	157	20.5497
scaffold_16	648134	47.76	1	781	1.20	0.485	0.318	0.972	403.06	222.00	0.10	0	0.0000	24	3.0730	0	1	0	169	21.6389
scaffold_17	628760	48.46	1	756	1.20	0.474	0.306	0.904	411.21	258.00	0.10	0	0.0000	26	3.4392	0	1	0	143	18.9153
scaffold_18	608230	47.61	1	693	1.14	0.499	0.312	0.930	427.34	248.00	0.08	4	0.5772	22	3.1746	0	0	0	125	18.0375
scaffold_19	586950	48.55	1	680	1.16	0.487	0.324	0.937	431.58	254.50	0.09	4	0.5882	26	3.8235	0	1	0	157	23.0882
scaffold_20	586900	47.94	1	687	1.17	0.479	0.318	0.842	426.10	244.50	0.09	0	0.0000	19	2.7656	0	0	0	132	19.2140
scaffold_21	565871	48.25	1	689	1.22	0.457	0.309	0.919	415.28	236.00	0.09	0	0.0000	18	2.6125	0	0	0	143	20.7547
scaffold_22	543559	48.09	1	639	1.18	0.478	0.330	0.879	427.44	270.00	0.08	0	0.0000	12	1.8779	0	1	0	120	18.7793
scaffold_23	530898	47.96	1	640	1.21	0.465	0.306	0.850	415.42	234.00	0.09	0	0.0000	7	1.0938	0	1	0	111	17.3438
scaffold_24	524829	47.69	1	606	1.15	0.474	0.323	0.974	452.28	260.00	0.10	0	0.0000	14	2.3102	0	1	0	125	20.6271
scaffold_25	501633	47.92	1	554	1.10	0.518	0.310	0.884	447.86	250.00	0.10	2	0.3610	20	3.6101	0	0	0	119	21.4801
scaffold_26	489265	47.44	1	597	1.22	0.466	0.309	0.766	402.20	230.00	0.09	0	0.0000	8	1.3400	0	0	0	134	22.4456
scaffold_27	485384	48.06	1	633	1.30	0.432	0.288	0.890	395.51	246.00	0.11	1	0.1580	14	2.2117	0	0	0	117	18.4834
scaffold_28	469616	47.24	1	538	1.15	0.495	0.335	0.862	431.87	268.50	0.11	0	0.0000	13	2.4164	0	0	0	129	23.9777
scaffold_29	467968	47.21	1	510	1.09	0.528	0.354	0.947	445.25	258.00	0.10	0	0.0000	14	2.7451	0	0	0	94	18.4314
scaffold_30	462052	47.68	1	528	1.14	0.509	0.335	1.079	417.36	262.00	0.08	0	0.0000	24	4.5455	0	1	0	101	19.1288
scaffold_31	440847	48.18	1	490	1.11	0.499	0.318	1.121	441.25	261.50	0.06	0	0.0000	15	3.0612	0	1	0	109	22.2449
scaffold_32	437697	48.25	1	516	1.18	0.477	0.324	1.048	411.91	250.50	0.07	0	0.0000	8	1.5504	0	0	0	111	21.5116
scaffold_33	432138	48.42	1	501	1.16	0.484	0.324	0.828	422.53	255.00	0.08	0	0.0000	11	2.1956	0	0	0	96	19.1617
scaffold_34	431238	48.26	1	504	1.17	0.489	0.336	0.931	416.44	211.50	0.09	0	0.0000	17	3.3730	0	1	0	91	18.0556
scaffold_35	424128	47.67	1	540	1.27	0.435	0.306	1.109	394.07	245.00	0.09	0	0.0000	14	2.5926	0	0	0	104	19.2593
scaffold_36	419685	48.13	1	490	1.17	0.485	0.324	0.877	413.36	244.00	0.07	0	0.0000	11	2.2449	0	1	0	94	19.1837
scaffold_37	415391	48.23	1	456	1.10	0.527	0.318	0.991	425.67	254.50	0.07	0	0.0000	7	1.5351	0	0	0	90	19.7368
scaffold_38	411233	47.93	1	516	1.25	0.440	0.301	1.186	400.90	248.00	0.07	0	0.0000	17	3.2946	0	0	0	81	15.6977
scaffold_39	404166	47.96	1	464	1.15	0.473	0.327	0.983	457.62	285.00	0.09	4	0.8621	19	4.0948	0	0	0	77	16.5948
scaffold_40	403500	47.64	1	437	1.08	0.526	0.324	1.253	458.49	298.00	0.11	0	0.0000	8	1.8307	0	0	0	100	22.8833
scaffold_41	395518	47.79	1	487	1.23	0.458	0.312	0.980	410.15	248.00	0.08	1	0.2053	10	2.0534	0	1	0	78	16.0164
scaffold_42	394289	48.19	1	455	1.15	0.494	0.318	1.013	421.74	242.00	0.08	0	0.0000	24	5.2747	0	1	0	101	22.1978
scaffold_43	392434	47.75	1	478	1.22	0.490	0.330	0.889	399.48	218.00	0.12	0	0.0000	15	3.1381	0	1	0	84	17.5732
scaffold_44	389986	47.78	1	460	1.18	0.480	0.332	0.941	426.14	250.00	0.10	0	0.0000	21	4.5652	0	0	0	80	17.3913
scaffold_45	389241	48.24	1	454	1.17	0.481	0.329	0.868	436.74	248.00	0.11	0	0.0000	27	5.9471	0	1	0	82	18.0617
scaffold_46	382117	48.44	1	435	1.14	0.504	0.321	0.933	430.62	259.00	0.09	0	0.0000	4	0.9195	0	1	0	84	19.3103
scaffold_47	380597	48.44	1	413	1.09	0.521	0.315	1.075	445.95	309.00	0.07	0	0.0000	4	0.9685	0	1	0	76	18.4019
scaffold_48	378480	48.77	1	443	1.17	0.492	0.321	1.060	419.01	221.00	0.10	0	0.0000	19	4.2889	0	0	0	80	18.0587
scaffold_49	376153	47.93	1	428	1.14	0.488	0.336	0.902	455.13	261.00	0.11	0	0.0000	12	2.8037	0	1	0	79	18.4579
scaffold_50	370946	48.18	1	445	1.20	0.491	0.330	0.705	392.85	239.00	0.08	0	0.0000	13	2.9213	0	0	0	100	22.4719
scaffold_51	368545	47.31	1	449	1.22	0.463	0.351	0.840	408.10	237.00	0.08	0	0.0000	9	2.0045	0	0	0	85	18.9310
scaffold_52	367991	47.86	1	467	1.27	0.415	0.291	1.132	416.74	246.00	0.07	0	0.0000	8	1.7131	0	0	0	78	16.7024
scaffold_53	365283	47.71	1	406	1.11	0.515	0.312	0.897	454.85	271.00	0.11	0	0.0000	7	1.7241	0	1	0	56	13.7931
scaffold_54	362615	48.19	1	361	1.00	0.567	0.327	1.111	477.23	310.00	0.06	4	1.1080	11	3.0471	0	1	0	80	22.1607
scaffold_55	360292	47.40	1	407	1.13	0.486	0.315	0.966	442.32	257.00	0.08	0	0.0000	16	3.9312	0	1	0	81	19.9017
scaffold_56	350034	49.00	1	446	1.27	0.446	0.315	1.084	385.51	219.00	0.09	6	1.3453	14	3.1390	0	0	0	95	21.3004
scaffold_57	346193	47.65	1	418	1.21	0.471	0.324	1.247	397.51	228.00	0.06	0	0.0000	11	2.6316	0	1	0	91	21.7703
scaffold_58	344328	47.82	1	439	1.27	0.419	0.309	0.845	412.26	268.50	0.08	0	0.0000	9	2.0501	0	1	0	91	20.7289
scaffold_59	342491	48.12	1	439	1.28	0.440	0.297	1.005	389.19	245.00	0.10	0	0.0000	12	2.7335	0	0	0	74	16.8565
scaffold_60	340915	48.22	1	384	1.13	0.531	0.324	1.087	400.65	250.50	0.08	0	0.0000	9	2.3438	0	0	0	81	21.0938
scaffold_61	334568	46.54	1	356	1.06	0.523	0.303	0.671	464.41	313.00	0.08	0	0.0000	13	3.6517	0	1	0	50	14.0449
scaffold_62	333819	48.22	1	399	1.20	0.479	0.324	0.822	415.23	274.00	0.10	0	0.0000	11	2.7569	0	1	0	75	18.7970
scaffold_63	332721	47.13	1	375	1.13	0.537	0.309	1.143	400.10	220.00	0.09	0	0.0000	20	5.3333	0	0	0	51	13.6000
scaffold_64	331543	48.42	1	350	1.06	0.592	0.348	0.852	401.83	272.50	0.08	0	0.0000	9	2.5714	0	0	0	57	16.2857
scaffold_65	327863	47.06	1	415	1.27	0.421	0.318	0.904	423.10	281.00	0.09	0	0.0000	9	2.1687	0	1	0	65	15.6627
scaffold_66	314143	48.01	1	350	1.11	0.538	0.345	0.913	418.85	239.00	0.11	0	0.0000	9	2.5714	0	0	0	57	16.2857
scaffold_67	311644	48.35	1	364	1.17	0.456	0.315	1.180	456.69	245.00	0.09	0	0.0000	17	4.6703	0	0	0	110	30.2198
scaffold_68	309087	48.37	1	358	1.16	0.460	0.288	1.144	436.37	254.00	0.06	0	0.0000	7	1.9553	0	1	0	58	16.2011
scaffold_69	307294	49.08	1	353	1.15	0.494	0.330	0.748	439.51	293.00	0.10	0	0.0000	14	3.9660	0	1	0	80	22.6629
scaffold_70	306028	47.76	1	357	1.17	0.465	0.318	1.303	436.21	287.00	0.06	0	0.0000	6	1.6807	0	0	0	74	20.7283
scaffold_71	303532	48.05	1	371	1.22	0.454	0.297	0.903	413.19	241.00	0.09	2	0.5391	11	2.9650	0	0	0	71	19.1375
scaffold_72	303410	47.91	1	355	1.17	0.508	0.330	1.076	382.14	207.00	0.07	0	0.0000	10	2.8169	0	1	0	75	21.1268
scaffold_73	303190	48.13	1	323	1.07	0.525	0.342	0.982	450.41	281.00	0.07	0	0.0000	10	3.0960	0	1	0	65	20.1238
scaffold_74	302246	47.56	1	368	1.22	0.481	0.309	0.720	398.66	235.00	0.11	4	1.0870	12	3.2609	0	0	0	68	18.4783
scaffold_75	300412	48.55	1	353	1.18	0.534	0.354	0.868	371.39	227.00	0.09	0	0.0000	16	4.5326	0	0	0	59	16.7139
scaffold_76	298370	48.83	1	367	1.23	0.507	0.348	1.252	350.36	219.50	0.09	0	0.0000	7	1.9074	0	1	0	68	18.5286
scaffold_77	293588	45.89	1	298	1.02	0.637	0.373	1.027	404.03	246.00	0.10	0	0.0000	8	2.6846	0	0	0	65	21.8121
scaffold_78	288454	48.35	1	350	1.21	0.455	0.297	0.795	409.89	234.50	0.07	0	0.0000	12	3.4286	0	1	0	53	15.1429
scaffold_79	283244	48.45	1	322	1.14	0.529	0.301	0.809	401.08	264.00	0.10	0	0.0000	17	5.2795	0	0	0	65	20.1863
scaffold_80	278468	47.63	1	324	1.16	0.468	0.318	0.820	445.68	221.00	0.10	0	0.0000	9	2.7778	0	1	0	48	14.8148
scaffold_81	266488	47.43	1	332	1.25	0.429	0.297	0.804	451.45	273.00	0.13	0	0.0000	13	3.9157	0	0	0	61	18.3735
scaffold_82	258767	49.14	1	318	1.23	0.463	0.292	1.163	391.94	206.00	0.07	0	0.0000	11	3.4591	0	1	0	78	24.5283
scaffold_83	254368	48.81	1	302	1.19	0.459	0.309	1.142	429.28	277.00	0.08	0	0.0000	4	1.3245	0	0	0	56	18.5430
scaffold_84	251649	49.39	1	294	1.17	0.552	0.381	0.760	357.90	249.00	0.10	0	0.0000	5	1.7007	0	0	0	62	21.0884
