ID	LENGTH	GC	COVERAGE	ORF_COUNT	ORF_PER_KB	ORF_MEAN	ORF_MEDIAN	ORF_PLUS_STRAND_RATIO	INTERGENIC_MEAN	INTERGENIC_MEDIAN	FRACTION_OVERLAPPING_ORFS	NCLDV_HITS	NCVOG_HITS	CAPSID	RIBOSOMAL	MT
scaffold_1	835036	13.06	1	497	0.60	1.041	0.465	0.868	312.00	312.00	0.04	0	30	0	0	0
scaffold_2	639678	13.08	1	419	0.66	0.876	0.390	1.005	325.00	325.00	0.04	0	27	0	0	0
scaffold_3	638360	19.04	1	327	0.51	1.223	0.639	0.749	403.50	403.50	0.06	0	28	0	0	0
scaffold_4	619201	13.05	1	362	0.58	1.031	0.483	1.155	345.00	345.00	0.04	1	13	0	0	0
scaffold_5	590099	13.53	1	359	0.61	0.975	0.495	0.851	289.00	289.00	0.06	0	17	0	0	0
scaffold_6	549213	12.21	1	295	0.54	1.166	0.717	0.916	328.00	328.00	0.07	0	19	0	0	0
scaffold_7	499224	12.81	1	337	0.68	0.933	0.432	1.277	295.00	295.00	0.04	1	6	0	0	0
scaffold_8	486945	16.93	1	264	0.54	0.961	0.396	0.821	461.00	461.00	0.08	0	2	0	1	0
scaffold_9	478568	12.00	1	300	0.63	0.993	0.432	0.775	364.00	364.00	0.05	0	18	0	0	0
scaffold_10	470792	12.46	1	354	0.75	0.792	0.348	1.070	268.50	268.50	0.04	0	17	0	0	0
scaffold_11	440999	14.43	1	259	0.59	0.983	0.453	0.837	402.00	402.00	0.05	0	20	0	0	0
scaffold_12	438420	13.20	1	290	0.66	0.868	0.404	0.812	345.00	345.00	0.02	0	15	0	0	0
scaffold_13	428742	13.51	1	254	0.59	0.990	0.447	0.827	349.00	349.00	0.06	0	12	0	0	0
scaffold_14	424133	12.68	1	282	0.66	0.955	0.550	1.089	289.50	289.50	0.04	0	21	0	0	0
scaffold_15	405292	12.42	1	222	0.55	1.235	0.693	0.897	336.50	336.50	0.07	0	25	0	0	0
scaffold_16	402063	13.27	1	251	0.62	1.009	0.495	0.873	331.00	331.00	0.05	0	19	0	0	0
scaffold_17	383601	13.34	1	232	0.60	0.947	0.484	0.966	282.50	282.50	0.06	0	20	0	0	0
scaffold_18	370114	21.80	1	210	0.57	1.016	0.486	0.615	380.00	380.00	0.09	0	9	0	0	0
