ID	LENGTH	GC	COVERAGE	ORF_COUNT	ORF_PER_KB	ORF_MEAN	ORF_MEDIAN	ORF_PLUS_STRAND_RATIO	INTERGENIC_MEAN	INTERGENIC_MEDIAN	FRACTION_OVERLAPPING_ORFS	NCLDV_HITS	NCLDV_PERCENT	NCVOG_HITS	NCVOG_PERCENT	CAPSID	RIBOSOMAL	MT	PFAM_HITS	PFAM_PERCENT
scaffold_1	1596038	45.78	1	2057	1.29	0.646	0.459	1.093	182.86	94.00	0.18	6	0.2917	146	7.0977	0	0	0	898	43.6558
scaffold_2	940867	45.83	1	1207	1.28	0.649	0.474	1.067	176.76	92.00	0.18	0	0.0000	90	7.4565	0	0	0	512	42.4192
scaffold_3	903142	45.48	1	1201	1.33	0.619	0.453	0.831	183.57	94.00	0.18	0	0.0000	88	7.3272	0	0	0	546	45.4621
scaffold_4	796663	45.95	1	972	1.22	0.697	0.489	1.179	167.60	98.00	0.16	5	0.5144	77	7.9218	0	0	0	486	50.0000
scaffold_5	793513	45.77	1	1048	1.32	0.627	0.436	1.047	186.82	105.00	0.20	2	0.1908	76	7.2519	0	0	0	461	43.9885
scaffold_6	723329	45.81	1	868	1.20	0.697	0.492	0.995	187.94	102.50	0.16	0	0.0000	60	6.9124	0	0	0	392	45.1613
scaffold_7	695839	45.74	1	848	1.22	0.680	0.501	0.876	185.78	115.00	0.15	0	0.0000	66	7.7830	0	0	0	363	42.8066
scaffold_8	597596	45.69	1	782	1.31	0.641	0.452	0.995	170.57	89.00	0.18	3	0.3836	62	7.9284	0	0	0	360	46.0358
scaffold_9	580524	45.60	1	761	1.31	0.641	0.465	1.051	164.60	84.00	0.17	1	0.1314	76	9.9869	0	0	0	361	47.4376
scaffold_10	556273	45.77	1	675	1.21	0.663	0.474	1.077	215.15	112.00	0.16	0	0.0000	53	7.8519	0	0	0	256	37.9259
scaffold_11	512880	46.57	1	646	1.26	0.660	0.472	0.988	190.30	99.00	0.19	0	0.0000	59	9.1331	0	1	0	278	43.0341
scaffold_12	507508	45.79	1	645	1.27	0.655	0.468	0.859	182.04	93.00	0.19	0	0.0000	53	8.2171	0	0	0	293	45.4264
scaffold_13	500883	45.65	1	626	1.25	0.667	0.480	0.956	182.81	104.00	0.17	0	0.0000	38	6.0703	0	0	0	271	43.2907
scaffold_14	445109	45.60	1	558	1.25	0.678	0.501	1.059	172.74	87.00	0.19	2	0.3584	47	8.4229	0	0	0	240	43.0108
scaffold_15	442496	45.86	1	588	1.33	0.634	0.475	0.915	165.35	91.00	0.16	3	0.5102	42	7.1429	0	0	0	272	46.2585
scaffold_16	433144	45.73	1	545	1.26	0.651	0.492	1.004	195.70	96.00	0.17	0	0.0000	60	11.0092	0	0	0	236	43.3028
scaffold_17	429903	45.81	1	515	1.20	0.715	0.516	0.846	157.63	84.00	0.16	0	0.0000	31	6.0194	0	0	0	225	43.6893
scaffold_18	425922	45.85	1	536	1.26	0.658	0.481	0.887	184.05	107.00	0.16	0	0.0000	40	7.4627	0	0	0	238	44.4030
scaffold_19	398426	45.70	1	491	1.23	0.675	0.471	1.089	195.52	102.50	0.19	0	0.0000	38	7.7393	0	0	0	244	49.6945
scaffold_20	374612	45.35	1	408	1.09	0.747	0.546	1.040	229.82	142.50	0.17	0	0.0000	37	9.0686	0	0	0	185	45.3431
scaffold_21	349242	45.62	1	418	1.20	0.666	0.480	0.981	217.29	96.50	0.15	3	0.7177	31	7.4163	0	0	0	193	46.1722
scaffold_22	329486	46.05	1	401	1.22	0.686	0.495	1.144	182.68	114.00	0.17	0	0.0000	26	6.4838	0	0	0	157	39.1521
scaffold_23	297290	45.99	1	342	1.15	0.719	0.520	1.012	196.36	106.00	0.15	0	0.0000	36	10.5263	0	0	0	148	43.2749
scaffold_24	275255	45.74	1	339	1.23	0.693	0.483	1.030	157.14	90.50	0.15	0	0.0000	36	10.6195	0	0	0	150	44.2478
scaffold_25	29431	44.62	1	51	1.73	0.466	0.333	2.000	177.77	101.00	0.31	0	0.0000	7	13.7255	0	0	0	25	49.0196
scaffold_26	27834	46.26	1	35	1.26	0.677	0.585	0.667	177.67	118.50	0.20	0	0.0000	1	2.8571	0	0	0	9	25.7143
scaffold_27	20215	45.72	1	28	1.39	0.464	0.326	0.556	283.92	226.00	0.07	0	0.0000	2	7.1429	0	0	0	2	7.1429
