ID	LENGTH	GC	COVERAGE	ORF_COUNT	ORF_PER_KB	ORF_MEAN	ORF_MEDIAN	ORF_PLUS_STRAND_RATIO	INTERGENIC_MEAN	INTERGENIC_MEDIAN	FRACTION_OVERLAPPING_ORFS	NCLDV_HITS	NCLDV_PERCENT	NCVOG_HITS	NCVOG_PERCENT	CAPSID	RIBOSOMAL	MT	PFAM_HITS	PFAM_PERCENT
scaffold_1	272614	49.69	1	353	1.29	0.570	0.417	0.878	241.34	126.00	0.11	0	0.0000	7	1.9830	0	0	0	100	28.3286
scaffold_2	238358	48.48	1	305	1.28	0.404	0.303	0.968	414.95	218.00	0.06	0	0.0000	3	0.9836	0	0	0	60	19.6721
scaffold_3	216579	50.83	1	311	1.44	0.462	0.351	0.819	277.64	170.50	0.11	0	0.0000	6	1.9293	0	0	0	62	19.9357
scaffold_4	212912	48.38	1	300	1.41	0.401	0.297	0.852	349.41	174.00	0.09	0	0.0000	14	4.6667	0	0	0	74	24.6667
scaffold_5	210631	49.21	1	281	1.33	0.432	0.333	0.899	370.67	201.00	0.11	0	0.0000	2	0.7117	0	0	0	55	19.5730
scaffold_6	199012	48.28	1	251	1.26	0.453	0.330	1.261	388.63	216.00	0.07	0	0.0000	4	1.5936	0	0	0	49	19.5219
scaffold_7	190912	49.99	1	266	1.39	0.467	0.345	0.750	298.53	156.00	0.11	4	1.5038	7	2.6316	0	0	0	66	24.8120
scaffold_8	188731	49.85	1	250	1.32	0.480	0.372	1.427	298.76	163.00	0.05	0	0.0000	7	2.8000	0	0	0	66	26.4000
scaffold_9	176910	48.33	1	228	1.29	0.508	0.369	1.000	320.39	138.00	0.11	0	0.0000	5	2.1930	0	0	0	57	25.0000
scaffold_10	173959	48.02	1	212	1.22	0.513	0.358	0.893	356.92	212.00	0.11	0	0.0000	8	3.7736	0	0	0	40	18.8679
scaffold_11	173723	50.02	1	250	1.44	0.473	0.327	0.736	257.32	160.50	0.10	0	0.0000	8	3.2000	0	0	0	61	24.4000
scaffold_12	166389	48.84	1	238	1.43	0.478	0.318	1.000	258.85	141.50	0.12	0	0.0000	1	0.4202	0	0	0	62	26.0504
scaffold_13	166306	49.51	1	234	1.41	0.479	0.348	0.759	281.46	130.00	0.12	0	0.0000	9	3.8462	0	0	0	69	29.4872
scaffold_14	161091	48.90	1	218	1.35	0.392	0.288	0.832	394.78	169.00	0.06	0	0.0000	7	3.2110	0	0	0	46	21.1009
scaffold_15	156621	50.22	1	235	1.50	0.440	0.348	0.992	272.53	149.50	0.10	0	0.0000	3	1.2766	0	0	0	45	19.1489
scaffold_16	150294	49.06	1	209	1.39	0.462	0.336	1.580	292.36	170.00	0.09	0	0.0000	1	0.4785	0	0	0	51	24.4019
scaffold_17	147318	47.08	1	194	1.32	0.434	0.312	0.921	367.10	195.50	0.09	0	0.0000	2	1.0309	0	0	0	30	15.4639
scaffold_18	145856	48.08	1	194	1.33	0.446	0.321	0.813	369.75	220.00	0.12	0	0.0000	1	0.5155	0	0	0	37	19.0722
scaffold_19	144474	48.29	1	187	1.29	0.475	0.336	1.280	359.41	216.00	0.14	0	0.0000	2	1.0695	0	0	0	56	29.9465
scaffold_20	134947	48.48	1	170	1.26	0.489	0.338	1.394	350.29	225.00	0.08	0	0.0000	5	2.9412	0	0	0	40	23.5294
