ID	LENGTH	GC	COVERAGE	ORF_COUNT	ORF_PER_KB	ORF_MEAN	ORF_MEDIAN	ORF_PLUS_STRAND_RATIO	INTERGENIC_MEAN	INTERGENIC_MEDIAN	FRACTION_OVERLAPPING_ORFS	NCLDV_HITS	NCLDV_PERCENT	NCVOG_HITS	NCVOG_PERCENT	CAPSID	RIBOSOMAL	MT	PFAM_HITS	PFAM_PERCENT
scaffold_1	1115896	44.67	1	1461	1.31	0.462	0.351	1.043	343.62	192.00	0.09	0	0.0000	37	2.5325	0	0	0	361	24.7091
scaffold_2	859898	45.08	1	1180	1.37	0.471	0.345	0.799	307.54	174.00	0.11	3	0.2542	24	2.0339	0	0	0	287	24.3220
scaffold_3	741013	44.44	1	960	1.30	0.509	0.377	0.897	303.62	171.00	0.09	0	0.0000	19	1.9792	0	0	0	258	26.8750
scaffold_4	726426	45.42	1	1020	1.40	0.459	0.361	0.958	296.92	191.00	0.11	0	0.0000	37	3.6275	0	0	0	241	23.6275
scaffold_5	712742	45.09	1	950	1.33	0.481	0.363	1.030	318.06	202.00	0.11	0	0.0000	37	3.8947	0	0	0	227	23.8947
scaffold_6	670442	45.12	1	855	1.28	0.506	0.357	1.256	327.15	183.00	0.10	0	0.0000	17	1.9883	0	1	0	194	22.6901
scaffold_7	574256	44.45	1	789	1.37	0.426	0.327	0.897	360.45	212.50	0.11	0	0.0000	26	3.2953	0	0	0	153	19.3916
scaffold_8	559873	45.00	1	772	1.38	0.464	0.341	0.791	299.02	186.00	0.09	0	0.0000	12	1.5544	0	0	0	174	22.5389
scaffold_9	539427	44.99	1	686	1.27	0.529	0.408	0.994	304.18	181.00	0.11	0	0.0000	24	3.4985	0	0	0	168	24.4898
scaffold_10	524684	45.19	1	687	1.31	0.506	0.357	1.015	308.88	188.50	0.12	1	0.1456	29	4.2213	0	0	0	167	24.3086
scaffold_11	495102	45.03	1	643	1.30	0.482	0.342	0.919	334.13	188.00	0.10	13	2.0218	24	3.7325	0	0	0	134	20.8398
scaffold_12	492193	45.39	1	646	1.31	0.478	0.351	0.867	333.32	169.50	0.11	0	0.0000	17	2.6316	0	0	0	122	18.8854
scaffold_13	487203	44.86	1	673	1.38	0.473	0.369	1.021	292.70	173.50	0.10	0	0.0000	12	1.7831	0	0	0	184	27.3403
scaffold_14	456898	45.15	1	608	1.33	0.520	0.399	1.082	273.15	162.50	0.11	0	0.0000	16	2.6316	0	0	0	150	24.6711
scaffold_15	438083	45.14	1	620	1.42	0.468	0.357	0.931	279.45	172.50	0.10	1	0.1613	14	2.2581	0	0	0	132	21.2903
