ID	LENGTH	GC	COVERAGE	ORF_COUNT	ORF_PER_KB	ORF_MEAN	ORF_MEDIAN	ORF_PLUS_STRAND_RATIO	INTERGENIC_MEAN	INTERGENIC_MEDIAN	FRACTION_OVERLAPPING_ORFS	NCLDV_HITS	NCLDV_PERCENT	NCVOG_HITS	NCVOG_PERCENT	CAPSID	RIBOSOMAL	MT	PFAM_HITS	PFAM_PERCENT
scaffold_1	973537	53.91	1	1271	1.31	0.473	0.333	0.998	337.07	216.50	0.07	0	0.0000	34	2.6751	0	0	0	196	15.4209
scaffold_2	773167	52.71	1	905	1.17	0.531	0.369	0.839	377.64	246.00	0.10	5	0.5525	26	2.8729	0	0	0	195	21.5470
scaffold_3	724522	54.14	1	1022	1.41	0.445	0.318	1.048	312.41	205.00	0.09	0	0.0000	15	1.4677	0	0	0	143	13.9922
scaffold_4	699321	53.68	1	924	1.32	0.457	0.310	1.129	355.25	209.00	0.10	0	0.0000	22	2.3810	0	0	0	134	14.5022
scaffold_5	692145	52.10	1	799	1.15	0.534	0.369	1.065	384.18	212.50	0.10	0	0.0000	8	1.0013	0	1	0	148	18.5232
scaffold_6	692100	53.05	1	879	1.27	0.475	0.336	0.949	364.95	215.00	0.09	0	0.0000	13	1.4790	0	0	0	126	14.3345
scaffold_7	668666	54.71	1	793	1.19	0.534	0.408	0.751	360.47	217.00	0.10	0	0.0000	11	1.3871	0	0	0	126	15.8890
scaffold_8	642371	52.20	1	781	1.22	0.502	0.348	0.992	375.29	241.00	0.09	0	0.0000	14	1.7926	0	0	0	127	16.2612
scaffold_9	639165	52.09	1	757	1.18	0.514	0.357	0.860	385.19	216.00	0.09	0	0.0000	16	2.1136	0	1	0	126	16.6446
scaffold_10	597981	52.31	1	695	1.16	0.510	0.342	1.062	406.50	231.00	0.09	0	0.0000	7	1.0072	0	0	0	100	14.3885
scaffold_11	580127	53.29	1	702	1.21	0.519	0.351	1.053	364.40	223.00	0.09	0	0.0000	15	2.1368	0	0	0	113	16.0969
scaffold_12	576191	51.40	1	701	1.22	0.516	0.390	0.958	360.33	210.00	0.09	5	0.7133	16	2.2825	0	0	0	135	19.2582
scaffold_13	575827	52.60	1	646	1.12	0.524	0.342	0.883	420.19	243.00	0.09	1	0.1548	23	3.5604	0	0	0	102	15.7895
scaffold_14	569013	53.66	1	674	1.18	0.534	0.381	0.982	359.83	224.50	0.08	0	0.0000	13	1.9288	0	0	0	88	13.0564
scaffold_15	566993	54.76	1	737	1.30	0.491	0.330	1.025	322.98	207.00	0.09	0	0.0000	16	2.1710	0	0	0	113	15.3324
scaffold_16	562279	53.18	1	675	1.20	0.506	0.384	0.968	386.05	255.00	0.10	0	0.0000	12	1.7778	0	0	0	88	13.0370
scaffold_17	544369	53.94	1	726	1.33	0.495	0.342	0.941	293.99	193.50	0.09	0	0.0000	22	3.0303	0	0	0	160	22.0386
scaffold_18	541123	51.73	1	631	1.17	0.533	0.360	0.936	387.75	234.00	0.12	2	0.3170	17	2.6941	0	0	0	105	16.6403
scaffold_19	534328	53.58	1	633	1.18	0.476	0.342	1.022	430.00	249.50	0.08	0	0.0000	12	1.8957	0	0	0	77	12.1643
scaffold_20	521330	53.65	1	625	1.20	0.500	0.339	0.911	386.83	224.50	0.09	0	0.0000	19	3.0400	0	0	0	74	11.8400
scaffold_21	513060	53.19	1	635	1.24	0.489	0.336	1.042	372.45	213.00	0.08	1	0.1575	8	1.2598	0	0	0	88	13.8583
scaffold_22	510742	53.73	1	712	1.39	0.457	0.324	1.028	309.71	193.00	0.11	0	0.0000	15	2.1067	0	0	0	107	15.0281
scaffold_23	489670	51.86	1	581	1.19	0.505	0.366	1.024	387.80	202.00	0.08	0	0.0000	12	2.0654	0	0	0	104	17.9002
scaffold_24	487997	51.92	1	546	1.12	0.573	0.378	1.037	378.35	207.00	0.10	0	0.0000	9	1.6484	0	0	0	112	20.5128
scaffold_25	472060	51.15	1	540	1.14	0.492	0.345	0.862	450.66	237.00	0.10	3	0.5556	14	2.5926	0	0	0	76	14.0741
scaffold_26	464457	51.26	1	520	1.12	0.553	0.373	0.970	404.64	267.00	0.11	1	0.1923	8	1.5385	0	0	0	73	14.0385
scaffold_27	462809	52.30	1	529	1.14	0.521	0.369	1.042	427.31	240.00	0.11	0	0.0000	6	1.1342	0	0	0	99	18.7146
scaffold_28	462359	53.56	1	581	1.26	0.516	0.375	0.997	335.22	189.00	0.10	0	0.0000	16	2.7539	0	0	0	114	19.6213
scaffold_29	461433	54.58	1	644	1.40	0.464	0.326	1.071	298.01	194.00	0.09	1	0.1553	20	3.1056	0	0	0	102	15.8385
scaffold_30	452478	52.74	1	536	1.18	0.524	0.354	0.921	369.75	219.00	0.09	0	0.0000	12	2.2388	0	0	0	108	20.1493
scaffold_31	441880	54.03	1	634	1.43	0.431	0.330	1.000	318.38	191.00	0.10	0	0.0000	18	2.8391	0	1	0	115	18.1388
scaffold_32	438442	54.11	1	546	1.25	0.489	0.318	1.022	361.54	240.00	0.09	0	0.0000	7	1.2821	0	1	0	79	14.4689
scaffold_33	432449	54.69	1	578	1.34	0.505	0.357	0.959	287.82	186.00	0.10	0	0.0000	15	2.5952	0	1	0	117	20.2422
scaffold_34	431738	53.81	1	565	1.31	0.475	0.327	0.909	337.92	203.50	0.09	0	0.0000	16	2.8319	0	0	0	84	14.8673
scaffold_35	426573	53.03	1	524	1.23	0.508	0.363	0.747	355.73	215.00	0.10	1	0.1908	7	1.3359	0	0	0	80	15.2672
scaffold_36	417739	54.57	1	555	1.33	0.488	0.339	0.820	311.14	188.00	0.09	4	0.7207	14	2.5225	0	0	0	106	19.0991
