ID	LENGTH	GC	COVERAGE	ORF_COUNT	ORF_PER_KB	ORF_MEAN	ORF_MEDIAN	ORF_PLUS_STRAND_RATIO	INTERGENIC_MEAN	INTERGENIC_MEDIAN	FRACTION_OVERLAPPING_ORFS	NCLDV_HITS	NCLDV_PERCENT	NCVOG_HITS	NCVOG_PERCENT	CAPSID	RIBOSOMAL	MT	PFAM_HITS	PFAM_PERCENT
scaffold_1	1837611	17.95	1	1137	0.62	0.496	0.255	1.002	1191.91	595.00	0.05	0	0.0000	20	1.7590	0	1	0	214	18.8215
scaffold_2	1449073	17.15	1	848	0.59	0.487	0.243	0.759	1278.76	673.50	0.03	0	0.0000	22	2.5943	0	0	0	140	16.5094
scaffold_3	1347342	17.22	1	760	0.56	0.567	0.246	1.065	1255.55	641.00	0.03	0	0.0000	26	3.4211	0	0	0	127	16.7105
scaffold_4	1324941	17.08	1	731	0.55	0.514	0.243	0.981	1354.30	681.00	0.04	0	0.0000	17	2.3256	0	1	0	140	19.1518
scaffold_5	1280584	18.03	1	595	0.46	0.700	0.294	0.871	1532.27	883.50	0.05	0	0.0000	16	2.6891	0	0	0	149	25.0420
scaffold_6	1268060	17.88	1	683	0.54	0.590	0.255	1.057	1349.65	741.00	0.05	0	0.0000	22	3.2211	0	0	0	128	18.7408
scaffold_7	1264153	16.85	1	702	0.56	0.547	0.231	0.902	1310.48	778.00	0.03	0	0.0000	12	1.7094	0	0	0	120	17.0940
scaffold_8	1230784	17.97	1	787	0.64	0.536	0.261	0.785	1082.32	571.50	0.04	3	0.3812	28	3.5578	0	1	0	180	22.8717
scaffold_9	1218416	16.79	1	676	0.55	0.490	0.234	0.948	1357.56	710.00	0.03	1	0.1479	14	2.0710	0	0	0	136	20.1183
scaffold_10	1177924	17.79	1	623	0.53	0.629	0.309	1.029	1344.87	725.00	0.05	0	0.0000	26	4.1734	0	1	0	134	21.5088
scaffold_11	1161789	16.73	1	728	0.63	0.477	0.233	1.006	1154.20	638.00	0.02	2	0.2747	29	3.9835	0	0	0	136	18.6813
scaffold_12	1091115	17.01	1	615	0.56	0.470	0.231	0.916	1341.79	684.50	0.02	0	0.0000	13	2.1138	0	0	0	108	17.5610
scaffold_13	1088344	17.89	1	646	0.59	0.592	0.258	0.964	1147.78	602.00	0.04	0	0.0000	19	2.9412	0	0	0	168	26.0062
scaffold_14	1082089	17.55	1	689	0.64	0.506	0.243	0.758	1141.53	556.00	0.06	0	0.0000	24	3.4833	0	0	0	131	19.0131
scaffold_15	1075889	17.06	1	548	0.51	0.608	0.260	1.183	1401.97	810.00	0.03	0	0.0000	18	3.2847	0	1	0	143	26.0949
scaffold_16	1054228	17.50	1	644	0.61	0.544	0.237	0.917	1127.18	577.50	0.02	0	0.0000	24	3.7267	0	0	0	134	20.8075
scaffold_17	1036895	17.62	1	620	0.60	0.512	0.257	0.920	1226.82	650.50	0.05	0	0.0000	13	2.0968	0	0	0	121	19.5161
scaffold_18	1010056	17.16	1	542	0.54	0.580	0.252	1.125	1321.87	717.50	0.03	0	0.0000	23	4.2435	0	0	0	123	22.6937
scaffold_19	975000	17.63	1	532	0.55	0.600	0.247	1.038	1279.05	774.50	0.03	0	0.0000	12	2.2556	0	1	0	119	22.3684
scaffold_20	967088	18.04	1	552	0.57	0.576	0.254	0.951	1222.07	685.00	0.03	0	0.0000	19	3.4420	0	0	0	120	21.7391
scaffold_21	958767	16.96	1	546	0.57	0.531	0.237	1.505	1282.72	616.50	0.04	2	0.3663	16	2.9304	0	1	0	108	19.7802
scaffold_22	934438	18.19	1	494	0.53	0.597	0.304	0.960	1404.60	727.00	0.07	1	0.2024	11	2.2267	0	1	0	109	22.0648
scaffold_23	926021	17.99	1	516	0.56	0.614	0.267	0.962	1239.24	634.00	0.04	0	0.0000	21	4.0698	0	0	0	137	26.5504
scaffold_24	918200	17.54	1	556	0.61	0.530	0.273	1.090	1177.02	717.00	0.04	2	0.3597	19	3.4173	0	0	0	107	19.2446
scaffold_25	914608	17.82	1	586	0.64	0.501	0.261	1.093	1113.41	566.00	0.04	0	0.0000	13	2.2184	0	0	0	103	17.5768
scaffold_26	908295	17.15	1	565	0.62	0.553	0.261	1.124	1085.39	564.00	0.02	0	0.0000	15	2.6549	0	1	0	97	17.1681
scaffold_27	908025	17.17	1	542	0.60	0.473	0.213	0.765	1267.59	657.00	0.04	0	0.0000	15	2.7675	0	0	0	92	16.9742
scaffold_28	902744	17.68	1	532	0.59	0.567	0.246	1.015	1212.11	657.00	0.05	0	0.0000	39	7.3308	0	0	0	116	21.8045
scaffold_29	894662	17.03	1	510	0.57	0.548	0.249	0.969	1258.57	730.50	0.03	1	0.1961	20	3.9216	0	0	0	105	20.5882
scaffold_30	892800	16.42	1	544	0.61	0.447	0.240	1.037	1265.35	689.00	0.04	0	0.0000	13	2.3897	0	0	0	73	13.4191
scaffold_31	872713	17.78	1	491	0.56	0.562	0.243	0.918	1284.62	704.50	0.05	0	0.0000	25	5.0916	0	1	0	105	21.3849
scaffold_32	864523	18.20	1	491	0.57	0.585	0.237	0.948	1213.34	705.00	0.03	2	0.4073	10	2.0367	0	0	0	118	24.0326
scaffold_33	862741	18.65	1	532	0.62	0.651	0.264	1.031	1033.84	489.00	0.05	0	0.0000	18	3.3835	0	0	0	127	23.8722
scaffold_34	861023	18.05	1	462	0.54	0.562	0.286	1.129	1373.77	738.00	0.04	0	0.0000	19	4.1126	0	1	0	104	22.5108
scaffold_35	858895	18.18	1	459	0.53	0.553	0.267	0.873	1386.51	670.00	0.04	0	0.0000	14	3.0501	0	0	0	100	21.7865
scaffold_36	858677	17.69	1	490	0.57	0.598	0.244	0.775	1200.57	487.50	0.03	0	0.0000	11	2.2449	0	0	0	90	18.3673
scaffold_37	834546	17.30	1	513	0.61	0.509	0.240	0.739	1171.88	671.00	0.03	0	0.0000	10	1.9493	0	0	0	99	19.2982
scaffold_38	830302	16.96	1	457	0.55	0.544	0.249	1.087	1340.55	658.00	0.04	0	0.0000	10	2.1882	0	0	0	85	18.5996
scaffold_39	801385	17.38	1	504	0.63	0.487	0.243	1.182	1151.75	600.00	0.03	0	0.0000	17	3.3730	0	0	0	112	22.2222
scaffold_40	782961	17.05	1	502	0.64	0.495	0.240	1.221	1097.32	653.00	0.02	0	0.0000	6	1.1952	0	0	0	94	18.7251
scaffold_41	780230	18.97	1	472	0.60	0.540	0.272	0.742	1222.63	635.00	0.08	1	0.2119	12	2.5424	0	0	0	107	22.6695
scaffold_42	778085	16.89	1	417	0.54	0.529	0.234	1.343	1413.72	697.00	0.05	0	0.0000	10	2.3981	0	0	0	73	17.5060
