ID	LENGTH	GC	COVERAGE	ORF_COUNT	ORF_PER_KB	ORF_MEAN	ORF_MEDIAN	ORF_PLUS_STRAND_RATIO	INTERGENIC_MEAN	INTERGENIC_MEDIAN	FRACTION_OVERLAPPING_ORFS	NCLDV_HITS	NCLDV_PERCENT	NCVOG_HITS	NCVOG_PERCENT	CAPSID	RIBOSOMAL	MT	PFAM_HITS	PFAM_PERCENT
scaffold_1	2117414	51.46	1	2439	1.15	0.537	0.348	0.922	378.53	250.00	0.08	0	0.0000	51	2.0910	0	1	0	594	24.3542
scaffold_2	2033494	51.24	1	2331	1.15	0.520	0.336	1.001	398.01	254.50	0.08	0	0.0000	60	2.5740	0	0	0	603	25.8687
scaffold_3	1934659	51.64	1	2205	1.14	0.535	0.348	0.972	391.40	242.00	0.08	2	0.0907	51	2.3129	0	0	0	507	22.9932
scaffold_4	1713957	51.76	1	1879	1.10	0.577	0.363	0.965	383.73	260.00	0.08	2	0.1064	51	2.7142	0	0	0	462	24.5875
scaffold_5	1591103	51.58	1	1808	1.14	0.531	0.345	0.955	396.26	234.00	0.08	2	0.1106	51	2.8208	0	0	0	486	26.8805
scaffold_6	1291633	51.52	1	1480	1.15	0.531	0.354	0.852	392.26	265.00	0.09	5	0.3378	45	3.0405	0	0	0	383	25.8784
scaffold_7	1202767	51.35	1	1374	1.14	0.526	0.339	0.808	403.25	250.50	0.08	0	0.0000	30	2.1834	0	0	0	308	22.4163
scaffold_8	1113204	51.56	1	1221	1.10	0.574	0.354	1.087	390.94	270.00	0.09	2	0.1638	29	2.3751	0	0	0	267	21.8673
scaffold_9	1097902	51.54	1	1263	1.15	0.532	0.333	1.057	395.12	233.00	0.10	2	0.1584	34	2.6920	0	0	0	296	23.4363
scaffold_10	1016081	51.42	1	1189	1.17	0.497	0.321	1.127	412.13	260.00	0.08	0	0.0000	21	1.7662	0	0	0	261	21.9512
scaffold_11	1003318	51.71	1	1216	1.21	0.501	0.321	1.065	384.19	240.00	0.10	0	0.0000	28	2.3026	0	0	0	264	21.7105
scaffold_12	830416	51.82	1	964	1.16	0.524	0.335	1.008	388.70	255.50	0.08	0	0.0000	23	2.3859	0	0	0	216	22.4066
scaffold_13	800407	51.12	1	886	1.11	0.563	0.351	1.000	386.68	245.00	0.07	1	0.1129	20	2.2573	0	0	0	229	25.8465
scaffold_14	795017	51.60	1	847	1.07	0.562	0.366	0.956	420.87	272.50	0.07	0	0.0000	12	1.4168	0	0	0	203	23.9669
scaffold_15	751007	51.55	1	793	1.06	0.575	0.351	0.906	412.47	269.50	0.07	2	0.2522	14	1.7654	0	0	0	218	27.4905
scaffold_16	731316	51.14	1	846	1.16	0.516	0.336	0.945	398.24	255.00	0.08	0	0.0000	14	1.6548	0	0	0	208	24.5863
scaffold_17	718151	52.00	1	843	1.17	0.522	0.333	0.929	386.82	266.00	0.09	3	0.3559	28	3.3215	0	0	0	170	20.1661
scaffold_18	684531	51.66	1	812	1.19	0.498	0.312	0.773	399.31	251.50	0.09	0	0.0000	13	1.6010	0	0	0	180	22.1675
scaffold_19	667538	52.12	1	758	1.14	0.509	0.330	0.949	421.74	266.00	0.07	0	0.0000	22	2.9024	0	0	0	168	22.1636
scaffold_20	665811	51.78	1	715	1.07	0.566	0.357	0.992	424.84	265.00	0.08	1	0.1399	15	2.0979	0	0	0	144	20.1399
scaffold_21	617918	51.69	1	704	1.14	0.549	0.342	1.293	385.83	233.00	0.09	1	0.1420	20	2.8409	0	0	0	150	21.3068
scaffold_22	588854	51.82	1	692	1.18	0.531	0.330	0.743	365.26	209.00	0.08	0	0.0000	18	2.6012	0	0	0	151	21.8208
scaffold_23	575717	52.23	1	691	1.20	0.509	0.315	0.904	371.85	209.00	0.08	0	0.0000	14	2.0260	0	0	0	108	15.6295
scaffold_24	489924	51.48	1	585	1.19	0.488	0.324	0.906	397.07	251.00	0.08	0	0.0000	15	2.5641	0	0	0	134	22.9060
scaffold_25	465937	51.46	1	467	1.00	0.630	0.342	1.162	426.37	252.00	0.09	2	0.4283	8	1.7131	0	0	0	113	24.1970
scaffold_26	427814	50.64	1	392	0.92	0.709	0.393	0.931	423.18	252.50	0.06	1	0.2551	10	2.5510	0	1	0	122	31.1224
scaffold_27	415584	51.97	1	517	1.24	0.501	0.315	0.695	345.89	232.00	0.07	0	0.0000	11	2.1277	0	1	0	96	18.5687
scaffold_28	378224	52.06	1	389	1.03	0.641	0.366	0.955	388.75	241.00	0.09	5	1.2853	12	3.0848	0	0	0	94	24.1645
scaffold_29	372960	51.71	1	396	1.06	0.577	0.339	0.941	413.78	258.50	0.08	0	0.0000	1	0.2525	0	0	0	88	22.2222
scaffold_30	323471	49.17	1	340	1.05	0.536	0.342	0.868	470.81	265.50	0.07	3	0.8824	11	3.2353	0	1	0	68	20.0000
scaffold_31	261732	51.57	1	285	1.09	0.534	0.342	1.080	439.18	264.00	0.06	5	1.7544	13	4.5614	0	0	0	54	18.9474
scaffold_32	240321	51.34	1	228	0.95	0.614	0.412	0.824	482.33	291.00	0.06	1	0.4386	2	0.8772	0	0	0	73	32.0175
scaffold_33	224330	52.77	1	165	0.74	0.785	0.450	0.793	617.47	391.00	0.05	0	0.0000	2	1.2121	0	0	0	52	31.5152
scaffold_34	217435	51.60	1	265	1.22	0.523	0.333	1.190	360.55	233.00	0.10	0	0.0000	5	1.8868	0	0	0	51	19.2453
scaffold_35	94641	49.46	1	97	1.02	0.695	0.432	0.940	327.66	183.00	0.08	0	0.0000	0	0.0000	0	0	0	35	36.0825
scaffold_36	94151	52.07	1	100	1.06	0.574	0.358	0.923	411.67	220.50	0.09	0	0.0000	7	7.0000	0	0	0	17	17.0000
scaffold_37	87776	51.65	1	98	1.12	0.521	0.358	0.960	411.97	216.00	0.07	0	0.0000	1	1.0204	0	0	0	18	18.3673
