NCVOG1069-consensus	scaffold_28	33.53	331	196	24	97	424	229153	228235	6.4e-19	94.4
NCVOG0321-consensus	scaffold_2	27.41	467	289	50	70	504	1489662	1488331	2.7e-13	75.9
NCVOG0669-consensus	scaffold_2	25.78	384	231	54	94	441	214625	215715	2.7e-11	69.2
NCVOG0333-consensus	scaffold_4	50.00	84	37	5	599	680	445803	446042	3.2e-12	72.9
NCVOG0333-consensus	scaffold_4	42.86	112	48	16	605	709	445371	445676	3.8e-12	72.6
NCVOG0333-consensus	scaffold_41	53.42	73	31	3	605	677	36793	36587	3.6e-12	70.7
NCVOG0333-consensus	scaffold_2	52.70	74	32	3	605	678	732689	732480	9.8e-12	71.3
NCVOG0333-consensus	scaffold_12	53.42	73	31	3	605	677	270703	270909	1.4e-11	70.7
NCVOG0233-consensus	scaffold_6	36.02	894	468	104	51	845	1034663	1037326	6.8e-60	231.5
NCVOG0233-consensus	scaffold_10	37.86	795	389	105	102	795	704643	702274	2.1e-43	176.7
NCVOG0233-consensus	scaffold_24	24.38	845	549	90	29	845	185433	187772	5.2e-38	158.8
NCVOG0233-consensus	scaffold_24	26.54	942	503	189	104	868	276184	278964	2.1e-27	123.6
NCVOG0233-consensus	scaffold_18	29.57	771	419	124	71	729	10214	12477	1.9e-32	140.4
NCVOG0233-consensus	scaffold_3	27.46	761	414	138	93	729	103824	101587	3.1e-31	136.3
NCVOG0233-consensus	scaffold_13	29.48	787	385	170	121	738	536707	534357	5.2e-30	132.2
NCVOG0233-consensus	scaffold_7	27.17	552	336	66	146	668	436697	438238	2.6e-23	110.0
NCVOG0233-consensus	scaffold_15	26.44	779	415	158	113	760	725499	723247	2.6e-19	96.7
NCVOG0233-consensus	scaffold_16	28.79	712	354	153	102	671	726826	728921	1.7e-16	87.2
NCVOG0233-consensus	scaffold_1	34.23	149	93	5	534	677	1346287	1345844	5.8e-16	85.6
NCVOG0233-consensus	scaffold_1	27.39	701	364	145	102	673	1347897	1345856	6.9e-16	85.3
NCVOG0233-consensus	scaffold_6	22.00	550	364	65	178	691	815627	817176	3.6e-14	79.6
NCVOG0233-consensus	scaffold_20	25.49	710	345	184	140	675	301376	303466	3.6e-14	79.6
NCVOG0023-consensus	scaffold_3	23.70	654	457	42	219	844	305457	307369	3.3e-21	103.0
NCVOG1013-consensus	scaffold_1	35.25	278	157	23	171	433	834997	835767	2.4e-11	69.9
NCVOG0013-consensus	scaffold_21	35.76	165	101	5	122	281	63982	64473	4.4e-16	85.4
NCVOG0663-consensus	scaffold_36	24.51	563	370	55	95	615	86171	84525	1.3e-11	69.9
NCVOG0073-consensus	scaffold_7	39.11	652	349	48	16	637	506597	504699	1.9e-99	363.0
NCVOG0073-consensus	scaffold_4	40.16	635	341	39	29	640	682893	684744	1.2e-98	360.3
NCVOG0073-consensus	scaffold_5	34.58	613	375	26	50	655	19375	17597	4.6e-78	292.0
NCVOG0073-consensus	scaffold_8	40.65	615	341	24	29	640	601603	603381	3e-69	262.7
NCVOG0073-consensus	scaffold_8	35.38	667	369	62	32	666	274427	272522	3.7e-65	249.1
NCVOG0073-consensus	scaffold_2	33.57	715	368	107	28	665	59448	61495	1.5e-58	227.2
NCVOG0073-consensus	scaffold_7	35.28	530	316	27	29	551	1041650	1040142	3.9e-50	199.2
NCVOG0073-consensus	scaffold_9	24.69	737	471	84	53	736	561370	563484	9e-40	164.8
NCVOG0073-consensus	scaffold_6	26.24	545	354	48	19	522	988089	989695	3.9e-38	159.4
NCVOG0898-consensus	scaffold_8	25.41	362	241	29	356	696	941782	940724	4.3e-11	69.3
NCVOG4523-consensus	scaffold_2	32.17	914	410	210	76	823	834170	831584	1.2e-25	118.1
NCVOG1353-consensus	scaffold_20	55.79	837	254	116	40	762	374137	371648	1.4e-178	625.6
NCVOG4445-consensus	scaffold_9	29.52	271	181	10	116	384	307803	308586	1.8e-19	96.1
NCVOG0055-consensus	scaffold_15	30.40	329	187	42	63	382	437978	438852	3.2e-17	88.7
NCVOG0055-consensus	scaffold_2	32.34	303	173	32	108	386	105190	106063	5.7e-13	74.6
NCVOG0055-consensus	scaffold_16	39.46	147	86	3	228	371	305954	306387	1.7e-11	69.7
NCVOG0435-consensus	scaffold_6	42.37	118	67	1	90	207	567554	567207	2e-16	85.1
NCVOG4105-consensus	scaffold_4	32.04	1111	534	221	122	1036	766065	762825	1.1e-43	178.0
NCVOG0305-consensus	scaffold_1	32.80	250	154	14	786	1034	930885	931592	7.8e-21	102.6
NCVOG0305-consensus	scaffold_25	30.48	210	142	4	820	1027	64273	64887	1.9e-19	98.0
NCVOG0305-consensus	scaffold_17	30.17	242	151	18	1288	1515	631764	632474	5.7e-19	96.1
NCVOG0305-consensus	scaffold_9	34.43	212	121	18	1353	1557	725217	724622	5.9e-19	96.4
NCVOG0305-consensus	scaffold_5	31.80	283	179	14	1254	1527	1494885	1495709	1.3e-15	85.3
NCVOG0305-consensus	scaffold_22	34.12	170	104	8	1355	1522	288343	288831	1e-14	82.3
NCVOG0305-consensus	scaffold_12	25.66	378	231	50	1210	1541	530010	528896	1.7e-13	78.2
NCVOG0305-consensus	scaffold_9	31.74	293	159	41	1311	1568	1050193	1049340	8.3e-13	74.4
NCVOG0305-consensus	scaffold_6	26.13	287	180	32	1306	1564	171670	172511	1.1e-12	75.5
NCVOG0248-consensus	scaffold_11	31.02	490	263	75	45	493	872297	873661	1.2e-32	140.2
NCVOG4804-consensus	scaffold_16	61.34	119	38	8	68	186	350365	350036	5.8e-28	123.3
NCVOG4804-consensus	scaffold_4	43.96	182	93	9	2	177	1141443	1141968	6e-21	100.0
NCVOG0282-consensus	scaffold_1	27.42	383	237	41	235	586	930504	931619	3.9e-20	99.4
NCVOG0282-consensus	scaffold_9	26.60	421	262	47	190	582	725766	724570	9.6e-19	94.8
NCVOG0282-consensus	scaffold_3	23.86	482	324	43	21	471	671636	670238	1.1e-16	88.0
NCVOG0282-consensus	scaffold_19	28.88	322	210	19	304	615	465249	466182	8.4e-16	85.0
NCVOG0282-consensus	scaffold_5	35.56	180	105	11	350	526	1495134	1495646	1.7e-14	80.7
NCVOG0282-consensus	scaffold_17	26.18	359	222	43	331	653	631878	632922	5.1e-14	78.8
NCVOG0282-consensus	scaffold_22	22.80	579	380	67	76	623	287465	289080	2e-13	77.2
NCVOG0282-consensus	scaffold_4	27.30	326	209	28	271	580	723873	722935	5e-13	75.8
NCVOG0282-consensus	scaffold_6	26.09	345	232	23	185	520	781454	780475	8.8e-13	75.0
NCVOG0282-consensus	scaffold_2	28.89	315	162	62	324	581	1660043	1660969	1.5e-11	70.9
NCVOG0282-consensus	scaffold_5	35.76	165	100	6	419	582	210976	210500	3.8e-11	69.6
NCVOG2963-consensus	scaffold_8	32.65	196	118	14	127	314	598028	598594	1e-13	76.6
NCVOG2963-consensus	scaffold_33	24.75	198	146	3	123	318	167016	166429	6.7e-11	66.3
NCVOG4883-consensus	scaffold_3	29.80	443	271	40	40	460	554430	553161	1.6e-32	139.7
NCVOG2979-consensus	scaffold_17	32.60	181	115	7	62	242	199762	199244	2.9e-18	91.4
NCVOG0360-consensus	scaffold_16	42.49	313	170	10	10	315	472646	471720	4.2e-55	214.2
NCVOG0979-consensus	scaffold_6	49.51	305	151	3	25	328	998024	998929	2.1e-69	261.8
NCVOG0699-consensus	scaffold_9	28.69	244	159	15	201	430	307633	308358	2.5e-13	76.0
NCVOG0274-consensus	scaffold_9	34.69	1502	772	209	42	1364	793338	788938	7.9e-76	285.2
NCVOG0274-consensus	scaffold_15	40.06	1308	641	143	181	1368	23222	19377	1.1e-61	238.2
NCVOG0274-consensus	scaffold_28	39.68	887	435	100	16	840	341254	343773	3.2e-42	172.6
NCVOG0274-consensus	scaffold_5	30.17	1137	618	176	204	1196	520629	517336	6.4e-35	149.3
NCVOG0074-consensus	scaffold_7	60.27	662	232	31	5	637	506588	504612	1.4e-195	681.8
NCVOG0074-consensus	scaffold_8	57.86	617	247	13	12	623	601594	603417	1.1e-177	622.4
NCVOG0074-consensus	scaffold_4	62.12	631	215	24	4	610	682860	684747	4.2e-166	583.9
NCVOG0074-consensus	scaffold_5	46.39	595	303	16	13	599	19429	17672	1.3e-125	449.4
NCVOG0074-consensus	scaffold_2	42.71	679	302	87	33	637	59505	61495	1.9e-113	409.0
NCVOG0074-consensus	scaffold_8	44.62	632	309	41	27	630	274400	272549	4.3e-110	397.8
NCVOG0074-consensus	scaffold_7	40.19	540	312	11	15	548	1041653	1040066	2.6e-91	335.4
NCVOG0074-consensus	scaffold_9	32.11	545	321	49	39	541	561370	562980	5.3e-46	184.9
NCVOG0074-consensus	scaffold_6	30.13	541	326	52	12	502	988110	989719	1.6e-41	170.0
NCVOG0074-consensus	scaffold_9	26.13	463	273	69	145	539	908357	909737	7.4e-21	101.4
NCVOG1299-consensus	scaffold_5	56.47	85	26	11	56	129	560746	560495	9.7e-14	75.7
NCVOG1196-consensus	scaffold_8	27.99	686	416	78	305	931	942175	940178	1.5e-26	121.1
NCVOG1196-consensus	scaffold_5	20.91	550	406	29	374	906	421482	419872	6.9e-14	79.0
NCVOG0064-consensus	scaffold_5	24.29	387	255	38	23	383	419826	418709	4.8e-14	78.4
