ID	LENGTH	GC	COVERAGE	ORF_COUNT	ORF_PER_KB	ORF_MEAN	ORF_MEDIAN	ORF_PLUS_STRAND_RATIO	INTERGENIC_MEAN	INTERGENIC_MEDIAN	FRACTION_OVERLAPPING_ORFS	NCLDV_HITS	NCLDV_PERCENT	NCVOG_HITS	NCVOG_PERCENT	CAPSID	RIBOSOMAL	MT	PFAM_HITS	PFAM_PERCENT
scaffold_1	136349	54.24	1	178	1.31	0.523	0.335	0.914	284.41	179.00	0.10	0	0.0000	3	1.6854	0	0	0	43	24.1573
scaffold_2	122878	54.42	1	184	1.50	0.461	0.314	1.217	243.06	145.00	0.09	0	0.0000	5	2.7174	0	0	0	53	28.8043
scaffold_3	106858	55.05	1	155	1.45	0.486	0.342	0.890	249.85	150.00	0.14	0	0.0000	0	0.0000	0	0	0	45	29.0323
scaffold_4	102067	53.95	1	128	1.25	0.533	0.320	0.939	309.57	146.00	0.08	0	0.0000	6	4.6875	0	0	0	40	31.2500
scaffold_5	98792	53.46	1	82	0.83	0.756	0.474	0.577	509.77	267.00	0.07	0	0.0000	1	1.2195	0	0	0	20	24.3902
scaffold_6	90138	53.73	1	119	1.32	0.533	0.360	1.204	278.62	209.00	0.15	0	0.0000	1	0.8403	0	0	0	23	19.3277
scaffold_7	89637	54.47	1	116	1.29	0.533	0.349	0.902	281.07	180.00	0.10	0	0.0000	4	3.4483	0	0	0	27	23.2759
scaffold_8	89069	54.04	1	138	1.55	0.420	0.282	1.123	270.90	213.50	0.10	0	0.0000	3	2.1739	0	0	0	44	31.8841
scaffold_9	85217	54.76	1	134	1.57	0.451	0.291	1.271	237.02	153.00	0.14	0	0.0000	0	0.0000	0	0	0	37	27.6119
scaffold_10	84281	54.29	1	93	1.10	0.701	0.483	0.755	229.79	118.00	0.08	0	0.0000	2	2.1505	0	0	0	33	35.4839
scaffold_11	83742	54.31	1	101	1.21	0.558	0.378	1.463	302.76	169.00	0.08	0	0.0000	5	4.9505	0	0	0	26	25.7426
scaffold_12	83067	54.18	1	112	1.35	0.541	0.300	0.867	250.44	148.00	0.12	0	0.0000	6	5.3571	0	0	0	27	24.1071
scaffold_13	82024	53.64	1	72	0.88	0.645	0.441	1.000	534.28	363.00	0.04	0	0.0000	2	2.7778	0	0	0	25	34.7222
scaffold_14	81682	53.92	1	114	1.40	0.498	0.314	1.478	256.49	174.00	0.06	0	0.0000	5	4.3860	0	0	0	33	28.9474
scaffold_15	79400	54.86	1	104	1.31	0.530	0.372	0.763	276.12	158.50	0.10	0	0.0000	2	1.9231	0	0	0	27	25.9615
scaffold_16	78600	55.36	1	104	1.32	0.499	0.326	1.213	298.25	209.00	0.12	0	0.0000	2	1.9231	0	0	0	28	26.9231
scaffold_17	76915	54.50	1	109	1.42	0.472	0.351	1.137	256.63	175.00	0.06	0	0.0000	2	1.8349	0	0	0	31	28.4404
scaffold_18	74824	55.12	1	113	1.51	0.511	0.306	0.794	201.21	138.00	0.14	0	0.0000	3	2.6549	0	0	0	25	22.1239
scaffold_19	74641	53.81	1	92	1.23	0.539	0.327	0.917	315.06	192.00	0.08	0	0.0000	4	4.3478	0	0	0	16	17.3913
scaffold_20	74330	54.86	1	71	0.96	0.860	0.387	0.340	261.36	170.00	0.20	0	0.0000	3	4.2254	0	0	0	22	30.9859
scaffold_21	74231	52.99	1	84	1.13	0.574	0.369	0.826	349.64	201.50	0.07	0	0.0000	0	0.0000	0	0	0	24	28.5714
scaffold_22	73828	53.79	1	77	1.04	0.748	0.381	1.200	269.33	168.00	0.13	0	0.0000	2	2.5974	0	0	0	18	23.3766
scaffold_23	72144	53.97	1	95	1.32	0.518	0.345	0.939	278.46	215.00	0.08	0	0.0000	2	2.1053	0	0	0	28	29.4737
scaffold_24	72050	54.43	1	109	1.51	0.399	0.321	0.946	315.83	206.50	0.10	0	0.0000	0	0.0000	0	0	0	25	22.9358
scaffold_25	71778	53.42	1	96	1.34	0.498	0.349	0.811	309.95	207.00	0.12	0	0.0000	2	2.0833	0	0	0	20	20.8333
scaffold_26	68215	54.06	1	106	1.55	0.429	0.309	0.963	253.35	180.00	0.11	0	0.0000	2	1.8868	0	0	0	25	23.5849
scaffold_27	67104	54.66	1	104	1.55	0.464	0.336	0.825	220.71	155.00	0.09	0	0.0000	0	0.0000	0	0	0	33	31.7308
scaffold_28	66781	54.77	1	87	1.30	0.522	0.297	0.851	291.21	198.00	0.07	0	0.0000	3	3.4483	0	0	0	24	27.5862
scaffold_29	66624	52.68	1	69	1.04	0.573	0.444	0.971	422.55	301.00	0.03	0	0.0000	2	2.8986	0	0	0	6	8.6957
scaffold_30	65570	53.25	1	74	1.13	0.613	0.396	0.947	285.93	164.00	0.05	0	0.0000	0	0.0000	0	0	0	17	22.9730
scaffold_31	65291	53.38	1	85	1.30	0.448	0.336	0.848	366.05	257.00	0.12	0	0.0000	3	3.5294	0	0	0	11	12.9412
scaffold_32	65002	52.45	1	52	0.80	0.868	0.418	1.080	450.43	331.50	0.13	0	0.0000	2	3.8462	0	0	0	19	36.5385
scaffold_33	64896	54.27	1	97	1.49	0.438	0.279	1.109	276.67	172.00	0.13	0	0.0000	0	0.0000	0	0	0	23	23.7113
scaffold_34	64678	54.16	1	86	1.33	0.538	0.372	1.606	257.55	182.00	0.08	0	0.0000	1	1.1628	0	0	0	22	25.5814
scaffold_35	63769	54.95	1	55	0.86	0.766	0.567	0.897	418.82	315.00	0.04	0	0.0000	4	7.2727	0	0	0	21	38.1818
scaffold_36	62843	53.22	1	85	1.35	0.470	0.318	0.889	313.81	190.00	0.07	0	0.0000	1	1.1765	0	0	0	22	25.8824
scaffold_37	62513	54.52	1	95	1.52	0.420	0.285	1.021	288.76	213.00	0.12	0	0.0000	3	3.1579	0	0	0	19	20.0000
scaffold_38	62402	55.06	1	88	1.41	0.530	0.402	0.660	235.51	184.50	0.10	0	0.0000	2	2.2727	0	0	0	25	28.4091
scaffold_39	62276	53.65	1	86	1.38	0.393	0.270	0.955	376.14	250.00	0.08	0	0.0000	2	2.3256	0	0	0	17	19.7674
scaffold_40	62093	54.18	1	88	1.42	0.464	0.306	0.872	279.44	202.00	0.08	0	0.0000	0	0.0000	0	0	0	15	17.0455
scaffold_41	60901	54.52	1	89	1.46	0.436	0.291	0.935	296.43	176.00	0.08	0	0.0000	0	0.0000	0	0	0	20	22.4719
scaffold_42	59942	54.07	1	86	1.43	0.420	0.330	0.870	324.84	224.50	0.03	0	0.0000	7	8.1395	0	0	0	26	30.2326
scaffold_43	59780	52.67	1	76	1.27	0.536	0.279	0.689	287.36	192.50	0.12	0	0.0000	1	1.3158	0	0	0	17	22.3684
scaffold_44	59535	52.87	1	44	0.74	0.987	0.486	2.143	439.05	256.00	0.11	0	0.0000	1	2.2727	0	0	0	18	40.9091
scaffold_45	58360	54.61	1	77	1.32	0.481	0.339	0.833	319.88	245.00	0.06	0	0.0000	4	5.1948	0	0	0	14	18.1818
scaffold_46	58358	56.38	1	75	1.29	0.571	0.336	0.829	273.20	172.50	0.13	0	0.0000	2	2.6667	0	0	0	16	21.3333
scaffold_47	58141	55.16	1	87	1.50	0.470	0.384	0.673	250.69	190.00	0.17	0	0.0000	4	4.5977	0	0	0	18	20.6897
scaffold_48	56736	55.68	1	61	1.08	0.726	0.465	0.794	270.88	197.00	0.11	0	0.0000	0	0.0000	0	0	0	15	24.5902
scaffold_49	56683	54.20	1	68	1.20	0.572	0.412	0.417	310.79	174.00	0.10	0	0.0000	0	0.0000	0	0	0	16	23.5294
scaffold_50	55955	54.74	1	74	1.32	0.524	0.312	0.897	260.98	175.50	0.11	0	0.0000	2	2.7027	0	0	0	21	28.3784
scaffold_51	55811	55.13	1	75	1.34	0.460	0.300	1.273	335.95	223.00	0.11	0	0.0000	1	1.3333	0	0	0	12	16.0000
scaffold_52	55651	54.81	1	75	1.35	0.497	0.327	0.875	284.69	178.00	0.08	0	0.0000	2	2.6667	0	0	0	18	24.0000
scaffold_53	55075	54.24	1	86	1.56	0.465	0.310	0.433	214.30	119.00	0.13	0	0.0000	0	0.0000	0	0	0	26	30.2326
scaffold_54	54430	53.87	1	82	1.51	0.470	0.336	1.216	229.92	130.00	0.07	0	0.0000	1	1.2195	0	0	0	15	18.2927
scaffold_55	54204	56.00	1	73	1.35	0.564	0.339	0.872	237.26	145.50	0.12	0	0.0000	2	2.7397	0	0	0	13	17.8082
scaffold_56	54134	53.40	1	54	1.00	0.566	0.397	0.800	494.50	265.50	0.07	0	0.0000	1	1.8519	0	0	0	18	33.3333
scaffold_57	54032	54.20	1	67	1.24	0.557	0.378	1.233	290.71	168.00	0.12	0	0.0000	3	4.4776	0	0	0	20	29.8507
scaffold_58	53693	53.13	1	75	1.40	0.452	0.306	0.829	297.49	149.00	0.04	0	0.0000	2	2.6667	0	0	0	22	29.3333
scaffold_59	53517	56.01	1	73	1.36	0.512	0.381	0.521	272.77	163.50	0.12	0	0.0000	3	4.1096	0	0	0	17	23.2877
scaffold_60	53505	53.99	1	77	1.44	0.462	0.303	1.406	273.85	218.00	0.10	0	0.0000	3	3.8961	0	0	0	19	24.6753
scaffold_61	53191	54.69	1	78	1.47	0.454	0.320	1.229	279.33	204.00	0.08	0	0.0000	3	3.8462	0	0	0	21	26.9231
scaffold_62	52724	53.15	1	62	1.18	0.499	0.312	0.771	397.27	246.00	0.08	0	0.0000	6	9.6774	0	0	0	25	40.3226
scaffold_63	52018	55.21	1	68	1.31	0.550	0.344	0.659	272.65	169.00	0.15	0	0.0000	2	2.9412	0	0	0	23	33.8235
scaffold_64	51299	55.09	1	68	1.33	0.529	0.333	1.345	257.20	176.00	0.06	0	0.0000	0	0.0000	0	0	0	21	30.8824
scaffold_65	51260	53.86	1	45	0.88	0.865	0.453	1.812	302.02	163.50	0.11	0	0.0000	3	6.6667	0	0	0	22	48.8889
scaffold_66	51217	54.38	1	82	1.60	0.425	0.346	1.343	248.04	169.00	0.11	0	0.0000	2	2.4390	0	0	0	23	28.0488
scaffold_67	51152	52.70	1	72	1.41	0.456	0.361	1.182	286.95	190.00	0.07	0	0.0000	1	1.3889	0	0	0	14	19.4444
scaffold_68	50905	54.97	1	71	1.39	0.493	0.297	0.479	273.02	202.00	0.14	0	0.0000	3	4.2254	0	0	0	17	23.9437
scaffold_69	50550	54.57	1	66	1.31	0.561	0.370	0.737	248.62	154.50	0.12	0	0.0000	1	1.5152	0	0	0	13	19.6970
scaffold_70	50337	54.51	1	72	1.43	0.488	0.342	1.118	274.19	111.00	0.18	0	0.0000	2	2.7778	0	0	0	18	25.0000
scaffold_71	50229	53.96	1	77	1.53	0.453	0.300	1.265	241.77	149.00	0.12	0	0.0000	2	2.5974	0	0	0	12	15.5844
scaffold_72	49820	53.62	1	57	1.14	0.520	0.345	0.629	391.67	262.50	0.09	0	0.0000	3	5.2632	0	0	0	16	28.0702
scaffold_73	49794	53.74	1	71	1.43	0.456	0.327	0.511	303.05	193.00	0.13	0	0.0000	2	2.8169	0	0	0	23	32.3944
scaffold_74	49570	55.95	1	51	1.03	0.691	0.465	1.429	316.04	186.00	0.06	0	0.0000	1	1.9608	0	0	0	16	31.3725
scaffold_75	49435	55.58	1	58	1.17	0.641	0.369	0.812	254.84	125.00	0.14	0	0.0000	1	1.7241	0	0	0	15	25.8621
scaffold_76	48153	55.42	1	68	1.41	0.524	0.307	0.744	223.66	132.00	0.09	0	0.0000	4	5.8824	0	0	0	19	27.9412
scaffold_77	48053	55.11	1	41	0.85	0.809	0.531	0.783	398.46	323.00	0.10	0	0.0000	0	0.0000	0	0	0	13	31.7073
