ID	LENGTH	GC	COVERAGE	ORF_COUNT	ORF_PER_KB	ORF_MEAN	ORF_MEDIAN	ORF_PLUS_STRAND_RATIO	INTERGENIC_MEAN	INTERGENIC_MEDIAN	FRACTION_OVERLAPPING_ORFS	NCLDV_HITS	NCLDV_PERCENT	NCVOG_HITS	NCVOG_PERCENT	CAPSID	RIBOSOMAL	MT	PFAM_HITS	PFAM_PERCENT
scaffold_1	172241	53.51	1	197	1.14	0.559	0.369	1.096	367.88	244.50	0.08	0	0.0000	5	2.5381	0	0	0	33	16.7513
scaffold_2	146644	53.11	1	186	1.27	0.525	0.387	1.296	286.93	159.50	0.04	0	0.0000	5	2.6882	0	0	0	33	17.7419
scaffold_3	145685	52.78	1	176	1.21	0.500	0.336	0.778	365.50	243.00	0.06	0	0.0000	4	2.2727	0	0	0	25	14.2045
scaffold_4	136917	52.48	1	186	1.36	0.449	0.300	0.691	320.17	183.50	0.06	0	0.0000	3	1.6129	0	0	0	29	15.5914
scaffold_5	133148	56.67	1	160	1.20	0.562	0.333	1.000	311.26	186.00	0.07	0	0.0000	5	3.1250	0	0	0	21	13.1250
scaffold_6	130401	51.75	1	182	1.40	0.475	0.329	0.611	286.00	124.00	0.12	0	0.0000	6	3.2967	0	0	0	56	30.7692
scaffold_7	123545	53.17	1	176	1.42	0.435	0.304	0.956	316.54	184.00	0.09	0	0.0000	0	0.0000	0	0	0	25	14.2045
scaffold_8	122200	57.08	1	153	1.25	0.511	0.300	1.155	319.84	178.00	0.07	0	0.0000	6	3.9216	0	0	0	9	5.8824
scaffold_9	120192	52.60	1	159	1.32	0.467	0.339	1.038	342.33	207.00	0.11	0	0.0000	4	2.5157	0	0	0	33	20.7547
scaffold_10	112321	52.98	1	144	1.28	0.490	0.336	0.674	338.34	161.50	0.11	0	0.0000	2	1.3889	0	0	0	31	21.5278
scaffold_11	106547	52.67	1	165	1.55	0.393	0.300	0.684	305.79	181.00	0.12	0	0.0000	3	1.8182	0	0	0	31	18.7879
scaffold_12	104726	52.50	1	143	1.37	0.484	0.354	0.765	296.08	171.00	0.11	0	0.0000	4	2.7972	0	0	0	23	16.0839
scaffold_13	102930	53.23	1	127	1.23	0.503	0.375	1.540	383.30	237.00	0.13	0	0.0000	2	1.5748	0	0	0	27	21.2598
scaffold_14	102701	56.65	1	127	1.24	0.640	0.396	0.764	211.75	152.00	0.10	0	0.0000	6	4.7244	0	0	0	13	10.2362
scaffold_15	98837	50.48	1	120	1.21	0.515	0.332	0.644	355.88	200.00	0.11	0	0.0000	3	2.5000	0	0	0	30	25.0000
scaffold_16	97350	52.25	1	127	1.30	0.485	0.330	0.841	342.13	164.00	0.12	0	0.0000	0	0.0000	0	0	0	13	10.2362
scaffold_17	94856	56.17	1	115	1.21	0.558	0.390	1.054	324.54	187.50	0.12	0	0.0000	6	5.2174	0	0	0	18	15.6522
scaffold_18	94547	54.59	1	117	1.24	0.518	0.381	1.489	335.85	146.00	0.09	0	0.0000	0	0.0000	0	0	0	9	7.6923
scaffold_19	93849	57.21	1	119	1.27	0.573	0.360	1.125	260.81	178.50	0.10	0	0.0000	7	5.8824	0	0	0	19	15.9664
scaffold_20	92266	54.63	1	125	1.35	0.521	0.330	0.812	276.26	188.00	0.18	0	0.0000	8	6.4000	0	0	0	27	21.6000
scaffold_21	92134	53.75	1	111	1.20	0.495	0.321	1.018	417.55	327.00	0.16	0	0.0000	2	1.8018	0	0	0	16	14.4144
scaffold_22	91953	55.27	1	106	1.15	0.640	0.411	0.767	261.52	169.00	0.09	0	0.0000	6	5.6604	0	0	0	18	16.9811
scaffold_23	91809	54.38	1	116	1.26	0.549	0.345	0.731	270.26	146.00	0.05	0	0.0000	2	1.7241	0	0	0	19	16.3793
scaffold_24	90667	52.53	1	110	1.21	0.540	0.330	0.774	334.68	224.00	0.12	0	0.0000	3	2.7273	0	0	0	22	20.0000
scaffold_25	88722	57.27	1	106	1.19	0.624	0.426	1.038	265.16	151.00	0.08	0	0.0000	1	0.9434	0	0	0	8	7.5472
scaffold_26	88590	51.41	1	80	0.90	0.673	0.418	1.353	488.74	303.50	0.07	0	0.0000	13	16.2500	0	0	0	15	18.7500
scaffold_27	87847	52.38	1	119	1.35	0.459	0.303	1.902	318.82	204.00	0.11	0	0.0000	5	4.2017	0	0	0	23	19.3277
scaffold_28	87316	55.62	1	128	1.47	0.464	0.294	0.580	255.93	151.00	0.09	0	0.0000	3	2.3438	0	0	0	19	14.8438
scaffold_29	86616	56.21	1	105	1.21	0.539	0.357	1.143	340.85	155.00	0.13	0	0.0000	1	0.9524	0	0	0	9	8.5714
scaffold_30	86609	51.06	1	118	1.36	0.487	0.344	0.903	286.30	147.50	0.08	0	0.0000	5	4.2373	0	0	0	41	34.7458
scaffold_31	86504	56.56	1	89	1.03	0.703	0.387	1.119	312.31	141.00	0.09	0	0.0000	2	2.2472	0	0	0	15	16.8539
scaffold_32	86406	52.61	1	105	1.22	0.514	0.366	1.386	338.85	206.00	0.05	0	0.0000	6	5.7143	0	0	0	17	16.1905
scaffold_33	86210	54.67	1	105	1.22	0.541	0.291	1.019	322.26	221.00	0.08	0	0.0000	4	3.8095	0	0	0	19	18.0952
scaffold_34	84134	53.98	1	119	1.41	0.452	0.318	0.919	288.29	196.50	0.06	0	0.0000	3	2.5210	0	0	0	24	20.1681
scaffold_35	83671	55.67	1	107	1.28	0.578	0.363	0.672	239.18	171.00	0.08	0	0.0000	0	0.0000	0	0	0	5	4.6729
scaffold_36	83053	54.63	1	112	1.35	0.433	0.272	1.240	353.52	254.50	0.08	0	0.0000	5	4.4643	0	0	0	18	16.0714
scaffold_37	82599	51.02	1	126	1.53	0.418	0.318	2.073	280.74	199.00	0.10	0	0.0000	2	1.5873	0	0	0	35	27.7778
