ID	LENGTH	GC	COVERAGE	ORF_COUNT	ORF_PER_KB	ORF_MEAN	ORF_MEDIAN	ORF_PLUS_STRAND_RATIO	INTERGENIC_MEAN	INTERGENIC_MEDIAN	FRACTION_OVERLAPPING_ORFS	NCLDV_HITS	NCLDV_PERCENT	NCVOG_HITS	NCVOG_PERCENT	CAPSID	RIBOSOMAL	MT	PFAM_HITS	PFAM_PERCENT
scaffold_1	106668	49.49	1	114	1.07	0.552	0.344	0.869	434.28	211.00	0.08	0	0.0000	1	0.8772	0	0	0	19	16.6667
scaffold_2	93414	48.35	1	118	1.26	0.373	0.289	1.226	441.61	304.00	0.05	5	4.2373	5	4.2373	0	0	0	27	22.8814
scaffold_3	93076	49.29	1	98	1.05	0.576	0.318	0.750	417.65	239.50	0.10	0	0.0000	1	1.0204	0	0	0	16	16.3265
scaffold_4	91557	48.76	1	115	1.26	0.459	0.300	1.054	385.44	267.00	0.06	0	0.0000	0	0.0000	0	0	0	22	19.1304
scaffold_5	87071	48.29	1	110	1.26	0.446	0.307	1.037	412.73	258.50	0.10	0	0.0000	1	0.9091	0	0	0	21	19.0909
scaffold_6	82506	47.45	1	113	1.37	0.362	0.294	0.662	394.34	288.00	0.05	0	0.0000	0	0.0000	0	0	0	20	17.6991
scaffold_7	77399	48.45	1	91	1.18	0.421	0.300	1.275	476.34	339.00	0.07	0	0.0000	2	2.1978	0	0	0	19	20.8791
scaffold_8	77347	48.53	1	106	1.37	0.391	0.294	0.710	383.25	244.00	0.06	0	0.0000	3	2.8302	0	0	0	29	27.3585
scaffold_9	67633	48.26	1	95	1.40	0.395	0.279	0.863	353.01	263.00	0.04	0	0.0000	0	0.0000	0	0	0	12	12.6316
scaffold_10	67057	47.20	1	87	1.30	0.355	0.282	1.351	471.30	338.00	0.09	0	0.0000	0	0.0000	0	0	0	21	24.1379
scaffold_11	65774	49.00	1	68	1.03	0.513	0.426	0.943	502.26	315.50	0.04	0	0.0000	0	0.0000	0	0	0	11	16.1765
scaffold_12	61493	48.91	1	85	1.38	0.406	0.306	2.400	363.43	252.00	0.06	0	0.0000	0	0.0000	0	0	0	7	8.2353
scaffold_13	61245	49.13	1	72	1.18	0.478	0.330	0.946	410.42	303.50	0.07	0	0.0000	1	1.3889	0	0	0	15	20.8333
scaffold_14	60268	48.83	1	85	1.41	0.445	0.276	1.024	298.34	194.00	0.07	0	0.0000	1	1.1765	0	0	0	16	18.8235
scaffold_15	58777	49.20	1	53	0.90	0.687	0.369	0.893	472.73	378.00	0.09	0	0.0000	0	0.0000	0	0	0	6	11.3208
scaffold_16	58261	48.49	1	61	1.05	0.516	0.315	0.794	485.35	380.50	0.08	0	0.0000	3	4.9180	0	0	0	13	21.3115
scaffold_17	57776	49.00	1	77	1.33	0.439	0.300	0.925	347.91	240.00	0.06	0	0.0000	0	0.0000	0	0	0	13	16.8831
scaffold_18	57186	48.57	1	73	1.28	0.424	0.300	0.973	392.52	236.00	0.11	0	0.0000	1	1.3699	0	0	0	15	20.5479
scaffold_19	56434	47.82	1	59	1.05	0.420	0.303	0.844	610.31	308.50	0.08	0	0.0000	2	3.3898	0	0	0	9	15.2542
