ID	LENGTH	GC	COVERAGE	ORF_COUNT	ORF_PER_KB	ORF_MEAN	ORF_MEDIAN	ORF_PLUS_STRAND_RATIO	INTERGENIC_MEAN	INTERGENIC_MEDIAN	FRACTION_OVERLAPPING_ORFS	NCLDV_HITS	NCLDV_PERCENT	NCVOG_HITS	NCVOG_PERCENT	CAPSID	RIBOSOMAL	MT	PFAM_HITS	PFAM_PERCENT
scaffold_1	327127	46.85	1	471	1.44	0.440	0.324	1.122	291.40	176.50	0.08	0	0.0000	13	2.7601	0	0	0	106	22.5053
scaffold_2	262217	46.75	1	352	1.34	0.455	0.348	1.011	332.03	231.00	0.08	0	0.0000	4	1.1364	0	0	0	81	23.0114
scaffold_3	245416	47.87	1	288	1.17	0.586	0.341	0.858	320.04	225.50	0.11	0	0.0000	6	2.0833	0	0	0	50	17.3611
scaffold_4	237994	48.04	1	353	1.48	0.419	0.285	0.515	306.57	178.00	0.13	0	0.0000	11	3.1161	0	0	0	53	15.0142
scaffold_5	237490	47.62	1	348	1.47	0.438	0.295	1.275	285.29	171.50	0.09	1	0.2874	2	0.5747	0	0	0	46	13.2184
scaffold_6	208229	46.37	1	273	1.31	0.450	0.279	0.534	361.75	203.50	0.09	0	0.0000	10	3.6630	0	0	0	37	13.5531
scaffold_7	204745	46.06	1	294	1.44	0.406	0.304	0.719	349.17	255.00	0.12	0	0.0000	6	2.0408	0	0	0	47	15.9864
scaffold_8	202775	46.89	1	264	1.30	0.456	0.315	0.821	366.19	247.00	0.10	0	0.0000	9	3.4091	0	0	0	49	18.5606
scaffold_9	192788	47.20	1	274	1.42	0.427	0.295	0.756	318.46	204.00	0.08	0	0.0000	1	0.3650	0	0	0	37	13.5036
scaffold_10	190500	48.10	1	242	1.27	0.562	0.377	1.034	276.09	182.00	0.13	0	0.0000	10	4.1322	0	0	0	31	12.8099
scaffold_11	184449	47.42	1	289	1.57	0.381	0.276	0.661	287.87	176.00	0.07	0	0.0000	4	1.3841	0	0	0	26	8.9965
scaffold_12	184311	46.90	1	245	1.33	0.489	0.366	1.269	301.29	225.00	0.08	0	0.0000	4	1.6327	0	0	0	48	19.5918
scaffold_13	183883	46.29	1	248	1.35	0.459	0.324	0.810	325.37	204.00	0.08	0	0.0000	2	0.8065	0	0	0	62	25.0000
scaffold_14	181269	48.39	1	251	1.38	0.443	0.297	1.092	319.07	210.00	0.10	0	0.0000	6	2.3904	0	0	0	27	10.7570
scaffold_15	180768	45.75	1	231	1.28	0.435	0.306	0.893	392.00	280.00	0.08	0	0.0000	3	1.2987	0	0	0	42	18.1818
scaffold_16	170641	46.33	1	223	1.31	0.480	0.345	0.770	321.46	218.00	0.09	0	0.0000	3	1.3453	0	0	0	47	21.0762
scaffold_17	169548	46.97	1	241	1.42	0.424	0.282	0.944	324.06	168.00	0.10	0	0.0000	4	1.6598	0	0	0	33	13.6929
scaffold_18	169535	45.71	1	210	1.24	0.488	0.324	1.000	364.11	239.00	0.10	6	2.8571	10	4.7619	0	0	0	63	30.0000
scaffold_19	168074	47.50	1	270	1.61	0.363	0.252	0.929	309.43	190.50	0.13	0	0.0000	11	4.0741	0	0	0	40	14.8148
scaffold_20	166406	48.05	1	221	1.33	0.501	0.339	0.873	293.59	189.50	0.10	0	0.0000	5	2.2624	0	0	0	38	17.1946
scaffold_21	165481	46.91	1	240	1.45	0.456	0.318	1.330	261.58	175.00	0.07	0	0.0000	8	3.3333	0	0	0	49	20.4167
scaffold_22	161610	47.00	1	214	1.32	0.491	0.318	1.548	300.66	182.50	0.07	0	0.0000	8	3.7383	0	0	0	52	24.2991
scaffold_23	152895	46.32	1	215	1.41	0.400	0.288	0.991	352.67	222.00	0.08	0	0.0000	1	0.4651	0	0	0	64	29.7674
