ID	LENGTH	GC	COVERAGE	ORF_COUNT	ORF_PER_KB	ORF_MEAN	ORF_MEDIAN	ORF_PLUS_STRAND_RATIO	INTERGENIC_MEAN	INTERGENIC_MEDIAN	FRACTION_OVERLAPPING_ORFS	NCLDV_HITS	NCLDV_PERCENT	NCVOG_HITS	NCVOG_PERCENT	CAPSID	RIBOSOMAL	MT	PFAM_HITS	PFAM_PERCENT
scaffold_1	277057	35.43	1	378	1.36	0.435	0.300	0.775	332.51	212.50	0.08	0	0.0000	15	3.9683	0	0	0	127	33.5979
scaffold_2	219163	35.40	1	266	1.21	0.466	0.351	1.714	412.21	252.00	0.09	0	0.0000	10	3.7594	0	0	0	96	36.0902
scaffold_3	204092	34.38	1	295	1.45	0.362	0.297	1.218	371.75	215.00	0.11	0	0.0000	8	2.7119	0	0	0	85	28.8136
scaffold_4	193334	35.07	1	295	1.53	0.416	0.300	0.799	270.73	169.00	0.10	0	0.0000	18	6.1017	0	0	0	87	29.4915
scaffold_5	178221	35.14	1	289	1.62	0.384	0.291	1.580	259.95	163.50	0.09	0	0.0000	4	1.3841	0	0	0	86	29.7578
scaffold_6	150997	35.35	1	210	1.39	0.421	0.341	1.079	342.73	173.00	0.10	0	0.0000	13	6.1905	0	0	0	65	30.9524
scaffold_7	124341	34.83	1	179	1.44	0.426	0.309	0.689	301.63	175.50	0.09	0	0.0000	5	2.7933	0	0	0	54	30.1676
scaffold_8	123009	35.63	1	155	1.26	0.429	0.285	0.632	371.87	236.50	0.03	0	0.0000	4	2.5806	0	0	0	48	30.9677
scaffold_9	120693	35.08	1	128	1.06	0.575	0.345	1.667	374.70	216.00	0.04	0	0.0000	4	3.1250	0	0	0	36	28.1250
scaffold_10	120293	35.95	1	177	1.47	0.406	0.273	0.825	297.28	188.00	0.06	0	0.0000	8	4.5198	0	0	0	77	43.5028
scaffold_11	119744	35.85	1	147	1.23	0.495	0.369	1.162	343.61	219.00	0.05	4	2.7211	10	6.8027	0	0	0	46	31.2925
scaffold_12	118621	34.72	1	199	1.68	0.347	0.258	1.236	268.71	153.50	0.07	0	0.0000	5	2.5126	0	0	0	67	33.6683
scaffold_13	116970	34.87	1	168	1.44	0.459	0.298	0.953	275.49	167.00	0.11	0	0.0000	7	4.1667	0	0	0	52	30.9524
scaffold_14	112324	35.62	1	168	1.50	0.414	0.312	1.366	271.08	145.00	0.05	0	0.0000	6	3.5714	0	0	0	61	36.3095
scaffold_15	110094	35.31	1	153	1.39	0.451	0.318	0.530	290.16	177.00	0.07	0	0.0000	7	4.5752	0	0	0	45	29.4118
