ID	LENGTH	GC	COVERAGE	ORF_COUNT	ORF_PER_KB	ORF_MEAN	ORF_MEDIAN	ORF_PLUS_STRAND_RATIO	INTERGENIC_MEAN	INTERGENIC_MEDIAN	FRACTION_OVERLAPPING_ORFS	NCLDV_HITS	NCLDV_PERCENT	NCVOG_HITS	NCVOG_PERCENT	CAPSID	RIBOSOMAL	MT	PFAM_HITS	PFAM_PERCENT
scaffold_1	302252	41.59	1	361	1.19	0.433	0.300	1.006	467.66	288.00	0.10	0	0.0000	12	3.3241	0	0	0	79	21.8837
scaffold_2	144457	40.32	1	205	1.42	0.362	0.261	1.303	413.48	242.50	0.15	0	0.0000	1	0.4878	0	0	0	23	11.2195
scaffold_3	142432	41.82	1	167	1.17	0.478	0.312	1.456	436.65	248.00	0.11	0	0.0000	6	3.5928	0	0	0	39	23.3533
scaffold_4	109000	41.44	1	138	1.27	0.429	0.291	1.123	401.18	208.50	0.09	0	0.0000	2	1.4493	0	0	0	27	19.5652
scaffold_5	92717	42.25	1	111	1.20	0.502	0.297	1.265	359.38	232.00	0.05	0	0.0000	0	0.0000	0	0	0	15	13.5135
scaffold_6	73125	41.68	1	101	1.38	0.324	0.237	1.061	444.58	258.00	0.08	0	0.0000	1	0.9901	0	0	0	17	16.8317
scaffold_7	65591	40.64	1	88	1.34	0.399	0.263	1.047	406.32	273.00	0.15	0	0.0000	3	3.4091	0	0	0	4	4.5455
scaffold_8	64950	39.76	1	87	1.34	0.394	0.297	0.673	414.97	233.00	0.11	0	0.0000	2	2.2989	0	0	0	10	11.4943
scaffold_9	64092	41.84	1	73	1.14	0.493	0.273	1.147	411.04	272.00	0.04	0	0.0000	3	4.1096	0	0	0	19	26.0274
scaffold_10	63875	42.62	1	83	1.30	0.431	0.282	0.596	378.12	271.00	0.08	0	0.0000	0	0.0000	0	0	0	14	16.8675
scaffold_11	62365	41.08	1	78	1.25	0.517	0.292	1.000	320.59	194.00	0.10	0	0.0000	0	0.0000	0	0	0	12	15.3846
scaffold_12	61306	42.93	1	78	1.27	0.475	0.286	1.167	349.72	225.00	0.10	0	0.0000	5	6.4103	0	0	0	21	26.9231
scaffold_13	60894	42.26	1	71	1.17	0.514	0.312	1.840	377.85	259.00	0.07	0	0.0000	4	5.6338	0	0	0	28	39.4366
scaffold_14	59785	42.22	1	73	1.22	0.440	0.306	0.921	433.32	221.00	0.12	0	0.0000	2	2.7397	0	0	0	15	20.5479
scaffold_15	57356	42.56	1	69	1.20	0.480	0.324	0.865	371.09	247.50	0.04	0	0.0000	0	0.0000	0	0	0	23	33.3333
scaffold_16	56339	42.46	1	62	1.10	0.529	0.364	1.296	401.19	218.00	0.03	0	0.0000	2	3.2258	0	0	0	13	20.9677
scaffold_17	56178	42.16	1	82	1.46	0.421	0.246	2.280	335.77	173.00	0.18	0	0.0000	1	1.2195	0	0	0	10	12.1951
scaffold_18	55691	41.66	1	73	1.31	0.468	0.318	1.517	331.85	240.00	0.10	0	0.0000	3	4.1096	0	0	0	5	6.8493
scaffold_19	55540	43.30	1	57	1.03	0.520	0.330	0.629	465.09	159.50	0.02	0	0.0000	0	0.0000	0	0	0	9	15.7895
scaffold_20	53973	40.86	1	74	1.37	0.384	0.295	0.762	384.66	239.00	0.09	0	0.0000	4	5.4054	0	0	0	6	8.1081
scaffold_21	53419	42.29	1	77	1.44	0.392	0.273	0.453	352.06	203.00	0.10	0	0.0000	1	1.2987	0	0	0	28	36.3636
scaffold_22	53128	41.77	1	69	1.30	0.454	0.261	0.643	338.46	241.00	0.04	0	0.0000	5	7.2464	0	0	0	9	13.0435
scaffold_23	51280	41.28	1	81	1.58	0.308	0.303	1.382	370.93	262.00	0.10	0	0.0000	1	1.2346	0	0	0	18	22.2222
scaffold_24	50888	40.69	1	66	1.30	0.363	0.258	0.467	463.95	322.50	0.12	0	0.0000	0	0.0000	0	0	0	14	21.2121
scaffold_25	49808	40.89	1	70	1.41	0.327	0.270	0.795	403.73	271.00	0.04	0	0.0000	3	4.2857	0	0	0	17	24.2857
scaffold_26	49105	42.51	1	69	1.41	0.383	0.273	1.875	350.86	197.00	0.07	0	0.0000	1	1.4493	0	0	0	6	8.6957
scaffold_27	48908	42.61	1	65	1.33	0.452	0.327	0.912	340.05	164.00	0.11	0	0.0000	1	1.5385	0	0	0	10	15.3846
scaffold_28	48896	42.05	1	57	1.17	0.613	0.336	0.500	288.15	198.00	0.19	0	0.0000	0	0.0000	0	0	0	22	38.5965
scaffold_29	48609	42.23	1	69	1.42	0.432	0.306	1.875	330.69	191.50	0.14	0	0.0000	7	10.1449	0	0	0	19	27.5362
scaffold_30	47406	41.09	1	71	1.50	0.406	0.252	1.152	302.00	126.00	0.13	0	0.0000	1	1.4085	0	0	0	10	14.0845
scaffold_31	46300	42.68	1	55	1.19	0.481	0.417	0.667	410.06	269.00	0.07	0	0.0000	0	0.0000	0	0	0	12	21.8182
scaffold_32	45358	41.94	1	49	1.08	0.567	0.459	0.441	410.67	197.00	0.16	0	0.0000	0	0.0000	0	0	0	10	20.4082
scaffold_33	44789	42.62	1	54	1.21	0.510	0.336	0.862	409.98	226.00	0.19	0	0.0000	0	0.0000	0	0	0	15	27.7778
scaffold_34	44641	42.18	1	48	1.08	0.517	0.348	0.500	424.06	264.00	0.02	0	0.0000	0	0.0000	0	0	0	1	2.0833
scaffold_35	44277	41.76	1	62	1.40	0.480	0.330	1.296	286.56	132.00	0.15	0	0.0000	3	4.8387	0	0	0	16	25.8065
scaffold_36	44148	40.96	1	56	1.27	0.394	0.292	1.074	429.79	190.50	0.05	0	0.0000	1	1.7857	0	0	0	13	23.2143
scaffold_37	44126	42.10	1	52	1.18	0.413	0.304	3.333	487.72	289.00	0.10	0	0.0000	2	3.8462	0	0	0	15	28.8462
scaffold_38	44034	42.60	1	53	1.20	0.556	0.324	1.409	238.38	154.00	0.00	0	0.0000	1	1.8868	0	0	0	17	32.0755
scaffold_39	43806	41.80	1	54	1.23	0.363	0.286	1.700	498.86	381.00	0.07	0	0.0000	0	0.0000	0	0	0	9	16.6667
scaffold_40	43697	41.70	1	60	1.37	0.375	0.285	1.000	403.98	189.00	0.08	0	0.0000	0	0.0000	0	0	0	8	13.3333
scaffold_41	43547	43.23	1	58	1.33	0.466	0.244	0.933	335.50	162.50	0.09	0	0.0000	1	1.7241	0	0	0	7	12.0690
scaffold_42	43431	39.73	1	44	1.01	0.338	0.241	0.760	738.36	389.00	0.09	0	0.0000	0	0.0000	0	0	0	3	6.8182
scaffold_43	42809	41.87	1	53	1.24	0.449	0.246	0.893	376.47	219.00	0.04	0	0.0000	5	9.4340	0	0	0	14	26.4151
scaffold_44	42464	42.44	1	45	1.06	0.536	0.276	1.143	475.66	219.00	0.16	0	0.0000	1	2.2222	0	0	0	18	40.0000
scaffold_45	42113	42.90	1	53	1.26	0.513	0.297	1.944	289.20	173.00	0.08	0	0.0000	2	3.7736	0	0	0	13	24.5283
scaffold_46	41930	44.27	1	40	0.95	0.759	0.421	3.000	316.78	147.00	0.07	0	0.0000	0	0.0000	0	0	0	4	10.0000
scaffold_47	41868	42.07	1	58	1.39	0.441	0.291	0.933	330.84	227.00	0.10	0	0.0000	0	0.0000	0	0	0	10	17.2414
scaffold_48	41455	41.25	1	63	1.52	0.342	0.267	1.250	393.06	194.50	0.14	0	0.0000	0	0.0000	0	0	0	7	11.1111
scaffold_49	41409	41.96	1	41	0.99	0.598	0.381	1.733	489.31	339.00	0.10	0	0.0000	0	0.0000	0	0	0	10	24.3902
scaffold_50	40982	40.23	1	49	1.20	0.344	0.309	0.256	566.19	416.00	0.12	0	0.0000	0	0.0000	0	0	0	4	8.1633
scaffold_51	40906	41.91	1	58	1.42	0.452	0.318	0.381	300.50	151.00	0.14	0	0.0000	1	1.7241	0	0	0	8	13.7931
scaffold_52	40838	42.55	1	52	1.27	0.472	0.301	0.857	340.53	186.00	0.10	0	0.0000	2	3.8462	0	0	0	15	28.8462
scaffold_53	40782	40.45	1	49	1.20	0.474	0.297	0.815	415.84	184.00	0.06	0	0.0000	0	0.0000	0	0	0	13	26.5306
scaffold_54	40595	40.80	1	53	1.31	0.371	0.276	1.038	436.56	178.00	0.09	0	0.0000	12	22.6415	0	0	0	20	37.7358
scaffold_55	40334	41.45	1	44	1.09	0.470	0.396	0.630	495.57	311.50	0.07	0	0.0000	4	9.0909	0	0	0	6	13.6364
scaffold_56	40272	43.02	1	53	1.32	0.453	0.327	1.120	358.13	273.00	0.11	0	0.0000	2	3.7736	0	0	0	19	35.8491
scaffold_57	39969	41.91	1	61	1.53	0.357	0.276	1.033	357.41	220.00	0.11	0	0.0000	1	1.6393	0	0	0	16	26.2295
scaffold_58	39923	43.49	1	43	1.08	0.485	0.315	0.870	458.83	366.00	0.05	0	0.0000	0	0.0000	0	0	0	12	27.9070
scaffold_59	39808	42.55	1	49	1.23	0.437	0.318	1.722	402.74	302.00	0.04	0	0.0000	1	2.0408	0	0	0	19	38.7755
scaffold_60	39555	41.41	1	44	1.11	0.440	0.273	0.630	484.71	252.50	0.02	0	0.0000	0	0.0000	0	0	0	2	4.5455
scaffold_61	39462	39.94	1	59	1.50	0.311	0.228	0.595	419.46	171.50	0.17	0	0.0000	0	0.0000	0	0	0	5	8.4746
scaffold_62	39448	42.97	1	53	1.34	0.444	0.255	1.038	368.74	227.00	0.19	0	0.0000	0	0.0000	0	0	0	2	3.7736
scaffold_63	39366	42.66	1	62	1.57	0.313	0.279	0.632	334.97	197.00	0.03	0	0.0000	0	0.0000	0	0	0	14	22.5806
scaffold_64	39343	41.79	1	42	1.07	0.593	0.338	0.680	363.40	169.50	0.05	0	0.0000	1	2.3810	0	0	0	3	7.1429
