ID	LENGTH	GC	COVERAGE	ORF_COUNT	ORF_PER_KB	ORF_MEAN	ORF_MEDIAN	ORF_PLUS_STRAND_RATIO	INTERGENIC_MEAN	INTERGENIC_MEDIAN	FRACTION_OVERLAPPING_ORFS	NCLDV_HITS	NCLDV_PERCENT	NCVOG_HITS	NCVOG_PERCENT	CAPSID	RIBOSOMAL	MT	PFAM_HITS	PFAM_PERCENT
scaffold_1	604837	63.14	1	566	0.94	0.767	0.550	0.880	341.69	233.00	0.07	0	0.0000	19	3.3569	0	0	0	189	33.3922
scaffold_2	512499	64.02	1	555	1.08	0.657	0.477	0.888	312.85	231.00	0.08	0	0.0000	17	3.0631	0	0	0	166	29.9099
scaffold_3	402962	63.79	1	385	0.96	0.719	0.552	0.964	358.84	246.00	0.07	1	0.2597	10	2.5974	0	0	0	118	30.6494
scaffold_4	382195	62.75	1	345	0.90	0.738	0.531	1.270	423.30	236.00	0.10	0	0.0000	11	3.1884	0	0	0	110	31.8841
scaffold_5	379294	62.62	1	365	0.96	0.699	0.552	0.853	377.77	239.00	0.05	0	0.0000	9	2.4658	0	0	0	107	29.3151
scaffold_6	302806	62.87	1	272	0.90	0.737	0.575	0.778	412.36	293.00	0.06	0	0.0000	6	2.2059	0	0	0	88	32.3529
scaffold_7	296822	63.43	1	233	0.78	0.910	0.579	0.779	394.15	257.00	0.06	0	0.0000	18	7.7253	0	0	0	85	36.4807
scaffold_8	288663	64.29	1	260	0.90	0.761	0.570	0.970	391.21	263.00	0.06	0	0.0000	11	4.2308	0	0	0	83	31.9231
scaffold_9	276254	62.94	1	272	0.98	0.661	0.486	0.789	396.29	265.00	0.06	0	0.0000	5	1.8382	0	0	0	80	29.4118
scaffold_10	275759	62.11	1	246	0.89	0.764	0.591	1.085	437.35	286.00	0.10	0	0.0000	14	5.6911	0	0	0	77	31.3008
scaffold_11	266893	63.57	1	205	0.77	0.992	0.585	1.050	353.18	269.00	0.09	0	0.0000	2	0.9756	0	0	0	43	20.9756
scaffold_12	254712	63.38	1	222	0.87	0.846	0.575	0.850	330.00	236.00	0.05	0	0.0000	13	5.8559	0	0	0	67	30.1802
scaffold_13	239562	63.59	1	189	0.79	0.982	0.663	1.124	329.57	225.00	0.10	0	0.0000	7	3.7037	0	0	0	62	32.8042
scaffold_14	228972	64.11	1	203	0.89	0.812	0.528	1.256	376.60	241.00	0.11	1	0.4926	6	2.9557	0	0	0	50	24.6305
