ID	LENGTH	GC	COVERAGE	ORF_COUNT	ORF_PER_KB	ORF_MEAN	ORF_MEDIAN	ORF_PLUS_STRAND_RATIO	INTERGENIC_MEAN	INTERGENIC_MEDIAN	FRACTION_OVERLAPPING_ORFS	NCLDV_HITS	NCLDV_PERCENT	NCVOG_HITS	NCVOG_PERCENT	CAPSID	RIBOSOMAL	MT	PFAM_HITS	PFAM_PERCENT
scaffold_1	120607	46.30	1	166	1.38	0.507	0.338	1.594	255.87	175.00	0.10	0	0.0000	2	1.2048	0	0	0	38	22.8916
scaffold_2	115945	45.07	1	177	1.53	0.436	0.336	0.945	256.51	152.00	0.12	0	0.0000	7	3.9548	0	0	0	48	27.1186
scaffold_3	100119	46.55	1	166	1.66	0.425	0.321	0.824	206.78	130.00	0.10	0	0.0000	3	1.8072	0	0	0	38	22.8916
scaffold_4	96810	23.97	1	27	0.28	0.647	0.447	0.421	2920.52	1267.00	0.00	0	0.0000	0	0.0000	0	0	0	21	77.7778
scaffold_5	82490	46.21	1	124	1.50	0.459	0.326	0.797	235.37	136.00	0.06	0	0.0000	1	0.8065	0	0	0	27	21.7742
scaffold_6	82127	45.83	1	115	1.40	0.472	0.312	0.855	282.28	223.00	0.09	6	5.2174	11	9.5652	0	0	0	31	26.9565
scaffold_7	82070	44.32	1	112	1.36	0.529	0.329	0.455	237.15	116.50	0.12	0	0.0000	1	0.8929	0	0	0	36	32.1429
scaffold_8	80810	46.17	1	119	1.47	0.478	0.318	0.776	248.55	113.00	0.13	0	0.0000	1	0.8403	0	0	0	3	2.5210
scaffold_9	75499	45.13	1	101	1.34	0.525	0.336	1.463	267.18	152.00	0.08	0	0.0000	1	0.9901	0	0	0	20	19.8020
scaffold_10	74076	45.24	1	102	1.38	0.493	0.307	1.217	257.66	156.00	0.08	0	0.0000	1	0.9804	0	0	0	24	23.5294
scaffold_11	71673	45.48	1	106	1.48	0.417	0.330	1.255	286.94	219.00	0.02	0	0.0000	2	1.8868	0	0	0	37	34.9057
scaffold_12	67780	46.70	1	85	1.25	0.546	0.390	1.125	297.72	202.00	0.14	0	0.0000	1	1.1765	0	0	0	17	20.0000
scaffold_13	67112	44.53	1	100	1.49	0.465	0.358	0.587	241.07	140.00	0.08	0	0.0000	3	3.0000	0	0	0	33	33.0000
scaffold_14	56708	44.46	1	75	1.32	0.528	0.351	0.923	264.46	140.00	0.11	0	0.0000	6	8.0000	0	0	0	21	28.0000
scaffold_15	56051	44.60	1	90	1.61	0.384	0.285	0.731	278.14	164.00	0.11	0	0.0000	2	2.2222	0	0	0	29	32.2222
scaffold_16	55904	46.24	1	91	1.63	0.423	0.339	0.896	214.99	132.00	0.10	0	0.0000	2	2.1978	0	0	0	22	24.1758
scaffold_17	54452	43.79	1	82	1.51	0.469	0.295	0.577	227.51	165.00	0.10	0	0.0000	0	0.0000	0	0	0	29	35.3659
scaffold_18	53336	45.74	1	84	1.57	0.423	0.288	0.826	236.79	151.00	0.06	0	0.0000	0	0.0000	0	0	0	13	15.4762
scaffold_19	51532	43.94	1	62	1.20	0.611	0.333	0.378	259.50	168.50	0.11	0	0.0000	0	0.0000	0	0	0	10	16.1290
scaffold_20	49463	45.03	1	66	1.33	0.467	0.240	1.200	324.02	140.00	0.11	0	0.0000	1	1.5152	0	1	0	13	19.6970
scaffold_21	45646	46.14	1	73	1.60	0.367	0.297	0.659	293.08	174.00	0.07	0	0.0000	3	4.1096	0	0	0	9	12.3288
scaffold_22	44678	46.60	1	64	1.43	0.481	0.309	1.000	235.30	151.00	0.05	0	0.0000	0	0.0000	0	0	0	10	15.6250
scaffold_23	44621	45.85	1	61	1.37	0.428	0.273	0.968	364.13	143.50	0.11	0	0.0000	0	0.0000	0	0	0	16	26.2295
scaffold_24	44199	45.01	1	66	1.49	0.449	0.386	1.200	280.80	142.50	0.12	0	0.0000	0	0.0000	0	0	0	15	22.7273
scaffold_25	41004	46.36	1	65	1.59	0.411	0.300	0.912	264.13	135.00	0.14	0	0.0000	2	3.0769	0	0	0	7	10.7692
