ID	LENGTH	GC	COVERAGE	ORF_COUNT	ORF_PER_KB	ORF_MEAN	ORF_MEDIAN	ORF_PLUS_STRAND_RATIO	INTERGENIC_MEAN	INTERGENIC_MEDIAN	FRACTION_OVERLAPPING_ORFS	NCLDV_HITS	NCLDV_PERCENT	NCVOG_HITS	NCVOG_PERCENT	CAPSID	RIBOSOMAL	MT	PFAM_HITS	PFAM_PERCENT
scaffold_1	72824	40.14	1	77	1.06	0.577	0.447	1.265	396.75	243.00	0.06	0	0.0000	2	2.5974	0	0	0	19	24.6753
scaffold_2	59772	39.74	1	60	1.00	0.517	0.395	2.000	516.59	380.50	0.07	0	0.0000	5	8.3333	0	0	0	25	41.6667
scaffold_3	59560	38.18	1	47	0.79	0.570	0.384	0.382	709.71	532.00	0.02	0	0.0000	2	4.2553	0	0	0	7	14.8936
scaffold_4	51334	39.22	1	69	1.34	0.476	0.375	1.875	290.33	210.00	0.09	0	0.0000	0	0.0000	0	0	0	14	20.2899
scaffold_5	50053	40.54	1	55	1.10	0.633	0.366	0.486	305.78	166.50	0.07	0	0.0000	1	1.8182	0	0	0	22	40.0000
scaffold_6	49397	40.74	1	64	1.30	0.565	0.411	0.422	339.78	179.00	0.33	0	0.0000	1	1.5625	0	0	0	10	15.6250
scaffold_7	49205	40.13	1	65	1.32	0.396	0.321	0.625	420.47	136.00	0.09	0	0.0000	3	4.6154	0	0	0	18	27.6923
scaffold_8	48954	39.65	1	55	1.12	0.484	0.336	1.115	448.78	306.00	0.07	0	0.0000	1	1.8182	0	0	0	21	38.1818
scaffold_9	47889	38.00	1	50	1.04	0.413	0.364	1.000	564.94	452.50	0.04	0	0.0000	3	6.0000	0	0	0	19	38.0000
scaffold_10	47059	40.47	1	39	0.83	0.855	0.588	0.773	386.64	161.50	0.03	0	0.0000	1	2.5641	0	0	0	11	28.2051
scaffold_11	46798	38.99	1	53	1.13	0.536	0.387	2.312	349.63	165.00	0.08	0	0.0000	0	0.0000	0	0	0	16	30.1887
scaffold_12	46045	38.13	1	37	0.80	0.558	0.426	0.762	724.00	337.00	0.05	0	0.0000	2	5.4054	0	0	0	7	18.9189
scaffold_13	45795	38.75	1	59	1.29	0.504	0.438	0.735	312.38	221.50	0.12	0	0.0000	1	1.6949	0	0	0	15	25.4237
scaffold_14	45738	40.42	1	55	1.20	0.485	0.405	0.618	393.69	226.00	0.05	0	0.0000	6	10.9091	0	0	0	18	32.7273
scaffold_15	45575	40.88	1	55	1.21	0.421	0.321	1.200	454.90	291.00	0.05	0	0.0000	2	3.6364	0	0	0	15	27.2727
scaffold_16	43937	39.77	1	56	1.27	0.438	0.338	1.000	403.02	270.00	0.09	0	0.0000	0	0.0000	0	0	0	16	28.5714
scaffold_17	43687	39.29	1	39	0.89	0.693	0.534	0.393	478.29	311.00	0.08	0	0.0000	3	7.6923	0	0	0	18	46.1538
scaffold_18	43130	39.04	1	60	1.39	0.397	0.306	1.000	361.46	215.50	0.08	0	0.0000	0	0.0000	0	0	0	6	10.0000
scaffold_19	42590	38.48	1	52	1.22	0.522	0.332	0.625	350.09	206.00	0.10	0	0.0000	0	0.0000	0	0	0	15	28.8462
scaffold_20	41355	39.03	1	58	1.40	0.469	0.358	0.657	264.48	126.00	0.07	0	0.0000	0	0.0000	0	0	0	10	17.2414
scaffold_21	41347	37.62	1	52	1.26	0.407	0.303	0.793	472.28	311.00	0.17	0	0.0000	0	0.0000	0	0	0	11	21.1538
