ID	LENGTH	GC	COVERAGE	ORF_COUNT	ORF_PER_KB	ORF_MEAN	ORF_MEDIAN	ORF_PLUS_STRAND_RATIO	INTERGENIC_MEAN	INTERGENIC_MEDIAN	FRACTION_OVERLAPPING_ORFS	NCLDV_HITS	NCLDV_PERCENT	NCVOG_HITS	NCVOG_PERCENT	CAPSID	RIBOSOMAL	MT	PFAM_HITS	PFAM_PERCENT
scaffold_1	182390	49.29	1	221	1.21	0.411	0.279	0.826	446.33	242.00	0.04	0	0.0000	0	0.0000	0	0	0	33	14.9321
scaffold_2	119818	49.17	1	176	1.47	0.348	0.255	0.892	387.90	230.00	0.10	1	0.5682	3	1.7045	0	0	0	30	17.0455
scaffold_3	118513	48.94	1	171	1.44	0.354	0.270	0.660	380.98	270.00	0.08	0	0.0000	4	2.3392	0	0	0	36	21.0526
scaffold_4	116851	49.26	1	147	1.26	0.421	0.294	1.262	431.25	310.00	0.09	0	0.0000	2	1.3605	0	0	0	33	22.4490
scaffold_5	112371	49.19	1	147	1.31	0.387	0.261	0.934	425.21	281.00	0.07	0	0.0000	2	1.3605	0	0	0	24	16.3265
scaffold_6	110727	49.29	1	140	1.26	0.420	0.321	1.154	433.33	297.50	0.09	0	0.0000	0	0.0000	0	0	0	43	30.7143
scaffold_7	107862	49.51	1	139	1.29	0.396	0.309	1.242	411.25	262.50	0.10	0	0.0000	1	0.7194	0	0	0	18	12.9496
scaffold_8	106501	49.12	1	152	1.43	0.369	0.276	0.767	376.24	201.00	0.08	0	0.0000	2	1.3158	0	0	0	27	17.7632
scaffold_9	103009	49.17	1	119	1.16	0.403	0.276	0.831	519.66	249.00	0.08	0	0.0000	0	0.0000	0	0	0	15	12.6050
scaffold_10	101018	49.77	1	134	1.33	0.424	0.282	1.233	381.31	268.00	0.09	0	0.0000	3	2.2388	0	0	0	38	28.3582
scaffold_11	98465	49.31	1	138	1.40	0.321	0.240	0.747	466.47	243.50	0.09	0	0.0000	1	0.7246	0	0	0	22	15.9420
scaffold_12	98190	49.61	1	116	1.18	0.508	0.323	1.109	386.42	252.00	0.09	0	0.0000	2	1.7241	0	0	0	11	9.4828
scaffold_13	96163	49.47	1	129	1.34	0.429	0.306	1.150	368.76	223.00	0.06	0	0.0000	2	1.5504	0	0	0	28	21.7054
scaffold_14	96121	50.00	1	106	1.10	0.494	0.280	1.000	456.91	260.00	0.06	0	0.0000	3	2.8302	0	0	0	25	23.5849
scaffold_15	95561	49.42	1	150	1.57	0.320	0.249	1.174	378.90	168.50	0.12	0	0.0000	0	0.0000	0	0	0	22	14.6667
scaffold_16	92744	45.30	1	97	1.05	0.486	0.303	0.732	533.50	353.00	0.09	0	0.0000	5	5.1546	0	0	0	16	16.4948
scaffold_17	90067	49.39	1	115	1.28	0.387	0.285	0.597	472.72	257.50	0.08	0	0.0000	3	2.6087	0	0	0	27	23.4783
scaffold_18	89155	49.73	1	120	1.35	0.471	0.304	1.449	307.08	190.50	0.08	0	0.0000	5	4.1667	0	0	0	18	15.0000
scaffold_19	88964	49.46	1	112	1.26	0.345	0.272	0.836	505.75	277.00	0.07	0	0.0000	2	1.7857	0	0	0	16	14.2857
scaffold_20	88841	49.03	1	115	1.29	0.396	0.321	1.738	412.98	217.50	0.04	0	0.0000	2	1.7391	0	0	0	26	22.6087
scaffold_21	87819	48.37	1	113	1.29	0.418	0.327	0.948	399.93	269.50	0.06	0	0.0000	4	3.5398	0	0	0	19	16.8142
scaffold_22	85966	49.22	1	118	1.37	0.344	0.267	0.873	434.85	217.50	0.08	0	0.0000	1	0.8475	0	0	0	13	11.0169
scaffold_23	85417	47.60	1	115	1.35	0.300	0.249	0.742	494.56	260.00	0.05	0	0.0000	0	0.0000	0	0	0	4	3.4783
scaffold_24	84723	49.21	1	117	1.38	0.360	0.282	1.167	411.79	260.00	0.06	0	0.0000	4	3.4188	0	0	0	27	23.0769
scaffold_25	83861	49.55	1	105	1.25	0.452	0.315	0.944	396.91	221.00	0.10	0	0.0000	4	3.8095	0	0	0	20	19.0476
scaffold_26	83065	49.34	1	114	1.37	0.388	0.289	0.781	381.26	274.50	0.07	0	0.0000	3	2.6316	0	0	0	31	27.1930
scaffold_27	82608	48.82	1	101	1.22	0.369	0.294	2.061	505.34	358.00	0.07	0	0.0000	0	0.0000	0	0	0	22	21.7822
