ID	LENGTH	GC	COVERAGE	ORF_COUNT	ORF_PER_KB	ORF_MEAN	ORF_MEDIAN	ORF_PLUS_STRAND_RATIO	INTERGENIC_MEAN	INTERGENIC_MEDIAN	FRACTION_OVERLAPPING_ORFS	NCLDV_HITS	NCLDV_PERCENT	NCVOG_HITS	NCVOG_PERCENT	CAPSID	RIBOSOMAL	MT	PFAM_HITS	PFAM_PERCENT
scaffold_1	171620	50.10	1	238	1.39	0.484	0.381	0.526	265.06	161.00	0.08	0	0.0000	10	4.2017	0	0	0	63	26.4706
scaffold_2	154326	50.97	1	219	1.42	0.485	0.372	0.904	271.08	164.00	0.13	0	0.0000	8	3.6530	0	0	0	52	23.7443
scaffold_3	153365	49.90	1	210	1.37	0.471	0.349	1.658	309.64	209.00	0.10	0	0.0000	3	1.4286	0	0	0	33	15.7143
scaffold_4	136805	49.93	1	202	1.48	0.390	0.285	1.104	335.29	212.50	0.10	0	0.0000	2	0.9901	0	0	0	32	15.8416
scaffold_5	127345	50.81	1	188	1.48	0.411	0.330	0.567	302.54	165.50	0.09	0	0.0000	2	1.0638	0	0	0	26	13.8298
scaffold_6	122827	51.55	1	173	1.41	0.505	0.387	0.648	257.40	173.00	0.11	0	0.0000	7	4.0462	0	0	0	33	19.0751
scaffold_7	119155	49.70	1	142	1.19	0.517	0.420	0.327	354.59	192.00	0.05	0	0.0000	2	1.4085	0	0	0	38	26.7606
scaffold_8	118590	48.95	1	169	1.43	0.483	0.363	0.724	258.46	154.00	0.11	6	3.5503	8	4.7337	0	0	0	23	13.6095
scaffold_9	118455	51.32	1	164	1.38	0.473	0.354	0.843	305.36	184.00	0.10	0	0.0000	3	1.8293	0	0	0	27	16.4634
scaffold_10	112316	50.06	1	169	1.50	0.465	0.330	1.167	239.91	146.00	0.09	0	0.0000	0	0.0000	0	0	0	37	21.8935
scaffold_11	109069	50.69	1	174	1.60	0.426	0.345	0.812	239.81	150.00	0.10	0	0.0000	6	3.4483	0	0	0	20	11.4943
scaffold_12	107319	49.72	1	152	1.42	0.446	0.348	0.727	316.74	182.00	0.12	0	0.0000	2	1.3158	0	0	0	27	17.7632
scaffold_13	104529	50.47	1	132	1.26	0.502	0.409	0.630	329.25	217.00	0.08	0	0.0000	3	2.2727	0	0	0	36	27.2727
scaffold_14	103091	50.00	1	144	1.40	0.454	0.361	1.028	304.29	184.50	0.11	0	0.0000	10	6.9444	0	0	0	18	12.5000
scaffold_15	100362	50.30	1	155	1.54	0.443	0.312	0.914	245.01	165.00	0.10	0	0.0000	15	9.6774	0	0	0	39	25.1613
scaffold_16	97640	50.80	1	134	1.37	0.432	0.318	1.233	341.02	234.00	0.07	0	0.0000	4	2.9851	0	0	0	42	31.3433
scaffold_17	96123	50.98	1	159	1.65	0.420	0.336	0.674	219.64	149.50	0.08	0	0.0000	6	3.7736	0	0	0	30	18.8679
scaffold_18	90441	49.87	1	119	1.32	0.441	0.387	0.983	358.42	163.50	0.08	0	0.0000	6	5.0420	0	0	0	33	27.7311
scaffold_19	88117	50.59	1	114	1.29	0.498	0.350	1.111	300.64	209.00	0.07	0	0.0000	4	3.5088	0	0	0	17	14.9123
scaffold_20	87358	49.84	1	117	1.34	0.515	0.408	1.340	278.73	145.00	0.10	0	0.0000	2	1.7094	0	0	0	25	21.3675
scaffold_21	85481	51.42	1	121	1.42	0.526	0.399	1.420	224.28	150.00	0.13	0	0.0000	2	1.6529	0	0	0	49	40.4959
scaffold_22	85127	52.16	1	109	1.28	0.507	0.357	0.817	296.80	215.00	0.06	3	2.7523	4	3.6697	0	0	0	24	22.0183
scaffold_23	82538	53.16	1	122	1.48	0.509	0.314	1.140	207.60	130.50	0.12	0	0.0000	0	0.0000	0	0	0	17	13.9344
scaffold_24	82535	52.01	1	119	1.44	0.496	0.339	0.608	228.64	97.00	0.08	0	0.0000	3	2.5210	0	0	0	12	10.0840
scaffold_25	79347	50.49	1	119	1.50	0.412	0.351	0.653	317.68	211.00	0.13	0	0.0000	3	2.5210	0	0	0	22	18.4874
scaffold_26	79293	51.01	1	129	1.63	0.426	0.333	1.081	227.19	142.00	0.13	0	0.0000	0	0.0000	0	0	0	13	10.0775
scaffold_27	79270	52.48	1	125	1.58	0.448	0.402	1.155	251.35	165.00	0.19	0	0.0000	0	0.0000	0	0	0	28	22.4000
scaffold_28	76748	48.43	1	119	1.55	0.462	0.420	1.479	215.20	101.00	0.11	0	0.0000	2	1.6807	0	1	0	29	24.3697
scaffold_29	75932	49.21	1	121	1.59	0.389	0.333	0.494	263.39	201.00	0.07	0	0.0000	8	6.6116	0	0	0	27	22.3140
scaffold_30	75779	49.99	1	115	1.52	0.429	0.309	1.300	271.48	182.00	0.10	0	0.0000	3	2.6087	0	0	0	12	10.4348
scaffold_31	74573	50.75	1	101	1.35	0.548	0.369	1.149	255.84	140.00	0.16	0	0.0000	4	3.9604	0	0	0	27	26.7327
scaffold_32	74329	50.60	1	126	1.70	0.419	0.298	1.000	210.20	116.00	0.12	0	0.0000	0	0.0000	0	0	0	25	19.8413
scaffold_33	72661	51.19	1	82	1.13	0.584	0.432	0.708	346.67	215.00	0.05	0	0.0000	7	8.5366	0	0	0	22	26.8293
scaffold_34	72549	50.01	1	113	1.56	0.385	0.291	0.687	288.22	133.50	0.05	0	0.0000	5	4.4248	0	0	0	14	12.3894
scaffold_35	70972	49.88	1	103	1.45	0.418	0.306	1.146	301.91	202.00	0.05	0	0.0000	7	6.7961	0	0	0	17	16.5049
scaffold_36	70366	50.56	1	105	1.49	0.451	0.345	1.625	237.15	140.50	0.07	0	0.0000	0	0.0000	0	0	0	21	20.0000
scaffold_37	69207	51.60	1	105	1.52	0.451	0.318	1.100	243.28	167.50	0.10	0	0.0000	4	3.8095	0	0	0	24	22.8571
scaffold_38	68686	51.19	1	93	1.35	0.404	0.303	1.067	400.34	226.00	0.11	0	0.0000	1	1.0753	0	0	0	12	12.9032
scaffold_39	67427	51.12	1	101	1.50	0.440	0.336	1.020	272.99	265.00	0.08	0	0.0000	5	4.9505	0	0	0	13	12.8713
scaffold_40	66102	50.29	1	84	1.27	0.569	0.384	1.400	273.46	205.00	0.17	0	0.0000	3	3.5714	0	0	0	16	19.0476
scaffold_41	64948	51.33	1	86	1.32	0.485	0.321	1.263	313.55	182.50	0.06	0	0.0000	1	1.1628	0	0	0	11	12.7907
scaffold_42	64854	50.31	1	107	1.65	0.431	0.297	0.354	212.74	132.50	0.14	0	0.0000	6	5.6075	0	0	0	15	14.0187
scaffold_43	62157	48.62	1	78	1.25	0.467	0.372	1.438	387.09	187.00	0.09	0	0.0000	0	0.0000	0	0	0	18	23.0769
scaffold_44	61589	51.32	1	87	1.41	0.481	0.351	1.023	250.94	178.00	0.10	0	0.0000	0	0.0000	0	0	0	19	21.8391
scaffold_45	61567	49.71	1	83	1.35	0.437	0.354	1.594	374.55	213.00	0.12	0	0.0000	3	3.6145	0	0	0	18	21.6867
scaffold_46	61129	49.58	1	70	1.15	0.518	0.392	0.795	407.45	200.00	0.07	0	0.0000	0	0.0000	0	0	0	8	11.4286
scaffold_47	60426	51.22	1	91	1.51	0.499	0.330	0.655	201.84	143.00	0.12	0	0.0000	0	0.0000	0	0	0	14	15.3846
scaffold_48	60133	51.72	1	99	1.65	0.410	0.291	0.833	230.05	121.00	0.08	0	0.0000	1	1.0101	0	0	0	17	17.1717
scaffold_49	60120	51.01	1	77	1.28	0.536	0.447	1.026	266.90	154.00	0.05	0	0.0000	9	11.6883	0	0	0	18	23.3766
scaffold_50	59569	49.52	1	88	1.48	0.429	0.332	0.913	292.19	192.00	0.07	0	0.0000	0	0.0000	0	0	0	15	17.0455
scaffold_51	59323	49.54	1	71	1.20	0.516	0.366	0.821	347.84	235.00	0.07	0	0.0000	2	2.8169	0	0	0	15	21.1268
scaffold_52	59251	48.43	1	92	1.55	0.378	0.318	1.000	304.65	157.00	0.10	0	0.0000	1	1.0870	0	0	0	18	19.5652
scaffold_53	58983	49.51	1	68	1.15	0.541	0.357	0.659	341.57	291.00	0.01	0	0.0000	0	0.0000	0	0	0	34	50.0000
scaffold_54	58982	50.32	1	90	1.53	0.446	0.355	0.667	274.85	205.50	0.13	0	0.0000	2	2.2222	0	0	0	20	22.2222
scaffold_55	58504	50.43	1	103	1.76	0.396	0.306	0.493	213.33	129.50	0.14	0	0.0000	1	0.9709	0	0	0	21	20.3883
scaffold_56	58371	50.39	1	94	1.61	0.392	0.304	1.611	258.98	149.00	0.10	0	0.0000	3	3.1915	0	0	0	18	19.1489
scaffold_57	58368	50.36	1	80	1.37	0.426	0.291	0.739	347.37	148.00	0.06	0	0.0000	1	1.2500	0	0	0	14	17.5000
scaffold_58	57177	51.54	1	87	1.52	0.462	0.360	0.450	255.36	129.00	0.17	0	0.0000	4	4.5977	0	0	0	19	21.8391
scaffold_59	57135	50.22	1	87	1.52	0.393	0.312	1.023	316.80	176.50	0.11	0	0.0000	0	0.0000	0	0	0	16	18.3908
scaffold_60	57018	49.20	1	75	1.32	0.512	0.396	0.596	299.48	188.00	0.11	0	0.0000	2	2.6667	0	0	0	18	24.0000
scaffold_61	56083	50.17	1	78	1.39	0.457	0.324	1.294	302.75	177.00	0.09	0	0.0000	6	7.6923	0	0	0	13	16.6667
scaffold_62	55488	50.47	1	77	1.39	0.428	0.375	0.878	354.14	238.50	0.13	0	0.0000	4	5.1948	0	0	0	11	14.2857
scaffold_63	55190	50.65	1	76	1.38	0.547	0.399	0.900	224.14	92.00	0.14	0	0.0000	2	2.6316	0	0	0	13	17.1053
scaffold_64	55105	49.64	1	68	1.23	0.462	0.315	1.125	434.39	218.50	0.12	0	0.0000	2	2.9412	0	0	0	15	22.0588
scaffold_65	54554	48.60	1	78	1.43	0.418	0.321	1.000	340.42	244.50	0.14	0	0.0000	2	2.5641	0	0	0	16	20.5128
scaffold_66	53396	51.41	1	79	1.48	0.443	0.279	1.633	250.16	185.00	0.04	0	0.0000	0	0.0000	0	0	0	15	18.9873
scaffold_67	52891	51.22	1	76	1.44	0.470	0.342	0.490	292.25	220.00	0.17	0	0.0000	0	0.0000	0	0	0	10	13.1579
scaffold_68	52561	50.78	1	90	1.71	0.399	0.310	0.915	221.41	146.50	0.09	0	0.0000	3	3.3333	0	0	0	12	13.3333
scaffold_69	52132	52.37	1	81	1.55	0.545	0.381	1.250	153.58	82.00	0.25	0	0.0000	0	0.0000	0	0	0	7	8.6420
scaffold_70	52013	51.65	1	66	1.27	0.583	0.411	0.610	239.14	160.50	0.12	0	0.0000	3	4.5455	0	0	0	18	27.2727
scaffold_71	51808	49.43	1	78	1.51	0.392	0.303	1.167	307.77	197.00	0.08	0	0.0000	5	6.4103	0	0	0	17	21.7949
scaffold_72	51653	50.48	1	83	1.61	0.470	0.378	0.660	194.83	120.00	0.18	0	0.0000	1	1.2048	0	0	0	30	36.1446
scaffold_73	51301	50.37	1	84	1.64	0.413	0.348	0.909	227.75	111.00	0.10	0	0.0000	1	1.1905	0	0	0	11	13.0952
