ID	LENGTH	GC	COVERAGE	ORF_COUNT	ORF_PER_KB	ORF_MEAN	ORF_MEDIAN	ORF_PLUS_STRAND_RATIO	INTERGENIC_MEAN	INTERGENIC_MEDIAN	FRACTION_OVERLAPPING_ORFS	NCLDV_HITS	NCLDV_PERCENT	NCVOG_HITS	NCVOG_PERCENT	CAPSID	RIBOSOMAL	MT	PFAM_HITS	PFAM_PERCENT
scaffold_1	257584	48.34	1	336	1.30	0.514	0.398	0.816	297.55	158.50	0.11	3	0.8929	18	5.3571	0	0	0	90	26.7857
scaffold_2	227911	48.02	1	280	1.23	0.604	0.458	0.918	252.44	158.00	0.12	0	0.0000	11	3.9286	0	0	0	85	30.3571
scaffold_3	222701	48.08	1	283	1.27	0.518	0.426	0.979	308.69	205.50	0.08	0	0.0000	7	2.4735	0	0	0	90	31.8021
scaffold_4	214420	48.22	1	250	1.17	0.538	0.430	1.119	373.07	225.00	0.08	0	0.0000	8	3.2000	0	0	0	72	28.8000
scaffold_5	212238	47.06	1	279	1.31	0.514	0.417	0.898	294.25	190.00	0.11	0	0.0000	8	2.8674	0	0	0	82	29.3907
scaffold_6	204249	47.00	1	255	1.25	0.577	0.447	1.024	268.62	181.00	0.12	0	0.0000	10	3.9216	0	1	0	54	21.1765
scaffold_7	204178	48.24	1	262	1.28	0.558	0.441	1.063	262.59	178.00	0.13	0	0.0000	12	4.5802	0	0	0	89	33.9695
scaffold_8	196501	47.65	1	236	1.20	0.580	0.404	0.919	289.67	162.00	0.10	0	0.0000	9	3.8136	0	0	0	69	29.2373
scaffold_9	175905	46.60	1	213	1.21	0.613	0.462	0.590	262.62	152.00	0.15	0	0.0000	5	2.3474	0	0	0	58	27.2300
scaffold_10	170043	48.19	1	221	1.30	0.513	0.384	1.046	304.61	203.00	0.12	0	0.0000	6	2.7149	0	0	0	68	30.7692
scaffold_11	169023	48.16	1	237	1.40	0.530	0.399	0.852	233.95	139.00	0.16	0	0.0000	12	5.0633	0	0	0	59	24.8945
scaffold_12	163403	47.50	1	226	1.38	0.465	0.372	1.000	298.29	188.00	0.12	0	0.0000	7	3.0973	0	0	0	59	26.1062
scaffold_13	154501	46.40	1	204	1.32	0.500	0.427	1.372	308.65	174.00	0.12	0	0.0000	11	5.3922	0	0	0	66	32.3529
scaffold_14	151551	49.13	1	191	1.26	0.514	0.405	0.736	307.34	195.50	0.07	0	0.0000	12	6.2827	0	0	0	60	31.4136
scaffold_15	150738	48.96	1	184	1.22	0.515	0.389	1.190	364.94	221.50	0.10	0	0.0000	3	1.6304	0	0	0	52	28.2609
scaffold_16	148439	47.49	1	181	1.22	0.546	0.411	0.810	305.37	208.00	0.07	0	0.0000	7	3.8674	0	0	0	62	34.2541
scaffold_17	145059	48.69	1	195	1.34	0.505	0.387	1.031	296.78	191.00	0.17	0	0.0000	3	1.5385	0	0	0	57	29.2308
scaffold_18	143088	48.92	1	188	1.31	0.497	0.380	0.635	304.57	164.00	0.10	0	0.0000	5	2.6596	0	0	0	43	22.8723
scaffold_19	135769	47.78	1	164	1.21	0.580	0.432	1.645	294.07	179.00	0.12	0	0.0000	3	1.8293	0	0	0	51	31.0976
scaffold_20	135302	48.33	1	175	1.29	0.585	0.468	1.160	224.56	136.50	0.10	0	0.0000	2	1.1429	0	0	0	42	24.0000
scaffold_21	131414	48.98	1	151	1.15	0.616	0.414	0.819	288.35	196.00	0.08	0	0.0000	2	1.3245	0	0	0	50	33.1126
scaffold_22	130474	48.81	1	154	1.18	0.540	0.381	1.081	333.45	205.00	0.07	0	0.0000	5	3.2468	0	0	0	49	31.8182
scaffold_23	129125	48.66	1	165	1.28	0.507	0.411	0.701	337.34	183.00	0.15	0	0.0000	2	1.2121	0	0	0	49	29.6970
scaffold_24	124104	49.95	1	167	1.35	0.469	0.348	1.352	325.64	202.50	0.12	0	0.0000	3	1.7964	0	0	0	44	26.3473
scaffold_25	122934	48.82	1	168	1.37	0.464	0.342	0.680	327.51	197.00	0.14	0	0.0000	1	0.5952	0	0	0	41	24.4048
scaffold_26	121939	50.60	1	141	1.16	0.642	0.525	0.549	283.90	195.00	0.14	0	0.0000	5	3.5461	0	0	0	37	26.2411
scaffold_27	121241	47.18	1	143	1.18	0.560	0.450	0.907	343.73	218.00	0.10	0	0.0000	8	5.5944	0	0	0	40	27.9720
scaffold_28	119312	49.12	1	158	1.32	0.537	0.408	1.590	258.33	169.00	0.13	5	3.1646	7	4.4304	0	0	0	57	36.0759
scaffold_29	118775	47.62	1	146	1.23	0.557	0.418	1.086	300.33	168.00	0.11	0	0.0000	1	0.6849	0	0	0	44	30.1370
