ID	LENGTH	GC	COVERAGE	ORF_COUNT	ORF_PER_KB	ORF_MEAN	ORF_MEDIAN	ORF_PLUS_STRAND_RATIO	INTERGENIC_MEAN	INTERGENIC_MEDIAN	FRACTION_OVERLAPPING_ORFS	NCLDV_HITS	NCLDV_PERCENT	NCVOG_HITS	NCVOG_PERCENT	CAPSID	RIBOSOMAL	MT	PFAM_HITS	PFAM_PERCENT
scaffold_1	281512	39.70	1	342	1.21	0.483	0.314	0.839	381.08	211.00	0.09	0	0.0000	13	3.8012	0	0	0	91	26.6082
scaffold_2	195916	38.76	1	246	1.26	0.436	0.292	0.907	404.91	249.00	0.08	0	0.0000	9	3.6585	0	0	0	57	23.1707
scaffold_3	170772	38.73	1	214	1.25	0.460	0.304	1.184	374.74	247.00	0.08	0	0.0000	7	3.2710	0	0	0	52	24.2991
scaffold_4	155409	38.67	1	181	1.16	0.494	0.300	0.946	390.63	239.50	0.08	0	0.0000	5	2.7624	0	0	0	55	30.3867
scaffold_5	148682	39.14	1	195	1.31	0.470	0.279	1.031	329.76	209.00	0.08	0	0.0000	6	3.0769	0	0	0	42	21.5385
scaffold_6	140641	39.66	1	157	1.12	0.568	0.384	0.635	358.14	219.00	0.07	0	0.0000	3	1.9108	0	0	0	50	31.8471
scaffold_7	138903	38.77	1	189	1.36	0.410	0.270	0.800	357.16	261.00	0.06	0	0.0000	4	2.1164	0	0	0	42	22.2222
scaffold_8	137896	39.72	1	148	1.07	0.586	0.390	0.947	362.48	241.00	0.03	0	0.0000	5	3.3784	0	0	0	47	31.7568
scaffold_9	132960	39.36	1	177	1.33	0.418	0.276	1.107	378.02	227.50	0.10	0	0.0000	3	1.6949	0	0	0	43	24.2938
scaffold_10	130467	39.62	1	150	1.15	0.564	0.369	1.000	324.44	164.00	0.03	3	2.0000	10	6.6667	0	0	0	40	26.6667
scaffold_11	130132	39.49	1	140	1.08	0.594	0.358	0.818	364.59	238.50	0.06	0	0.0000	5	3.5714	0	0	0	40	28.5714
scaffold_12	129657	38.88	1	155	1.20	0.465	0.309	0.867	409.65	180.00	0.07	0	0.0000	4	2.5806	0	0	0	56	36.1290
scaffold_13	127900	38.81	1	174	1.36	0.400	0.288	0.832	398.34	239.00	0.13	0	0.0000	5	2.8736	0	0	0	45	25.8621
scaffold_14	123885	38.91	1	147	1.19	0.472	0.279	0.531	419.27	234.00	0.08	0	0.0000	6	4.0816	0	0	0	33	22.4490
scaffold_15	123065	38.89	1	176	1.43	0.418	0.318	1.228	318.85	227.00	0.07	0	0.0000	2	1.1364	0	0	0	42	23.8636
scaffold_16	121170	38.01	1	158	1.30	0.442	0.276	1.225	368.57	213.00	0.09	0	0.0000	2	1.2658	0	0	0	31	19.6203
scaffold_17	120267	38.33	1	159	1.32	0.404	0.267	0.871	396.35	194.00	0.09	0	0.0000	4	2.5157	0	0	0	38	23.8994
scaffold_18	119218	39.96	1	145	1.22	0.582	0.345	1.197	260.38	146.50	0.08	0	0.0000	4	2.7586	0	0	0	50	34.4828
scaffold_19	117654	39.53	1	145	1.23	0.497	0.339	1.042	354.93	242.00	0.08	0	0.0000	3	2.0690	0	0	0	41	28.2759
scaffold_20	117000	38.94	1	149	1.27	0.454	0.306	0.817	383.52	236.00	0.11	0	0.0000	4	2.6846	0	0	0	38	25.5034
scaffold_21	116980	39.45	1	136	1.16	0.459	0.301	0.744	434.46	311.00	0.07	0	0.0000	4	2.9412	0	0	0	46	33.8235
scaffold_22	112797	39.76	1	135	1.20	0.484	0.330	0.985	383.59	203.00	0.07	0	0.0000	4	2.9630	0	0	0	28	20.7407
scaffold_23	111672	38.83	1	125	1.12	0.492	0.327	1.049	429.02	244.00	0.04	0	0.0000	6	4.8000	0	0	0	36	28.8000
scaffold_24	110137	39.30	1	124	1.13	0.533	0.348	1.431	389.64	175.50	0.08	0	0.0000	4	3.2258	0	0	0	31	25.0000
scaffold_25	108478	38.67	1	159	1.47	0.376	0.279	0.787	350.09	205.00	0.11	0	0.0000	3	1.8868	0	0	0	35	22.0126
scaffold_26	105027	39.54	1	99	0.94	0.637	0.372	0.941	444.74	256.00	0.07	0	0.0000	2	2.0202	0	0	0	35	35.3535
scaffold_27	104519	39.04	1	139	1.33	0.411	0.273	0.675	373.61	249.00	0.10	0	0.0000	9	6.4748	0	0	0	38	27.3381
scaffold_28	101597	38.91	1	154	1.52	0.379	0.279	0.387	315.33	206.00	0.08	0	0.0000	8	5.1948	0	0	0	48	31.1688
scaffold_29	100803	39.94	1	123	1.22	0.525	0.357	0.892	327.59	189.50	0.07	0	0.0000	1	0.8130	0	0	0	35	28.4553
scaffold_30	97847	39.15	1	142	1.45	0.415	0.288	0.945	306.89	180.00	0.07	0	0.0000	6	4.2254	0	0	0	31	21.8310
scaffold_31	95057	38.40	1	130	1.37	0.442	0.295	0.733	310.61	168.00	0.07	0	0.0000	4	3.0769	0	0	0	29	22.3077
scaffold_32	93124	39.53	1	114	1.22	0.492	0.295	0.839	376.43	217.00	0.10	0	0.0000	6	5.2632	0	0	0	33	28.9474
scaffold_33	93060	39.87	1	111	1.19	0.549	0.327	0.947	330.33	197.00	0.11	0	0.0000	5	4.5045	0	0	0	31	27.9279
scaffold_34	92593	38.39	1	117	1.26	0.411	0.291	1.388	411.76	277.00	0.05	0	0.0000	0	0.0000	0	0	0	26	22.2222
scaffold_35	90142	38.97	1	114	1.26	0.395	0.283	2.353	442.02	241.00	0.11	0	0.0000	5	4.3860	0	0	0	43	37.7193
scaffold_36	89945	39.05	1	127	1.41	0.418	0.309	0.789	315.72	202.50	0.07	0	0.0000	2	1.5748	0	0	0	32	25.1969
scaffold_37	89745	38.97	1	105	1.17	0.423	0.297	0.544	471.54	256.00	0.06	0	0.0000	3	2.8571	0	0	0	21	20.0000
scaffold_38	87961	39.70	1	100	1.14	0.571	0.435	1.128	345.28	213.00	0.09	0	0.0000	5	5.0000	0	0	0	23	23.0000
scaffold_39	86718	38.35	1	119	1.37	0.402	0.273	0.676	357.14	197.00	0.03	0	0.0000	4	3.3613	0	0	0	38	31.9328
scaffold_40	86300	38.95	1	98	1.14	0.491	0.298	1.970	419.80	302.50	0.05	0	0.0000	3	3.0612	0	0	0	23	23.4694
scaffold_41	86068	39.22	1	106	1.23	0.478	0.321	1.409	381.71	241.50	0.08	0	0.0000	3	2.8302	0	0	0	23	21.6981
scaffold_42	85067	39.38	1	87	1.02	0.566	0.324	1.071	440.06	214.00	0.07	0	0.0000	2	2.2989	0	0	0	22	25.2874
scaffold_43	84662	39.83	1	101	1.19	0.483	0.288	0.741	368.35	299.00	0.05	0	0.0000	4	3.9604	0	0	0	19	18.8119
scaffold_44	83608	38.96	1	113	1.35	0.477	0.351	0.766	294.82	165.00	0.10	0	0.0000	3	2.6549	0	0	0	31	27.4336
scaffold_45	83340	38.38	1	117	1.40	0.438	0.285	0.950	314.39	165.00	0.09	0	0.0000	0	0.0000	0	0	0	30	25.6410
