ID	LENGTH	GC	COVERAGE	ORF_COUNT	ORF_PER_KB	ORF_MEAN	ORF_MEDIAN	ORF_PLUS_STRAND_RATIO	INTERGENIC_MEAN	INTERGENIC_MEDIAN	FRACTION_OVERLAPPING_ORFS	NCLDV_HITS	NCLDV_PERCENT	NCVOG_HITS	NCVOG_PERCENT	CAPSID	RIBOSOMAL	MT	PFAM_HITS	PFAM_PERCENT
scaffold_1	476773	37.73	1	546	1.15	0.606	0.447	1.167	297.85	163.00	0.09	1	0.1832	28	5.1282	0	0	0	259	47.4359
scaffold_2	413543	38.37	1	508	1.23	0.562	0.417	1.008	279.27	141.00	0.08	3	0.5906	33	6.4961	0	0	0	241	47.4409
scaffold_3	396169	38.18	1	460	1.16	0.588	0.477	1.421	293.09	175.00	0.06	0	0.0000	37	8.0435	0	0	0	180	39.1304
scaffold_4	354895	37.79	1	414	1.17	0.567	0.411	0.816	314.76	200.00	0.06	0	0.0000	21	5.0725	0	0	0	202	48.7923
scaffold_5	331197	37.96	1	407	1.23	0.543	0.420	1.025	300.72	133.50	0.08	9	2.2113	26	6.3882	0	0	0	210	51.5971
scaffold_6	305596	38.17	1	354	1.16	0.585	0.441	1.058	304.11	148.00	0.06	0	0.0000	17	4.8023	0	0	0	156	44.0678
scaffold_7	272645	37.88	1	311	1.14	0.604	0.429	1.221	296.51	158.00	0.07	0	0.0000	28	9.0032	0	0	0	141	45.3376
scaffold_8	262275	38.12	1	287	1.09	0.615	0.450	1.110	329.71	172.00	0.08	0	0.0000	20	6.9686	0	0	0	131	45.6446
scaffold_9	247183	38.16	1	267	1.08	0.620	0.423	0.880	341.62	169.50	0.09	0	0.0000	13	4.8689	0	0	0	114	42.6966
scaffold_10	221341	38.40	1	268	1.21	0.579	0.430	0.799	273.06	163.00	0.07	0	0.0000	24	8.9552	0	0	0	135	50.3731
scaffold_11	214511	38.16	1	258	1.20	0.547	0.449	0.830	318.71	135.00	0.08	0	0.0000	12	4.6512	0	0	0	119	46.1240
scaffold_12	203668	37.94	1	231	1.13	0.592	0.444	1.357	322.31	172.00	0.08	0	0.0000	11	4.7619	0	0	0	106	45.8874
scaffold_13	193964	38.41	1	235	1.21	0.577	0.441	1.043	281.91	162.00	0.10	0	0.0000	9	3.8298	0	0	0	98	41.7021
scaffold_14	182816	38.13	1	214	1.17	0.597	0.471	1.184	284.81	165.50	0.08	0	0.0000	16	7.4766	0	0	0	92	42.9907
scaffold_15	182805	37.50	1	208	1.14	0.623	0.436	0.763	287.55	190.50	0.10	0	0.0000	12	5.7692	0	0	0	72	34.6154
scaffold_16	178027	37.73	1	203	1.14	0.650	0.462	0.897	261.67	148.00	0.11	0	0.0000	12	5.9113	0	0	0	90	44.3350
scaffold_17	177255	38.02	1	227	1.28	0.550	0.429	0.657	263.89	146.00	0.11	0	0.0000	10	4.4053	0	0	0	86	37.8855
scaffold_18	170014	37.66	1	164	0.96	0.662	0.502	1.216	399.49	270.00	0.05	2	1.2195	7	4.2683	0	0	0	56	34.1463
scaffold_19	162040	37.67	1	177	1.09	0.610	0.468	1.185	336.74	216.00	0.08	0	0.0000	9	5.0847	0	0	0	83	46.8927
