ID	LENGTH	GC	COVERAGE	ORF_COUNT	ORF_PER_KB	ORF_MEAN	ORF_MEDIAN	ORF_PLUS_STRAND_RATIO	INTERGENIC_MEAN	INTERGENIC_MEDIAN	FRACTION_OVERLAPPING_ORFS	NCLDV_HITS	NCLDV_PERCENT	NCVOG_HITS	NCVOG_PERCENT	CAPSID	RIBOSOMAL	MT	PFAM_HITS	PFAM_PERCENT
scaffold_1	109222	50.73	1	155	1.42	0.401	0.309	0.938	352.75	244.00	0.11	0	0.0000	3	1.9355	0	0	0	25	16.1290
scaffold_2	95834	50.51	1	136	1.42	0.404	0.300	1.305	364.46	269.00	0.13	0	0.0000	3	2.2059	0	0	0	39	28.6765
scaffold_3	92970	50.58	1	133	1.43	0.411	0.294	1.111	330.20	215.00	0.09	0	0.0000	5	3.7594	0	0	0	27	20.3008
scaffold_4	89810	50.36	1	118	1.31	0.448	0.323	0.967	347.03	208.00	0.07	0	0.0000	4	3.3898	0	0	0	41	34.7458
scaffold_5	82113	50.80	1	100	1.22	0.452	0.314	0.667	449.05	329.50	0.11	0	0.0000	5	5.0000	0	0	0	19	19.0000
scaffold_6	81364	50.28	1	118	1.45	0.391	0.295	0.595	341.17	236.00	0.09	0	0.0000	3	2.5424	0	0	0	30	25.4237
scaffold_7	81138	50.72	1	98	1.21	0.490	0.355	1.279	383.09	280.00	0.06	0	0.0000	4	4.0816	0	0	0	26	26.5306
scaffold_8	80455	50.71	1	87	1.08	0.539	0.345	1.023	436.55	316.50	0.08	0	0.0000	1	1.1494	0	0	0	10	11.4943
scaffold_9	77867	50.95	1	107	1.37	0.446	0.333	2.147	323.54	221.00	0.13	0	0.0000	1	0.9346	0	0	0	19	17.7570
scaffold_10	77557	50.66	1	113	1.46	0.421	0.321	0.738	312.78	227.00	0.06	0	0.0000	4	3.5398	0	0	0	24	21.2389
scaffold_11	75868	49.84	1	101	1.33	0.411	0.294	0.603	379.93	270.50	0.07	0	0.0000	7	6.9307	0	0	0	27	26.7327
scaffold_12	74433	50.65	1	99	1.33	0.483	0.351	0.678	295.22	205.00	0.06	0	0.0000	2	2.0202	0	0	0	20	20.2020
scaffold_13	74053	50.72	1	89	1.20	0.468	0.309	0.589	400.85	234.00	0.06	0	0.0000	0	0.0000	0	0	0	11	12.3596
scaffold_14	73652	50.13	1	94	1.28	0.435	0.303	0.918	407.88	231.00	0.10	0	0.0000	0	0.0000	0	0	0	32	34.0426
scaffold_15	73611	50.52	1	89	1.21	0.506	0.318	0.435	381.34	165.00	0.13	0	0.0000	3	3.3708	0	0	0	19	21.3483
scaffold_16	70343	49.58	1	71	1.01	0.646	0.342	0.690	378.16	244.00	0.07	0	0.0000	4	5.6338	0	0	0	25	35.2113
scaffold_17	68494	50.31	1	92	1.34	0.371	0.258	0.957	398.76	262.00	0.05	0	0.0000	2	2.1739	0	0	0	13	14.1304
scaffold_18	66949	50.36	1	82	1.22	0.433	0.314	1.050	421.12	349.00	0.07	0	0.0000	1	1.2195	0	0	0	15	18.2927
scaffold_19	66811	49.94	1	90	1.35	0.385	0.332	0.837	396.57	250.00	0.07	0	0.0000	1	1.1111	0	0	0	18	20.0000
scaffold_20	65782	50.22	1	84	1.28	0.359	0.303	0.527	455.39	307.00	0.05	0	0.0000	7	8.3333	0	0	0	26	30.9524
scaffold_21	64199	50.48	1	75	1.17	0.532	0.336	1.273	352.03	242.00	0.04	0	0.0000	1	1.3333	0	0	0	15	20.0000
scaffold_22	63142	50.70	1	76	1.20	0.363	0.312	1.533	531.09	355.00	0.08	0	0.0000	4	5.2632	0	0	0	6	7.8947
scaffold_23	62765	50.63	1	83	1.32	0.408	0.306	0.844	402.25	254.00	0.08	0	0.0000	5	6.0241	0	0	0	22	26.5060
scaffold_24	62595	50.55	1	90	1.44	0.384	0.298	1.368	384.09	275.00	0.12	0	0.0000	3	3.3333	0	0	0	19	21.1111
scaffold_25	61716	50.43	1	81	1.31	0.480	0.303	0.653	327.93	212.00	0.11	0	0.0000	0	0.0000	0	0	0	16	19.7531
scaffold_26	59849	50.63	1	74	1.24	0.438	0.330	0.947	408.94	230.00	0.09	1	1.3514	3	4.0541	0	0	0	20	27.0270
scaffold_27	59715	50.60	1	80	1.34	0.479	0.375	0.739	316.38	156.00	0.12	0	0.0000	3	3.7500	0	0	0	17	21.2500
scaffold_28	59354	49.98	1	83	1.40	0.381	0.300	0.456	367.46	284.50	0.11	0	0.0000	1	1.2048	0	0	0	16	19.2771
scaffold_29	58781	51.88	1	71	1.21	0.509	0.330	1.088	351.69	239.00	0.07	0	0.0000	0	0.0000	0	0	0	15	21.1268
scaffold_30	58406	50.73	1	81	1.39	0.455	0.348	0.884	320.04	182.00	0.12	0	0.0000	2	2.4691	0	0	0	27	33.3333
scaffold_31	56967	50.25	1	62	1.09	0.595	0.341	0.512	346.15	226.00	0.02	0	0.0000	3	4.8387	0	0	0	18	29.0323
scaffold_32	56703	50.50	1	80	1.41	0.380	0.315	0.818	406.45	315.50	0.15	0	0.0000	2	2.5000	0	0	0	17	21.2500
scaffold_33	55707	50.29	1	76	1.36	0.397	0.300	0.727	420.81	270.50	0.16	0	0.0000	1	1.3158	0	0	0	12	15.7895
scaffold_34	55021	51.04	1	76	1.38	0.451	0.307	0.617	331.88	219.00	0.12	0	0.0000	0	0.0000	0	0	0	11	14.4737
scaffold_35	54597	50.85	1	81	1.48	0.450	0.315	1.700	282.97	127.50	0.16	0	0.0000	1	1.2346	0	0	0	20	24.6914
scaffold_36	54552	50.13	1	80	1.47	0.431	0.315	0.905	297.25	174.00	0.12	0	0.0000	0	0.0000	0	0	0	11	13.7500
scaffold_37	53830	50.29	1	80	1.49	0.383	0.301	1.667	331.97	218.00	0.10	0	0.0000	1	1.2500	0	0	0	27	33.7500
scaffold_38	53790	49.79	1	56	1.04	0.322	0.254	1.074	721.04	431.00	0.07	0	0.0000	2	3.5714	0	0	0	2	3.5714
scaffold_39	52806	51.48	1	69	1.31	0.468	0.318	0.816	363.31	193.00	0.09	0	0.0000	0	0.0000	0	0	0	10	14.4928
scaffold_40	52547	50.78	1	67	1.28	0.375	0.321	1.030	453.85	319.00	0.04	0	0.0000	0	0.0000	0	0	0	8	11.9403
scaffold_41	52503	51.26	1	72	1.37	0.459	0.272	0.532	315.35	250.00	0.11	0	0.0000	1	1.3889	0	0	0	8	11.1111
scaffold_42	52419	49.51	1	72	1.37	0.397	0.310	0.600	377.16	266.00	0.12	0	0.0000	3	4.1667	0	0	0	20	27.7778
scaffold_43	51793	50.14	1	60	1.16	0.361	0.309	0.935	533.65	406.00	0.03	0	0.0000	0	0.0000	0	0	0	1	1.6667
scaffold_44	51623	50.12	1	61	1.18	0.343	0.285	0.906	556.39	399.50	0.02	0	0.0000	0	0.0000	0	0	0	1	1.6393
scaffold_45	51557	50.25	1	77	1.49	0.422	0.330	1.852	271.97	175.00	0.08	0	0.0000	3	3.8961	0	0	0	15	19.4805
scaffold_46	51108	51.06	1	63	1.23	0.467	0.351	0.853	351.87	247.50	0.03	0	0.0000	2	3.1746	0	0	0	12	19.0476
scaffold_47	51018	49.94	1	70	1.37	0.311	0.251	0.667	429.15	260.00	0.03	0	0.0000	0	0.0000	0	0	0	1	1.4286
scaffold_48	50473	50.86	1	64	1.27	0.480	0.358	1.065	351.67	268.50	0.12	0	0.0000	4	6.2500	0	0	0	16	25.0000
scaffold_49	50338	50.43	1	53	1.05	0.396	0.303	0.710	638.59	322.50	0.09	0	0.0000	0	0.0000	0	0	0	6	11.3208
scaffold_50	50143	51.18	1	55	1.10	0.577	0.384	1.500	427.93	298.50	0.18	0	0.0000	2	3.6364	0	0	0	12	21.8182
scaffold_51	49946	50.01	1	61	1.22	0.427	0.291	0.906	434.06	198.00	0.10	0	0.0000	0	0.0000	0	0	0	12	19.6721
scaffold_52	49859	50.68	1	56	1.12	0.490	0.381	1.000	467.49	310.00	0.09	0	0.0000	0	0.0000	0	0	0	10	17.8571
scaffold_53	49609	50.85	1	81	1.63	0.365	0.300	0.800	292.49	177.00	0.15	0	0.0000	0	0.0000	0	0	0	13	16.0494
scaffold_54	48831	50.11	1	49	1.00	0.319	0.267	0.531	742.58	479.00	0.06	0	0.0000	0	0.0000	0	0	0	0	0.0000
scaffold_55	48288	50.92	1	60	1.24	0.443	0.330	1.222	408.15	277.50	0.08	0	0.0000	0	0.0000	0	0	0	9	15.0000
scaffold_56	47785	50.24	1	67	1.40	0.395	0.318	1.030	361.53	247.50	0.09	0	0.0000	1	1.4925	0	0	0	15	22.3881
scaffold_57	47752	50.83	1	69	1.44	0.363	0.297	0.605	402.45	224.00	0.14	0	0.0000	0	0.0000	0	0	0	21	30.4348
scaffold_58	47528	50.12	1	58	1.22	0.371	0.341	0.871	453.45	304.00	0.03	0	0.0000	1	1.7241	0	0	0	4	6.8966
scaffold_59	47261	50.55	1	67	1.42	0.390	0.333	0.914	358.33	272.50	0.09	0	0.0000	0	0.0000	0	0	0	13	19.4030
scaffold_60	47120	51.57	1	41	0.87	0.556	0.306	1.050	628.90	313.00	0.02	0	0.0000	0	0.0000	0	0	0	5	12.1951
scaffold_61	46868	50.80	1	65	1.39	0.434	0.384	1.500	335.56	193.00	0.11	0	0.0000	0	0.0000	0	0	0	13	20.0000
