ID	LENGTH	GC	COVERAGE	ORF_COUNT	ORF_PER_KB	ORF_MEAN	ORF_MEDIAN	ORF_PLUS_STRAND_RATIO	INTERGENIC_MEAN	INTERGENIC_MEDIAN	FRACTION_OVERLAPPING_ORFS	NCLDV_HITS	NCLDV_PERCENT	NCVOG_HITS	NCVOG_PERCENT	CAPSID	RIBOSOMAL	MT	PFAM_HITS	PFAM_PERCENT
scaffold_1	875245	53.17	1	967	1.10	0.591	0.363	1.027	357.68	230.00	0.08	0	0.0000	32	3.3092	0	0	0	244	25.2327
scaffold_2	702822	53.61	1	791	1.13	0.600	0.366	0.958	331.23	204.00	0.08	0	0.0000	26	3.2870	0	0	0	214	27.0544
scaffold_3	607515	53.35	1	716	1.18	0.539	0.377	0.904	353.17	221.00	0.08	3	0.4190	28	3.9106	0	1	0	194	27.0950
scaffold_4	575351	53.25	1	691	1.20	0.536	0.345	0.925	343.54	219.00	0.10	0	0.0000	17	2.4602	0	1	0	180	26.0492
scaffold_5	557908	53.00	1	652	1.17	0.533	0.360	0.906	366.69	216.00	0.07	0	0.0000	18	2.7607	0	0	0	167	25.6135
scaffold_6	544998	53.09	1	618	1.13	0.579	0.373	0.890	348.53	226.00	0.08	0	0.0000	31	5.0162	0	1	0	171	27.6699
scaffold_7	520700	53.76	1	637	1.22	0.516	0.354	1.116	344.65	202.00	0.08	1	0.1570	10	1.5699	0	0	0	151	23.7049
scaffold_8	452279	52.90	1	517	1.14	0.560	0.402	1.119	356.94	244.00	0.08	3	0.5803	15	2.9014	0	0	0	159	30.7544
scaffold_9	445653	52.85	1	475	1.07	0.607	0.399	1.039	371.76	235.00	0.06	4	0.8421	18	3.7895	0	0	0	149	31.3684
scaffold_10	401769	53.52	1	459	1.14	0.540	0.354	0.843	380.10	224.50	0.09	0	0.0000	18	3.9216	0	0	0	121	26.3617
scaffold_11	397595	53.61	1	442	1.11	0.629	0.420	0.865	328.57	199.00	0.12	3	0.6787	19	4.2986	0	0	0	122	27.6018
scaffold_12	365401	53.55	1	448	1.23	0.492	0.357	1.093	366.42	258.00	0.08	0	0.0000	13	2.9018	0	0	0	108	24.1071
scaffold_13	365160	53.20	1	438	1.20	0.533	0.364	0.810	344.82	204.00	0.08	0	0.0000	11	2.5114	0	1	0	106	24.2009
scaffold_14	360734	53.51	1	417	1.16	0.538	0.378	1.034	371.52	248.50	0.07	0	0.0000	13	3.1175	0	0	0	108	25.8993
scaffold_15	350160	53.47	1	412	1.18	0.536	0.390	0.873	367.39	242.00	0.10	0	0.0000	13	3.1553	0	1	0	117	28.3981
scaffold_16	339635	52.93	1	347	1.02	0.654	0.390	1.078	374.99	223.00	0.10	0	0.0000	8	2.3055	0	1	0	98	28.2421
scaffold_17	337276	53.78	1	435	1.29	0.530	0.357	1.005	293.38	191.00	0.09	0	0.0000	16	3.6782	0	1	0	112	25.7471
scaffold_18	330854	53.48	1	363	1.10	0.592	0.402	0.931	349.29	226.00	0.05	0	0.0000	8	2.2039	0	0	0	98	26.9972
scaffold_19	323237	52.91	1	375	1.16	0.585	0.369	1.095	319.70	206.50	0.07	0	0.0000	16	4.2667	0	0	0	97	25.8667
scaffold_20	320619	53.33	1	370	1.15	0.539	0.404	1.022	375.99	260.00	0.08	0	0.0000	15	4.0541	0	0	0	91	24.5946
scaffold_21	304813	53.64	1	373	1.22	0.498	0.339	0.856	354.53	231.50	0.07	0	0.0000	10	2.6810	0	0	0	90	24.1287
scaffold_22	298574	53.24	1	343	1.15	0.553	0.363	1.018	352.13	228.50	0.07	0	0.0000	9	2.6239	0	1	0	93	27.1137
scaffold_23	294765	53.73	1	343	1.16	0.587	0.387	0.815	318.40	187.50	0.09	0	0.0000	14	4.0816	0	1	0	104	30.3207
scaffold_24	294325	52.89	1	339	1.15	0.565	0.366	0.842	352.46	234.00	0.10	0	0.0000	11	3.2448	0	0	0	110	32.4484
scaffold_25	287503	52.94	1	328	1.14	0.554	0.375	1.076	368.44	224.00	0.09	0	0.0000	18	5.4878	0	0	0	95	28.9634
scaffold_26	285605	53.41	1	343	1.20	0.538	0.342	0.834	332.95	208.00	0.07	0	0.0000	16	4.6647	0	0	0	94	27.4052
scaffold_27	281998	53.70	1	319	1.13	0.566	0.378	0.833	357.37	248.00	0.08	0	0.0000	11	3.4483	0	0	0	79	24.7649
scaffold_28	276973	53.68	1	338	1.22	0.512	0.342	0.943	351.47	247.00	0.09	0	0.0000	8	2.3669	0	1	0	71	21.0059
scaffold_29	269724	53.48	1	331	1.23	0.514	0.390	0.982	349.15	262.00	0.09	0	0.0000	10	3.0211	0	0	0	89	26.8882
scaffold_30	269484	52.94	1	291	1.08	0.573	0.405	0.940	396.62	232.00	0.06	0	0.0000	14	4.8110	0	0	0	63	21.6495
scaffold_31	266484	52.86	1	314	1.18	0.554	0.398	0.880	339.95	237.00	0.08	0	0.0000	4	1.2739	0	1	0	92	29.2994
scaffold_32	262229	52.62	1	297	1.13	0.559	0.402	0.993	355.12	228.00	0.05	0	0.0000	4	1.3468	0	1	0	68	22.8956
scaffold_33	251193	53.56	1	287	1.14	0.578	0.396	1.035	339.80	217.00	0.06	0	0.0000	16	5.5749	0	0	0	89	31.0105
scaffold_34	237519	53.10	1	277	1.17	0.517	0.378	0.924	374.07	234.00	0.06	0	0.0000	7	2.5271	0	0	0	57	20.5776
scaffold_35	227229	53.30	1	305	1.34	0.488	0.336	0.883	310.10	221.00	0.11	0	0.0000	7	2.2951	0	0	0	67	21.9672
scaffold_36	219966	53.00	1	244	1.11	0.609	0.344	0.984	335.96	228.00	0.08	0	0.0000	7	2.8689	0	0	0	78	31.9672
scaffold_37	219953	53.12	1	249	1.13	0.502	0.360	0.844	435.95	245.00	0.07	0	0.0000	6	2.4096	0	1	0	68	27.3092
scaffold_38	214961	53.42	1	264	1.23	0.534	0.380	1.079	308.36	176.50	0.06	0	0.0000	14	5.3030	0	0	0	63	23.8636
scaffold_39	206208	53.71	1	222	1.08	0.637	0.380	0.708	346.59	236.00	0.09	0	0.0000	4	1.8018	0	0	0	64	28.8288
scaffold_40	203046	53.56	1	251	1.24	0.537	0.402	0.887	326.01	199.00	0.10	0	0.0000	9	3.5857	0	0	0	73	29.0837
scaffold_41	202544	53.52	1	242	1.19	0.566	0.370	0.984	306.63	214.00	0.06	0	0.0000	9	3.7190	0	0	0	71	29.3388
scaffold_42	202092	54.12	1	218	1.08	0.616	0.383	0.982	345.49	217.00	0.06	0	0.0000	9	4.1284	0	0	0	49	22.4771
scaffold_43	186204	53.50	1	205	1.10	0.566	0.339	1.050	399.26	248.00	0.08	0	0.0000	2	0.9756	0	0	0	36	17.5610
scaffold_44	186115	53.66	1	207	1.11	0.553	0.435	0.882	394.84	258.00	0.09	0	0.0000	0	0.0000	0	0	0	37	17.8744
scaffold_45	185876	53.62	1	229	1.23	0.515	0.339	1.009	348.82	227.00	0.09	0	0.0000	10	4.3668	0	0	0	53	23.1441
scaffold_46	184810	53.64	1	226	1.22	0.533	0.398	0.948	328.15	235.00	0.08	0	0.0000	5	2.2124	0	0	0	64	28.3186
scaffold_47	184262	53.13	1	219	1.19	0.583	0.390	1.168	301.68	196.00	0.08	0	0.0000	4	1.8265	0	0	0	53	24.2009
scaffold_48	179609	53.29	1	212	1.18	0.526	0.369	1.000	386.09	191.00	0.10	0	0.0000	1	0.4717	0	0	0	25	11.7925
scaffold_49	169611	53.93	1	199	1.17	0.533	0.369	0.951	369.07	271.50	0.10	0	0.0000	6	3.0151	0	0	0	61	30.6533
scaffold_50	165688	52.44	1	172	1.04	0.603	0.384	0.977	422.94	278.00	0.10	0	0.0000	1	0.5814	0	0	0	50	29.0698
scaffold_51	162942	53.14	1	185	1.14	0.563	0.408	0.927	349.32	255.00	0.06	0	0.0000	7	3.7838	0	0	0	44	23.7838
scaffold_52	160630	53.75	1	199	1.24	0.521	0.354	0.730	327.99	199.00	0.09	0	0.0000	10	5.0251	0	0	0	41	20.6030
scaffold_53	159185	52.97	1	173	1.09	0.584	0.360	0.713	385.49	215.00	0.10	0	0.0000	7	4.0462	0	0	0	48	27.7457
scaffold_54	154664	53.74	1	159	1.03	0.670	0.444	0.767	345.24	254.50	0.08	0	0.0000	12	7.5472	0	0	0	52	32.7044
scaffold_55	154350	53.28	1	187	1.21	0.529	0.390	0.948	324.63	185.50	0.06	0	0.0000	6	3.2086	0	0	0	52	27.8075
scaffold_56	153675	53.54	1	157	1.02	0.690	0.414	0.602	334.94	171.00	0.13	0	0.0000	3	1.9108	0	0	0	40	25.4777
scaffold_57	149046	53.41	1	174	1.17	0.521	0.414	1.122	361.64	207.50	0.05	0	0.0000	8	4.5977	0	0	0	32	18.3908
scaffold_58	148358	53.80	1	167	1.13	0.578	0.363	0.965	353.63	235.00	0.08	2	1.1976	9	5.3892	0	0	0	29	17.3653
scaffold_59	139366	53.31	1	166	1.19	0.558	0.373	0.976	324.80	231.00	0.10	0	0.0000	11	6.6265	0	0	0	55	33.1325
scaffold_60	136257	52.73	1	171	1.25	0.503	0.420	1.085	342.17	217.00	0.08	0	0.0000	4	2.3392	0	0	0	39	22.8070
