ID	LENGTH	GC	COVERAGE	ORF_COUNT	ORF_PER_KB	ORF_MEAN	ORF_MEDIAN	ORF_PLUS_STRAND_RATIO	INTERGENIC_MEAN	INTERGENIC_MEDIAN	FRACTION_OVERLAPPING_ORFS	NCLDV_HITS	NCLDV_PERCENT	NCVOG_HITS	NCVOG_PERCENT	CAPSID	RIBOSOMAL	MT	PFAM_HITS	PFAM_PERCENT
scaffold_1	520119	39.68	1	641	1.23	0.558	0.423	0.826	287.24	170.00	0.09	3	0.4680	43	6.7083	0	0	0	292	45.5538
scaffold_2	384731	39.35	1	465	1.21	0.572	0.471	0.987	281.52	160.00	0.07	7	1.5054	25	5.3763	0	0	0	226	48.6022
scaffold_3	367593	39.55	1	433	1.18	0.575	0.447	0.942	310.13	190.00	0.10	0	0.0000	23	5.3118	0	0	0	198	45.7275
scaffold_4	313492	39.39	1	360	1.15	0.574	0.440	0.846	346.75	221.50	0.11	0	0.0000	15	4.1667	0	0	0	163	45.2778
scaffold_5	266629	39.76	1	284	1.07	0.645	0.432	0.797	318.38	193.50	0.06	0	0.0000	16	5.6338	0	0	0	129	45.4225
scaffold_6	252070	39.54	1	291	1.15	0.623	0.438	0.865	274.98	155.00	0.09	0	0.0000	21	7.2165	0	0	0	127	43.6426
scaffold_7	239214	39.58	1	279	1.17	0.575	0.444	0.993	316.48	190.00	0.10	0	0.0000	12	4.3011	0	0	0	125	44.8029
scaffold_8	223151	39.00	1	267	1.20	0.585	0.459	0.768	285.00	184.00	0.10	0	0.0000	10	3.7453	0	0	0	114	42.6966
scaffold_9	206367	39.85	1	237	1.15	0.623	0.453	0.837	280.14	182.00	0.10	0	0.0000	29	12.2363	0	0	0	117	49.3671
scaffold_10	202660	39.97	1	237	1.17	0.606	0.471	0.943	276.26	169.00	0.07	0	0.0000	14	5.9072	0	0	0	109	45.9916
scaffold_11	200142	40.14	1	232	1.16	0.615	0.477	0.771	275.92	139.00	0.09	0	0.0000	19	8.1897	0	0	0	118	50.8621
scaffold_12	197221	39.09	1	231	1.17	0.618	0.483	0.763	262.83	161.00	0.09	0	0.0000	14	6.0606	0	0	0	96	41.5584
