NCVOG_gene	Allomyces_arbuscula_Burma_1F	Allomyces_javanicus_California_12	Allomyces_macrogynus_ATCC_38327	Anaeromyces_robustus_v1.0	Batrachochytrium_dendrobatidis_JAM81_v1.0	Blastocladiella_britannica_v1.0	Blyttiomyces_helicus_single-cell_v1.0	Blyttiomyces_sp._JEL0837	Boothiomyces_macroporosum_PLAUS21	Boothiomyces_sp._JEL0838	Boothiomyces_sp._JEL0866	Borealophlyctis_nickersoniae_WJD170	Catenaria_anguillulae_PL171_v2.0	Caulochytrium_protostelioides_ATCC_52028_v1.0	Chytridium_lagenaria_Arg66_v1.0	Chytriomyces_hyalinus_ARG085	Chytriomyces_hyalinus_ARG121	Chytriomyces_hyalinus_JEL0176	Chytriomyces_hyalinus_JEL0345	Chytriomyces_hyalinus_JEL632_v1.0	Chytriomyces_sp._MP_71_v1.0	Cladochytrium_polystomum_WB228_v1.0	Cladochytrium_replicatum_JEL714_v1.0	Cladochytrium_tenue_CCIBt4013	Clydaea_vesicula_JEL0476	Coelomomyces_lativittatus_CIRM-AVA-1-Amber	Coelomomyces_lativittatus_CIRM-AVA-1-Meiospore	Coelomomyces_lativittatus_CIRM-AVA-1-Orange	Dinochytrium_kinnereticum_KLL_TL_06062013	Entophlyctis_helioformis_JEL805_v1.0	Entophlyctis_luteolus_JEL0120	Entophlyctis_luteolus_JEL0129	Entophlyctis_sp._JEL0112	Fimicolochytrium_jonesii_JEL569_v1.0	Gaertneriomyces_semiglobifer_Barr_43_v1.0	Gaertneriomyces_sp._JEL0708	Geranomyces_michiganensis_JEL0563	Geranomyces_variabilis_JEL0379	Geranomyces_variabilis_JEL0389	Geranomyces_variabilis_JEL0566	Geranomyces_variabilis_JEL0567	Geranomyces_variabilis_JEL559_v1.0	Globomyces_pollinis-pini_Arg68_v1.0	Gonapodya_prolifera_v1.0	Gonapodya_sp._JEL0774	Gorgonomyces_haynaldii_MP57_v1.0	Homolaphlyctis_polyrhiza_JEL142_v1.0	Hyaloraphidium_curvatum_SAG235-1_v1.0	Irineochytrium_annulatum_JEL0729	Kappamyces_sp._JEL0680	Kappamyces_sp._JEL0829	Lobulomyces_angularis_JEL0522	Neocallimastix_californiae_G1_v1.0	Nowakowskiella_sp._JEL0078	Nowakowskiella_sp._JEL0407	Obelidium_mucronatum_JEL802_v1.0	Paraphysoderma_sedebokerense_JEL821_v1.0	Pecoramyces_ruminatium_C1A	Phlyctochytrium_bullatum_JEL0754	Phlyctochytrium_planicorne_JEL0388	Physocladia_obscura_JEL0513	Piromyces_finnis_v3.0	Piromyces_sp._E2_v1.0	Podochytrium_sp._JEL0797	Polychytrium_aggregatum_JEL109_v1.0	Powellomyces_hirtus_BR81_v1.0	Quaeritorhiza_haematococci_JEL0916	Rhizoclosmatium_globosum_JEL800_v1.0	Rhizoclosmatium_hyalinum_JEL0917	Rhizoclosmatium_sp._JEL0117	Rhizophlyctis_rosea_JEL0318	Rhizophlyctis_rosea_JEL0764	Siphonaria_sp._JEL0065	Spizellomyces_punctatus_DAOM_BR117	Terramyces_sp._JEL0728	Thoreauomyces_humboldtii_JEL0095	Triparticalcar_arcticum_BR59_v1.0	Unknown_Chytridiales_sp._JEL0842	Unknown_Rhizophydiales_sp._JEL0801	Unknown_unknown_JEL0888
NCVOG0001	6.9e-129 (45 hits)	1.5e-128 (47 hits)	1.5e-128 (78 hits)	6.2e-83 (29 hits)	2.8e-107 (35 hits)	2.7e-126 (41 hits)	4.9e-81 (17 hits)	8.6e-75 (39 hits)	1.3e-62 (50 hits)	1.2e-62 (40 hits)	2.4e-59 (29 hits)	1.7e-81 (33 hits)	1.5e-118 (47 hits)	1.6e-125 (45 hits)	1.8e-65 (26 hits)	3.1e-63 (39 hits)	1.1e-63 (32 hits)	3.3e-63 (48 hits)	1.5e-65 (39 hits)	1.5e-62 (41 hits)	7.2e-49 (40 hits)	1.9e-64 (34 hits)	3.1e-78 (62 hits)	1.8e-128 (39 hits)	4.7e-47 (33 hits)	5.8e-130 (36 hits)	3.7e-130 (33 hits)	3.4e-130 (26 hits)	2.8e-79 (30 hits)	7.5e-81 (59 hits)	1.3e-72 (42 hits)	1.4e-72 (44 hits)	1.4e-72 (46 hits)	4e-95 (35 hits)	5.4e-120 (43 hits)	3.1e-121 (46 hits)	9.3e-85 (47 hits)	1.6e-83 (40 hits)	8.8e-84 (43 hits)	8.2e-96 (43 hits)	5.2e-84 (40 hits)	5.2e-84 (41 hits)	6.8e-46 (42 hits)	4.4e-82 (57 hits)	5.5e-81 (43 hits)	1.1e-109 (35 hits)	2.3e-62 (30 hits)	5.3e-72 (42 hits)	3e-89 (56 hits)	3.3e-57 (37 hits)	5.1e-60 (28 hits)	4.7e-47 (30 hits)	4.4e-63 (41 hits)	8.1e-80 (46 hits)	5e-84 (24 hits)	1.4e-62 (55 hits)	1.4e-82 (44 hits)	3.5e-63 (27 hits)	1.2e-81 (31 hits)	4.2e-81 (40 hits)	9.8e-51 (40 hits)	3.4e-129 (23 hits)	2.1e-129 (22 hits)	8.6e-48 (34 hits)	1.2e-82 (57 hits)	3.2e-84 (32 hits)	7.7e-83 (36 hits)	3.6e-63 (64 hits)	1.5e-63 (39 hits)	1.9e-63 (50 hits)	4.4e-83 (34 hits)	4.5e-81 (38 hits)	6.9e-64 (53 hits)	1.4e-80 (38 hits)	2.1e-81 (45 hits)	1.6e-70 (38 hits)	1.3e-89 (36 hits)	9.3e-96 (32 hits)	5e-46 (27 hits)	1.7e-111 (36 hits)
NCVOG0002	2.1e-31 (105 hits)	2.4e-31 (92 hits)	4.2e-31 (165 hits)	7.5e-46 (263 hits)	1.2e-136 (143 hits)	5.7e-32 (99 hits)	2.4e-96 (23 hits)	7.8e-106 (56 hits)	9.1e-135 (190 hits)	3.9e-135 (149 hits)	1.6e-133 (167 hits)	6.5e-41 (33 hits)	2.5e-27 (101 hits)	8.2e-113 (88 hits)	2e-44 (41 hits)	1.3e-104 (87 hits)	4.6e-104 (96 hits)	5.3e-104 (85 hits)	9.4e-106 (82 hits)	2.1e-104 (126 hits)	2.6e-108 (90 hits)	5.9e-107 (147 hits)	7.2e-141 (64 hits)	5.5e-72 (81 hits)	4.9e-70 (33 hits)	1.8e-43 (208 hits)	1.3e-30 (34 hits)	3.1e-31 (33 hits)	2.1e-60 (32 hits)	5.6e-133 (247 hits)	1.3e-99 (92 hits)	1.4e-99 (89 hits)	4.5e-98 (91 hits)	6.1e-117 (72 hits)	2.1e-140 (97 hits)	3.7e-140 (103 hits)	4.1e-112 (108 hits)	6.5e-112 (114 hits)	7.9e-89 (112 hits)	3.7e-112 (107 hits)	7.7e-89 (97 hits)	1.3e-112 (101 hits)	2.5e-107 (138 hits)	4.4e-25 (15 hits)	1.4e-29 (19 hits)	1.2e-84 (158 hits)	1.5e-78 (53 hits)	6.6e-99 (78 hits)	1.1e-110 (244 hits)	4.3e-101 (132 hits)	3.4e-101 (124 hits)	4.9e-70 (34 hits)	1.5e-41 (400 hits)	3.2e-82 (34 hits)	3.2e-80 (31 hits)	3.8e-97 (133 hits)	8e-15 (26 hits)	7.3e-43 (407 hits)	2e-60 (77 hits)	5.5e-58 (74 hits)	1.2e-100 (134 hits)	1.4e-43 (160 hits)	7.2e-45 (383 hits)	2.5e-93 (47 hits)	3.1e-144 (91 hits)	4.5e-138 (87 hits)	8.9e-21 (41 hits)	1.8e-97 (219 hits)	1.8e-72 (88 hits)	9.6e-98 (128 hits)	1.6e-144 (54 hits)	4.1e-28 (61 hits)	6.9e-98 (90 hits)	2.5e-144 (64 hits)	1.9e-125 (197 hits)	1.3e-141 (83 hits)	4.4e-141 (114 hits)	8e-34 (72 hits)	1.8e-107 (138 hits)	2e-147 (221 hits)
NCVOG0003	.	.	.	1.7e-21 (3 hits)	.	.	9.2e-17 (2 hits)	1.6e-09 (2 hits)	2.3e-20 (1 hits)	8.8e-20 (1 hits)	5.2e-20 (1 hits)	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	3.6e-13 (1 hits)	1.7e-13 (1 hits)	3.8e-13 (1 hits)	1.1e-12 (1 hits)	.	.	5.5e-10 (6 hits)	3e-10 (6 hits)	.	.	1e-10 (2 hits)	9.9e-11 (2 hits)	.	2.5e-18 (2 hits)	5.2e-10 (2 hits)	.	.	3.3e-18 (3 hits)	2.2e-18 (2 hits)	.	.	.	1.5e-19 (4 hits)	.	.	1.3e-09 (4 hits)	.	2.1e-13 (4 hits)	.	.	5.4e-10 (1 hits)	3.6e-20 (2 hits)	5.2e-22 (2 hits)	1.3e-11 (3 hits)	.	1.1e-09 (5 hits)	2.5e-13 (5 hits)	8.7e-10 (3 hits)	.	.	.	.	1.6e-09 (2 hits)	.	4.6e-22 (1 hits)	3.2e-15 (4 hits)	.	1.5e-10 (2 hits)	.	.
NCVOG0004	.	6.4e-12 (2 hits)	.	.	.	.	.	.	.	.	.	3.8e-12 (1 hits)	1.6e-21 (1 hits)	.	.	1.4e-22 (1 hits)	1e-26 (1 hits)	1.1e-26 (1 hits)	3e-23 (1 hits)	1.6e-12 (1 hits)	1.2e-32 (1 hits)	.	.	.	.	5.1e-24 (1 hits)	3.2e-24 (1 hits)	3e-24 (1 hits)	.	.	4.5e-28 (3 hits)	4.7e-28 (3 hits)	4.6e-28 (3 hits)	9.6e-09 (1 hits)	2.7e-36 (3 hits)	2.7e-36 (3 hits)	2e-37 (1 hits)	3.5e-37 (1 hits)	1.1e-36 (1 hits)	3.6e-37 (1 hits)	6.4e-37 (1 hits)	6.4e-37 (1 hits)	.	.	.	2.6e-11 (1 hits)	.	1.3e-32 (2 hits)	1.4e-38 (1 hits)	3.3e-21 (1 hits)	.	.	.	.	.	6.1e-27 (4 hits)	7.6e-11 (1 hits)	.	2.5e-27 (1 hits)	.	6.3e-30 (1 hits)	.	.	.	.	2.6e-37 (1 hits)	.	1.1e-27 (4 hits)	5.3e-28 (1 hits)	.	.	3.3e-11 (1 hits)	3.4e-30 (2 hits)	1.1e-13 (1 hits)	.	.	7.3e-26 (1 hits)	.	.	.
NCVOG0005	2.4e-28 (5 hits)	1.3e-28 (5 hits)	1.3e-28 (9 hits)	.	1.2e-22 (6 hits)	5.6e-27 (2 hits)	7.3e-19 (3 hits)	2.4e-24 (7 hits)	3e-29 (6 hits)	1.4e-29 (6 hits)	9.5e-29 (6 hits)	6.1e-24 (4 hits)	7.6e-42 (6 hits)	1e-32 (3 hits)	3.1e-17 (3 hits)	8.2e-20 (9 hits)	2.4e-18 (9 hits)	1.5e-19 (11 hits)	1.7e-14 (10 hits)	6.9e-19 (8 hits)	4.9e-25 (8 hits)	4.5e-21 (12 hits)	1.4e-18 (3 hits)	3.9e-25 (12 hits)	1.2e-16 (3 hits)	5.7e-19 (3 hits)	6e-20 (4 hits)	3.4e-19 (1 hits)	1.1e-19 (5 hits)	1.3e-37 (7 hits)	1.6e-28 (10 hits)	3.1e-31 (11 hits)	1.9e-31 (11 hits)	1.1e-29 (7 hits)	3.1e-40 (3 hits)	4.7e-41 (5 hits)	4.3e-38 (4 hits)	4.2e-34 (5 hits)	2.2e-34 (5 hits)	4.7e-34 (7 hits)	1.6e-34 (5 hits)	1.6e-34 (5 hits)	1e-12 (1 hits)	1.7e-19 (2 hits)	2.3e-22 (6 hits)	3.3e-42 (7 hits)	3.8e-20 (9 hits)	2.3e-38 (14 hits)	4.6e-32 (7 hits)	9.5e-35 (4 hits)	4.2e-39 (6 hits)	1.4e-16 (4 hits)	.	5.5e-26 (8 hits)	1.7e-24 (4 hits)	4.8e-18 (4 hits)	3.9e-14 (1 hits)	.	5.9e-37 (10 hits)	1.9e-26 (5 hits)	2.6e-33 (9 hits)	.	.	1.2e-21 (4 hits)	1e-30 (16 hits)	8.8e-40 (6 hits)	3.5e-39 (1 hits)	4.1e-40 (8 hits)	9.1e-30 (8 hits)	1e-28 (7 hits)	5.1e-24 (7 hits)	3.6e-21 (4 hits)	3.9e-20 (6 hits)	7.9e-27 (4 hits)	6.4e-28 (7 hits)	2.8e-46 (3 hits)	1.4e-25 (2 hits)	5e-31 (7 hits)	.	1.1e-27 (8 hits)
NCVOG0006	.	1.2e-09 (1 hits)	1.4e-26 (2 hits)	.	.	.	.	.	.	.	.	.	.	.	.	.	.	6.5e-09 (2 hits)	.	.	.	.	.	.	2e-14 (10 hits)	.	.	.	.	.	.	.	.	.	.	1.3e-45 (8 hits)	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1.1e-17 (11 hits)	.	.	.	.	.	.	.	.	2.2e-10 (2 hits)	.	.	.	.	.	.	5.8e-11 (2 hits)	4.8e-12 (1 hits)	.	.	.	.	.	.	.	.	.	.	3.9e-12 (2 hits)
NCVOG0007	1.9e-84 (2 hits)	3.3e-84 (3 hits)	3.7e-84 (4 hits)	4.8e-86 (2 hits)	1.6e-72 (2 hits)	2.4e-73 (1 hits)	8.3e-60 (5 hits)	.	1.4e-29 (2 hits)	2.1e-29 (3 hits)	1.6e-51 (3 hits)	5.6e-47 (1 hits)	5e-85 (1 hits)	4e-87 (1 hits)	8e-11 (1 hits)	2.1e-68 (2 hits)	2.1e-68 (2 hits)	2e-68 (2 hits)	1.2e-68 (2 hits)	3.5e-73 (2 hits)	2e-61 (2 hits)	5.1e-83 (2 hits)	3.9e-39 (2 hits)	1.2e-84 (4 hits)	1.3e-26 (2 hits)	2e-41 (4 hits)	2.6e-20 (1 hits)	.	4.2e-26 (2 hits)	5.1e-65 (2 hits)	4.6e-69 (2 hits)	3.7e-69 (2 hits)	6.1e-69 (2 hits)	.	5.3e-87 (1 hits)	6.1e-87 (1 hits)	.	.	.	.	4.5e-69 (2 hits)	4.5e-69 (2 hits)	2e-42 (2 hits)	2.7e-10 (1 hits)	1.2e-10 (3 hits)	1.3e-81 (2 hits)	7.5e-31 (2 hits)	2.1e-28 (4 hits)	1.1e-22 (3 hits)	9.4e-17 (2 hits)	6e-32 (2 hits)	1.3e-26 (2 hits)	1.2e-90 (2 hits)	.	3.6e-17 (2 hits)	1.5e-70 (7 hits)	1.6e-14 (1 hits)	2e-90 (1 hits)	2.4e-22 (2 hits)	2e-26 (3 hits)	1.8e-72 (4 hits)	1.8e-90 (1 hits)	1e-89 (1 hits)	2.1e-69 (2 hits)	1.2e-68 (2 hits)	.	4.1e-27 (3 hits)	1.7e-67 (2 hits)	.	1.8e-70 (2 hits)	7.9e-73 (1 hits)	.	1.7e-67 (3 hits)	1.2e-73 (1 hits)	1.1e-37 (3 hits)	6.1e-69 (1 hits)	.	3.4e-13 (1 hits)	1.5e-42 (2 hits)	4.2e-72 (2 hits)
NCVOG0009	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1.3e-10 (1 hits)	.	.	.	.	.	.	.	.	7.8e-10 (1 hits)	.	1.2e-12 (2 hits)	.	.	.	.	.	.	.	.	.	.	3.5e-11 (1 hits)	1.1e-10 (2 hits)	1e-09 (1 hits)	7.8e-11 (1 hits)	.	.	.	.	.	.	.	.	.	.
NCVOG0010	2.6e-12 (1 hits)	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1e-09 (1 hits)	.	.	2.4e-19 (1 hits)	.	.	6e-15 (1 hits)	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	6.9e-20 (33 hits)	6.9e-11 (1 hits)	8.4e-10 (1 hits)	8e-13 (1 hits)	.	.	.	.	.	.	.	.	.	.
