NCVOG_gene	Allomyces_arbuscula_Burma_1F	Allomyces_javanicus_California_12	Allomyces_macrogynus_ATCC_38327	Anaeromyces_robustus_v1.0	Batrachochytrium_dendrobatidis_JAM81_v1.0	Batrachochytrium_dendrobatidis_JEL423	Batrachochytrium_salamandrivorans_BS	Blastocladiella_britannica_v1.0	Blyttiomyces_helicus_single-cell_v1.0	Blyttiomyces_sp._JEL0837	Boothiomyces_macroporosum_PLAUS21	Boothiomyces_sp._JEL0838	Boothiomyces_sp._JEL0866	Borealophlyctis_nickersoniae_WJD170	Catenaria_anguillulae_PL171_v2.0	Caulochytrium_protostelioides_ATCC_52028_v1.0	Chytridium_lagenaria_Arg66_v1.0	Chytriomyces_confervae_CBS_675.73	Chytriomyces_hyalinus_ARG085	Chytriomyces_hyalinus_ARG121	Chytriomyces_hyalinus_JEL0176	Chytriomyces_hyalinus_JEL0345	Chytriomyces_hyalinus_JEL632_v1.0	Chytriomyces_sp._MP_71_v1.0	Cladochytrium_polystomum_WB228_v1.0	Cladochytrium_replicatum_JEL714_v1.0	Cladochytrium_tenue_CCIBt4013	Clydaea_vesicula_JEL0476	Coelomomyces_lativittatus_CIRM-AVA-1-Amber	Coelomomyces_lativittatus_CIRM-AVA-1-Meiospore	Coelomomyces_lativittatus_CIRM-AVA-1-Orange	Dinochytrium_kinnereticum_KLL_TL_06062013	Entophlyctis_helioformis_JEL805_v1.0	Entophlyctis_luteolus_JEL0120	Entophlyctis_luteolus_JEL0129	Entophlyctis_sp._JEL0112	Fimicolochytrium_jonesii_JEL569_v1.0	Gaertneriomyces_semiglobifer_Barr_43_v1.0	Gaertneriomyces_sp._JEL0708	Geranomyces_michiganensis_JEL0563	Geranomyces_variabilis_JEL0379	Geranomyces_variabilis_JEL0389	Geranomyces_variabilis_JEL0566	Geranomyces_variabilis_JEL0567	Geranomyces_variabilis_JEL559_v1.0	Globomyces_pollinis-pini_Arg68_v1.0	Gonapodya_prolifera_v1.0	Gonapodya_sp._JEL0774	Gorgonomyces_haynaldii_MP57_v1.0	Homolaphlyctis_polyrhiza_JEL142_v1.0	Hyaloraphidium_curvatum_SAG235-1_v1.0	Irineochytrium_annulatum_JEL0729	Kappamyces_sp._JEL0680	Kappamyces_sp._JEL0829	Lobulomyces_angularis_JEL0522	Mitosporidium_daphniae_UGP3	Neocallimastix_californiae_G1_v1.0	Nowakowskiella_sp._JEL0078	Nowakowskiella_sp._JEL0407	Obelidium_mucronatum_JEL802_v1.0	Paramicrosporidium_saccamoebae_KSL3	Paraphysoderma_sedebokerense_JEL821_v1.0	Pecoramyces_ruminatium_C1A	Phlyctochytrium_bullatum_JEL0754	Phlyctochytrium_planicorne_JEL0388	Physocladia_obscura_JEL0513	Piromyces_finnis_v3.0	Piromyces_sp._E2_v1.0	Podochytrium_sp._JEL0797	Polychytrium_aggregatum_JEL109_v1.0	Powellomyces_hirtus_BR81_v1.0	Powellomyces_hirtus_CBS_809.83	Quaeritorhiza_haematococci_JEL0916	Rhizoclosmatium_globosum_JEL800_v1.0	Rhizoclosmatium_hyalinum_JEL0917	Rhizoclosmatium_sp._JEL0117	Rhizophlyctis_rosea_JEL0318	Rhizophlyctis_rosea_JEL0764	Rozella_allomycis_CSF55_v1.0	Siphonaria_sp._JEL0065	Spizellomyces_punctatus_DAOM_BR117	Spizellomyces_sp._palustris_CBS_455.65	Synchytrium_endobioticum_MB42	Synchytrium_microbalum_JEL517	Terramyces_sp._JEL0728	Thoreauomyces_humboldtii_JEL0095	Triparticalcar_arcticum_BR59_v1.0	Unknown_Chytridiales_sp._JEL0842	Unknown_Rhizophydiales_sp._JEL0801	Unknown_unknown_JEL0888
NCVOG0001	2.6e-129 (48 hits)	3.9e-129 (54 hits)	5.8e-129 (91 hits)	5.5e-130 (35 hits)	1.2e-126 (43 hits)	1.2e-126 (41 hits)	1.4e-128 (46 hits)	3.5e-126 (45 hits)	1.2e-116 (26 hits)	8.8e-121 (39 hits)	4.1e-127 (47 hits)	4.1e-111 (39 hits)	6.2e-99 (27 hits)	1.6e-127 (55 hits)	7.5e-127 (45 hits)	8e-126 (42 hits)	7.1e-120 (48 hits)	6.6e-126 (60 hits)	6.8e-126 (53 hits)	1.3e-117 (53 hits)	7.6e-126 (67 hits)	2e-126 (49 hits)	9.6e-126 (60 hits)	1.6e-125 (56 hits)	1.1e-125 (50 hits)	2.1e-132 (72 hits)	5.4e-129 (58 hits)	1.2e-124 (47 hits)	2.8e-130 (42 hits)	1.2e-130 (42 hits)	1.1e-130 (29 hits)	1.4e-124 (60 hits)	2.1e-125 (49 hits)	2.1e-126 (48 hits)	2.2e-126 (43 hits)	2.2e-126 (51 hits)	2.3e-130 (49 hits)	1.9e-132 (47 hits)	7.8e-133 (52 hits)	3.7e-128 (51 hits)	9.3e-129 (52 hits)	1.3e-128 (52 hits)	1.6e-128 (52 hits)	1.6e-128 (52 hits)	1.7e-128 (51 hits)	3.7e-127 (54 hits)	3.8e-126 (61 hits)	2.7e-123 (53 hits)	6.3e-128 (43 hits)	9.8e-131 (36 hits)	5.4e-131 (46 hits)	7e-127 (48 hits)	3.4e-116 (43 hits)	3.7e-130 (30 hits)	1.3e-124 (40 hits)	1.9e-130 (29 hits)	9.1e-130 (47 hits)	3.7e-116 (52 hits)	3.6e-130 (42 hits)	1.7e-126 (57 hits)	7.6e-125 (33 hits)	7e-132 (52 hits)	2.1e-107 (47 hits)	7.8e-129 (31 hits)	2.4e-127 (53 hits)	1e-125 (53 hits)	7.2e-130 (43 hits)	7.5e-130 (41 hits)	3.3e-119 (58 hits)	1.4e-130 (52 hits)	2e-118 (44 hits)	4.5e-130 (48 hits)	2.7e-130 (44 hits)	1.2e-127 (58 hits)	7.5e-128 (42 hits)	8.5e-128 (64 hits)	3.4e-128 (57 hits)	6.2e-116 (51 hits)	1.8e-131 (37 hits)	2.4e-120 (61 hits)	1.7e-131 (47 hits)	2.5e-131 (48 hits)	1.3e-122 (41 hits)	3.2e-129 (43 hits)	1.6e-126 (47 hits)	5.2e-127 (41 hits)	2.4e-131 (52 hits)	1.1e-129 (47 hits)	3.6e-120 (37 hits)	9.7e-131 (44 hits)
NCVOG0002	5.5e-44 (205 hits)	6.2e-44 (232 hits)	1.2e-43 (410 hits)	1.2e-43 (305 hits)	1.2e-145 (177 hits)	1.7e-145 (145 hits)	7.4e-143 (142 hits)	2.3e-45 (219 hits)	7.1e-126 (120 hits)	1.3e-119 (276 hits)	3.9e-135 (278 hits)	1.6e-135 (213 hits)	6.9e-134 (246 hits)	5.5e-148 (133 hits)	3e-44 (220 hits)	1.2e-135 (85 hits)	7.7e-121 (255 hits)	2.6e-115 (309 hits)	6.1e-116 (271 hits)	2.1e-115 (301 hits)	2.7e-115 (277 hits)	3.4e-117 (293 hits)	1.7e-115 (349 hits)	2.5e-120 (307 hits)	6.5e-118 (374 hits)	1.9e-141 (293 hits)	3.7e-122 (214 hits)	3e-152 (169 hits)	1.3e-47 (202 hits)	6.3e-48 (52 hits)	2e-48 (50 hits)	5.8e-141 (228 hits)	1e-142 (198 hits)	1.3e-113 (254 hits)	1e-118 (242 hits)	4.7e-118 (228 hits)	4.2e-141 (170 hits)	4.8e-144 (136 hits)	4e-144 (158 hits)	4.6e-141 (195 hits)	8.6e-140 (200 hits)	6.9e-140 (220 hits)	1.1e-139 (214 hits)	1.1e-139 (205 hits)	1.2e-139 (201 hits)	7e-140 (312 hits)	1.2e-145 (178 hits)	9e-143 (137 hits)	3.4e-142 (186 hits)	3.7e-120 (87 hits)	2.7e-143 (222 hits)	3.6e-139 (366 hits)	5e-126 (168 hits)	5.4e-136 (200 hits)	9e-159 (173 hits)	4.2e-38 (28 hits)	6.8e-45 (408 hits)	9.8e-143 (131 hits)	2.6e-105 (128 hits)	5.8e-120 (300 hits)	1.1e-38 (34 hits)	7.6e-51 (165 hits)	9.3e-40 (245 hits)	9.1e-138 (264 hits)	1.7e-143 (263 hits)	3e-118 (343 hits)	7.7e-45 (202 hits)	1.9e-45 (367 hits)	1.8e-119 (241 hits)	2.4e-151 (200 hits)	1.6e-141 (175 hits)	1.7e-141 (174 hits)	1.8e-51 (154 hits)	1e-118 (383 hits)	9.8e-119 (200 hits)	1.1e-118 (387 hits)	3.9e-145 (134 hits)	1.3e-147 (158 hits)	1.7e-151 (96 hits)	2.4e-113 (293 hits)	8.4e-145 (170 hits)	2.9e-145 (151 hits)	9.9e-135 (79 hits)	1.7e-135 (193 hits)	1e-134 (286 hits)	5.7e-146 (229 hits)	1.3e-141 (149 hits)	2.2e-124 (229 hits)	4e-140 (247 hits)	6.1e-148 (261 hits)
NCVOG0003				5.4e-22 (3 hits)					1e-17 (2 hits)	4.4e-10 (2 hits)	9.8e-21 (1 hits)	3.7e-20 (1 hits)	2.3e-20 (1 hits)														6.1e-09 (3 hits)							4.8e-17 (1 hits)	1.8e-17 (1 hits)	5.1e-17 (1 hits)	2.3e-10 (2 hits)			2.6e-11 (6 hits)	2.2e-13 (3 hits)	1.7e-10 (2 hits)	9.4e-11 (2 hits)	4.8e-12 (2 hits)	5.1e-12 (2 hits)		1.5e-09 (3 hits)	4.2e-12 (2 hits)			1.6e-18 (3 hits)						2.7e-20 (4 hits)			2.9e-14 (2 hits)		3.6e-13 (1 hits)	4.9e-14 (4 hits)			1.1e-19 (3 hits)	1.1e-20 (2 hits)	1.8e-22 (2 hits)	3.4e-12 (5 hits)		1.4e-10 (5 hits)	6.4e-11 (6 hits)	6.2e-12 (5 hits)	8.7e-11 (3 hits)						1.4e-14 (2 hits)					2e-22 (1 hits)	8.4e-16 (4 hits)		3.5e-11 (2 hits)		
NCVOG0004	2.7e-36 (2 hits)	3.1e-36 (2 hits)	6.5e-25 (5 hits)	1.1e-25 (1 hits)				2.2e-31 (3 hits)			3.2e-26 (1 hits)		2.2e-26 (1 hits)	9.3e-36 (5 hits)	5.7e-35 (2 hits)		2.5e-11 (1 hits)	7.5e-32 (2 hits)	5e-33 (2 hits)	4.6e-33 (2 hits)	8.9e-32 (2 hits)	2.1e-32 (3 hits)	7.2e-33 (3 hits)	4.9e-34 (2 hits)		2.6e-20 (5 hits)	1.8e-09 (1 hits)	9.9e-20 (1 hits)	2.6e-24 (1 hits)	1.2e-24 (1 hits)	1.2e-24 (1 hits)			4.6e-33 (2 hits)	4.9e-33 (2 hits)	4.9e-33 (2 hits)	7.8e-37 (2 hits)	1.3e-36 (5 hits)	9.8e-37 (5 hits)	7.7e-38 (4 hits)	7e-38 (2 hits)	1.7e-37 (3 hits)	1.4e-37 (4 hits)	2e-37 (3 hits)	8e-38 (4 hits)	3.4e-30 (1 hits)	1.5e-36 (2 hits)	1e-23 (2 hits)	1.2e-11 (1 hits)		6.4e-33 (6 hits)	1.5e-21 (2 hits)	1.2e-21 (1 hits)		9.3e-15 (1 hits)	3.3e-37 (1 hits)	1e-18 (1 hits)	2.9e-23 (3 hits)	2.4e-29 (3 hits)	9.3e-36 (2 hits)	2.9e-40 (1 hits)	2e-36 (3 hits)		4.5e-28 (1 hits)	3e-11 (1 hits)	2.1e-33 (2 hits)			2.9e-20 (1 hits)		8.1e-38 (4 hits)	1.5e-38 (3 hits)	1.3e-14 (2 hits)	1.7e-35 (2 hits)	5.4e-36 (1 hits)		6.7e-32 (4 hits)	4.3e-31 (7 hits)	3.7e-26 (2 hits)	8.4e-36 (1 hits)	2.8e-21 (5 hits)	9.9e-36 (6 hits)	7.7e-39 (1 hits)	8.9e-34 (2 hits)	5.1e-16 (2 hits)	2.1e-36 (4 hits)	6.5e-35 (4 hits)	7.3e-18 (1 hits)	1e-17 (1 hits)	
NCVOG0005	1.6e-48 (6 hits)	4.7e-47 (6 hits)	3.7e-48 (12 hits)		6.8e-45 (6 hits)	1.3e-42 (5 hits)	4.6e-40 (6 hits)	2.9e-42 (3 hits)	7.2e-40 (5 hits)	1.7e-46 (8 hits)	1.8e-39 (6 hits)	2.7e-40 (6 hits)	1e-42 (7 hits)	2.5e-48 (7 hits)	1.3e-42 (6 hits)	5.7e-33 (3 hits)	3.9e-38 (8 hits)	6.4e-40 (11 hits)	2.3e-40 (10 hits)	2.7e-40 (11 hits)	4.1e-39 (10 hits)	2.3e-41 (10 hits)	5e-40 (11 hits)	2.2e-40 (14 hits)	6e-41 (9 hits)	3.1e-47 (12 hits)	2.9e-41 (9 hits)	4.4e-44 (5 hits)	7.9e-44 (5 hits)	8.4e-40 (6 hits)	2.3e-25 (6 hits)	8.2e-47 (8 hits)	5.9e-41 (8 hits)	5.1e-43 (10 hits)	2.6e-39 (9 hits)	1.8e-39 (9 hits)	6.6e-46 (8 hits)	1.1e-48 (4 hits)	1.4e-41 (7 hits)	5.3e-46 (4 hits)	1.7e-46 (4 hits)	7.2e-46 (4 hits)	3.3e-47 (4 hits)	4.6e-47 (4 hits)	4.9e-47 (4 hits)	1.2e-43 (6 hits)	6.9e-48 (8 hits)	3.6e-35 (5 hits)	9.4e-46 (7 hits)	2.9e-42 (9 hits)	6.8e-45 (16 hits)	8.9e-47 (8 hits)	4.6e-36 (4 hits)	8.2e-40 (6 hits)	1e-43 (5 hits)	6.2e-39 (7 hits)		1.7e-43 (10 hits)	3.1e-42 (7 hits)	1.1e-40 (10 hits)	4.2e-39 (4 hits)	2.1e-39 (6 hits)		4.3e-47 (8 hits)	1.2e-45 (9 hits)	4.9e-38 (8 hits)			1.3e-38 (5 hits)	5.7e-48 (10 hits)	7.4e-44 (7 hits)	7.6e-43 (7 hits)	9.6e-44 (8 hits)	7.6e-43 (12 hits)	2.3e-44 (8 hits)	7.3e-43 (10 hits)	8.3e-43 (7 hits)	6.9e-47 (7 hits)	8.8e-44 (8 hits)	9.4e-41 (9 hits)	5.4e-49 (7 hits)	2.4e-48 (6 hits)	1.3e-46 (6 hits)	5e-51 (7 hits)	2.3e-38 (9 hits)	4.2e-47 (7 hits)	4.7e-48 (11 hits)	7.2e-45 (9 hits)	4.1e-20 (5 hits)	1.2e-43 (9 hits)
NCVOG0006		8.1e-10 (1 hits)	1.7e-25 (2 hits)							2.7e-10 (1 hits)								2e-09 (2 hits)										2e-09 (2 hits)					2e-09 (2 hits)						5.2e-48 (4 hits)																6.5e-17 (9 hits)											5.4e-11 (2 hits)									1.6e-11 (1 hits)															2.9e-40 (9 hits)
NCVOG0007	6.3e-85 (2 hits)	1.1e-84 (3 hits)	1.2e-84 (6 hits)	1.9e-90 (2 hits)	2e-83 (2 hits)	1.1e-83 (2 hits)	3.8e-80 (2 hits)	2.4e-69 (1 hits)	2.3e-85 (3 hits)	3.2e-85 (2 hits)	3.3e-73 (1 hits)	2.7e-85 (1 hits)	6e-83 (2 hits)	1.1e-89 (1 hits)	1.1e-85 (1 hits)	2.1e-87 (1 hits)	5.1e-60 (2 hits)	6.9e-72 (3 hits)	7.6e-80 (2 hits)	7.6e-80 (2 hits)	7.1e-80 (2 hits)	5.6e-80 (3 hits)	3e-80 (2 hits)	6.5e-84 (1 hits)	8.4e-84 (2 hits)	1.1e-89 (2 hits)	6.7e-85 (4 hits)	1.6e-82 (1 hits)	1.3e-57 (5 hits)	9.8e-21 (1 hits)		3.9e-81 (2 hits)	4.4e-80 (2 hits)	7.2e-81 (2 hits)	5.9e-81 (2 hits)	9e-81 (2 hits)	1.3e-88 (1 hits)	1.8e-87 (1 hits)	2.2e-87 (1 hits)	6.2e-85 (2 hits)	3.6e-84 (2 hits)	1e-85 (2 hits)	3.7e-86 (2 hits)	4.3e-85 (2 hits)	3.4e-85 (2 hits)	2.4e-70 (2 hits)	1.5e-85 (1 hits)	3.4e-84 (1 hits)	1.2e-85 (2 hits)	2.2e-31 (2 hits)	1.3e-78 (2 hits)	2.3e-77 (2 hits)	4.3e-45 (2 hits)	4.8e-84 (2 hits)	1.9e-82 (1 hits)		2.2e-91 (2 hits)		3.8e-86 (1 hits)	4e-76 (1 hits)		1.9e-82 (1 hits)	5.3e-91 (1 hits)	2.1e-82 (4 hits)	9.8e-80 (2 hits)	2.1e-82 (2 hits)	5.2e-91 (1 hits)	4.1e-69 (1 hits)	6.1e-80 (2 hits)	1.4e-93 (1 hits)	1.8e-86 (2 hits)	1.3e-86 (2 hits)	1.4e-84 (3 hits)	6.7e-83 (3 hits)		5.9e-82 (2 hits)	2.4e-87 (1 hits)	3e-81 (2 hits)	3.4e-91 (1 hits)	8e-82 (3 hits)	8.9e-85 (2 hits)	6e-84 (1 hits)	1.2e-77 (1 hits)	6e-87 (2 hits)	6.6e-82 (1 hits)	1.3e-85 (1 hits)	7.8e-83 (2 hits)	4.8e-86 (2 hits)	4.5e-83 (2 hits)	1.6e-81 (2 hits)
NCVOG0009	2.3e-14 (2 hits)	2.6e-14 (2 hits)	1.9e-15 (4 hits)					5.1e-09 (2 hits)						2.2e-12 (2 hits)	7.7e-10 (4 hits)											1.2e-11 (4 hits)																						6.7e-09 (2 hits)			1.5e-11 (2 hits)					1.5e-13 (2 hits)	1.4e-12 (2 hits)	2.4e-10 (1 hits)		2.8e-13 (1 hits)	4.8e-13 (2 hits)	2.1e-15 (1 hits)	8.1e-11 (1 hits)				1e-15 (1 hits)		9.3e-09 (1 hits)				2.4e-12 (2 hits)	2.1e-11 (1 hits)	2.8e-10 (1 hits)	7.2e-11 (1 hits)	1.6e-11 (2 hits)	3.8e-10 (2 hits)	5.1e-15 (3 hits)	3.7e-11 (1 hits)				5.3e-09 (2 hits)				3.2e-14 (2 hits)		
NCVOG0010																												4.3e-13 (1 hits)																																													2e-20 (32 hits)		3.1e-10 (1 hits)	9.9e-14 (1 hits)														
