VOG	Allomyces_arbuscula_Burma_1F	Allomyces_javanicus_California_12	Allomyces_macrogynus_ATCC_38327	Anaeromyces_robustus_v1.0	Batrachochytrium_dendrobatidis_JAM81_v1.0	Batrachochytrium_dendrobatidis_JEL423	Batrachochytrium_salamandrivorans_BS	Blastocladiella_britannica_v1.0	Blyttiomyces_helicus_single-cell_v1.0	Blyttiomyces_sp._JEL0837	Boothiomyces_macroporosum_PLAUS21	Boothiomyces_sp._JEL0838	Boothiomyces_sp._JEL0866	Borealophlyctis_nickersoniae_WJD170	Catenaria_anguillulae_PL171_v2.0	Caulochytrium_protostelioides_ATCC_52028_v1.0	Chytridium_lagenaria_Arg66_v1.0	Chytriomyces_confervae_CBS_675.73	Chytriomyces_hyalinus_ARG085	Chytriomyces_hyalinus_ARG121	Chytriomyces_hyalinus_JEL0176	Chytriomyces_hyalinus_JEL0345	Chytriomyces_hyalinus_JEL632_v1.0	Chytriomyces_sp._MP_71_v1.0	Cladochytrium_polystomum_WB228_v1.0	Cladochytrium_replicatum_JEL714_v1.0	Cladochytrium_tenue_CCIBt4013	Clydaea_vesicula_JEL0476	Coelomomyces_lativittatus_CIRM-AVA-1-Amber	Coelomomyces_lativittatus_CIRM-AVA-1-Meiospore	Coelomomyces_lativittatus_CIRM-AVA-1-Orange	Dinochytrium_kinnereticum_KLL_TL_06062013	Entophlyctis_helioformis_JEL805_v1.0	Entophlyctis_luteolus_JEL0120	Entophlyctis_luteolus_JEL0129	Entophlyctis_sp._JEL0112	Fimicolochytrium_jonesii_JEL569_v1.0	Gaertneriomyces_semiglobifer_Barr_43_v1.0	Gaertneriomyces_sp._JEL0708	Geranomyces_michiganensis_JEL0563	Geranomyces_variabilis_JEL0379	Geranomyces_variabilis_JEL0389	Geranomyces_variabilis_JEL0566	Geranomyces_variabilis_JEL0567	Geranomyces_variabilis_JEL559_v1.0	Globomyces_pollinis-pini_Arg68_v1.0	Gonapodya_prolifera_v1.0	Gonapodya_sp._JEL0774	Gorgonomyces_haynaldii_MP57_v1.0	Homolaphlyctis_polyrhiza_JEL142_v1.0	Hyaloraphidium_curvatum_SAG235-1_v1.0	Irineochytrium_annulatum_JEL0729	Kappamyces_sp._JEL0680	Kappamyces_sp._JEL0829	Lobulomyces_angularis_JEL0522	Mitosporidium_daphniae_UGP3	Neocallimastix_californiae_G1_v1.0	Nowakowskiella_sp._JEL0078	Nowakowskiella_sp._JEL0407	Obelidium_mucronatum_JEL802_v1.0	Olpidium_sp._PSC023	Paramicrosporidium_saccamoebae_KSL3	Paraphelidium_tribonemae_X-108.Trinity	Paraphysoderma_sedebokerense_JEL821_v1.0	Pecoramyces_ruminatium_C1A	Phlyctochytrium_bullatum_JEL0754	Phlyctochytrium_planicorne_JEL0388	Physocladia_obscura_JEL0513	Piromyces_finnis_v3.0	Piromyces_sp._E2_v1.0	Podochytrium_sp._JEL0797	Polychytrium_aggregatum_JEL109_v1.0	Powellomyces_hirtus_BR81_v1.0	Powellomyces_hirtus_CBS_809.83	Quaeritorhiza_haematococci_JEL0916	Rhizoclosmatium_globosum_JEL800_v1.0	Rhizoclosmatium_hyalinum_JEL0917	Rhizoclosmatium_sp._JEL0117	Rhizophlyctis_rosea_JEL0318	Rhizophlyctis_rosea_JEL0764	Rozella_allomycis_CSF55_v1.0	Rozella_multimorpha	Rozella_rhizoclosmatii	Rozella_sp._PSC023	Siphonaria_sp._JEL0065	Spizellomyces_punctatus_DAOM_BR117	Spizellomyces_sp._palustris_CBS_455.65	Synchytrium_endobioticum_MB42	Synchytrium_microbalum_JEL517	Terramyces_sp._JEL0728	Thoreauomyces_humboldtii_JEL0095	Triparticalcar_arcticum_BR59_v1.0	Unknown_Chytridiales_sp._JEL0842	Unknown_Rhizophydiales_sp._JEL0801	Unknown_unknown_JEL0888
NCVOG0001	9.3e-130 (48 hits)	1.2e-129 (54 hits)	9.2e-130 (91 hits)	1.3e-130 (36 hits)	4.3e-127 (43 hits)	4.3e-127 (41 hits)	4.4e-129 (46 hits)	1.1e-126 (45 hits)	3.2e-117 (29 hits)	2e-121 (39 hits)	1.7e-127 (47 hits)	2e-111 (39 hits)	2.7e-99 (27 hits)	4.4e-128 (56 hits)	1.8e-127 (46 hits)	4e-126 (42 hits)	1.5e-120 (48 hits)	1.9e-126 (62 hits)	1.8e-126 (53 hits)	3.4e-118 (54 hits)	2e-126 (69 hits)	5.4e-127 (49 hits)	1.9e-126 (61 hits)	3.1e-126 (56 hits)	2e-126 (50 hits)	4e-133 (72 hits)	1e-129 (59 hits)	4.4e-125 (50 hits)	5.6e-131 (42 hits)	5.1e-131 (42 hits)	4.8e-131 (29 hits)	4.1e-125 (60 hits)	6.5e-126 (49 hits)	7e-127 (50 hits)	7e-127 (43 hits)	7e-127 (51 hits)	7.1e-131 (49 hits)	6.8e-133 (47 hits)	3.2e-133 (52 hits)	1.4e-128 (51 hits)	3.3e-129 (52 hits)	4.4e-129 (52 hits)	5.6e-129 (52 hits)	5.6e-129 (52 hits)	5.6e-129 (51 hits)	9.9e-128 (54 hits)	8.4e-127 (61 hits)	8.5e-124 (56 hits)	2.5e-128 (44 hits)	4.2e-131 (36 hits)	1.1e-131 (46 hits)	1.8e-127 (54 hits)	1.4e-116 (43 hits)	2.1e-130 (30 hits)	4.4e-125 (42 hits)	1.7e-130 (29 hits)	1.4e-130 (51 hits)	9.8e-117 (57 hits)	1.4e-130 (42 hits)	3.4e-127 (60 hits)	3.5e-129 (43 hits)	6.3e-125 (33 hits)	1.2e-129 (131 hits)	2e-132 (52 hits)	3.5e-108 (50 hits)	2.2e-129 (31 hits)	7.1e-128 (55 hits)	2.5e-126 (56 hits)	2e-130 (46 hits)	1.6e-130 (41 hits)	8.5e-120 (58 hits)	4e-131 (52 hits)	6.5e-119 (44 hits)	2.1e-130 (48 hits)	6.1e-131 (46 hits)	2.2e-128 (58 hits)	2.2e-128 (42 hits)	2.2e-128 (65 hits)	9.3e-129 (57 hits)	1.5e-116 (51 hits)	8.8e-132 (38 hits)	1.1e-127 (42 hits)	2.8e-118 (37 hits)	3.6e-128 (45 hits)	5.8e-121 (62 hits)	5.7e-132 (47 hits)	9.2e-132 (48 hits)	5e-123 (41 hits)	1.6e-129 (43 hits)	6.4e-127 (47 hits)	1.7e-127 (41 hits)	6.7e-132 (53 hits)	4.1e-130 (50 hits)	1.7e-120 (37 hits)	3.6e-131 (44 hits)
NCVOG0002	1.9e-44 (206 hits)	1.9e-44 (233 hits)	1.9e-44 (415 hits)	2.8e-44 (390 hits)	4.1e-146 (178 hits)	5.9e-146 (145 hits)	2.3e-143 (145 hits)	7.7e-46 (223 hits)	1.8e-126 (122 hits)	2.9e-120 (285 hits)	1.6e-135 (281 hits)	8.2e-136 (220 hits)	3e-134 (248 hits)	1.5e-148 (137 hits)	7.4e-45 (228 hits)	6.3e-136 (85 hits)	1.7e-121 (256 hits)	7.5e-116 (317 hits)	1.6e-116 (277 hits)	5.8e-116 (307 hits)	7.2e-116 (283 hits)	9.4e-118 (299 hits)	3.5e-116 (360 hits)	4.8e-121 (315 hits)	1.2e-118 (384 hits)	3.6e-142 (296 hits)	7.3e-123 (225 hits)	1.1e-152 (177 hits)	2.6e-48 (211 hits)	2.6e-48 (52 hits)	8.5e-49 (50 hits)	1.7e-141 (234 hits)	3.1e-143 (199 hits)	4.6e-114 (255 hits)	3.3e-119 (245 hits)	1.5e-118 (230 hits)	1.3e-141 (172 hits)	1.7e-144 (138 hits)	1.6e-144 (158 hits)	1.7e-141 (197 hits)	3.1e-140 (200 hits)	2.4e-140 (222 hits)	4e-140 (215 hits)	4e-140 (208 hits)	4e-140 (204 hits)	1.9e-140 (328 hits)	2.7e-146 (183 hits)	2.8e-143 (141 hits)	1.3e-142 (187 hits)	1.6e-120 (88 hits)	5.4e-144 (228 hits)	9.4e-140 (374 hits)	2.1e-126 (170 hits)	3.1e-136 (200 hits)	3.1e-159 (183 hits)	3.9e-38 (28 hits)	1e-45 (510 hits)	2.6e-143 (137 hits)	9.6e-106 (128 hits)	1.2e-120 (304 hits)	1.6e-149 (128 hits)	9.2e-39 (34 hits)	3.8e-117 (332 hits)	2.2e-51 (167 hits)	1.5e-40 (320 hits)	2.6e-138 (269 hits)	5e-144 (267 hits)	7.3e-119 (361 hits)	2.2e-45 (233 hits)	4.1e-46 (424 hits)	4.6e-120 (242 hits)	7.1e-152 (204 hits)	5.2e-142 (175 hits)	8.2e-142 (174 hits)	4e-52 (161 hits)	2e-119 (389 hits)	2.8e-119 (203 hits)	2.8e-119 (392 hits)	1.1e-145 (137 hits)	3.1e-148 (159 hits)	8.3e-152 (97 hits)	7e-147 (78 hits)	2.3e-151 (65 hits)	2.3e-140 (113 hits)	5.9e-114 (298 hits)	2.8e-145 (170 hits)	1.1e-145 (155 hits)	3.8e-135 (79 hits)	8.2e-136 (195 hits)	4e-135 (299 hits)	1.9e-146 (233 hits)	3.7e-142 (149 hits)	7.9e-125 (231 hits)	1.9e-140 (257 hits)	2.3e-148 (267 hits)
NCVOG0003				1.3e-22 (3 hits)					2.6e-18 (2 hits)	9.8e-11 (2 hits)	4e-21 (1 hits)	1.8e-20 (1 hits)	9.9e-21 (1 hits)											4e-09 (3 hits)			1.2e-09 (3 hits)							1.7e-17 (1 hits)	5.7e-18 (1 hits)	1.7e-17 (1 hits)	7e-11 (2 hits)			9.7e-12 (6 hits)	7.8e-14 (5 hits)	5.8e-11 (2 hits)	3.3e-11 (2 hits)	1.7e-12 (2 hits)	1.7e-12 (2 hits)		3.3e-10 (3 hits)	1.3e-12 (2 hits)			3.2e-19 (3 hits)						4.1e-21 (4 hits)			5.9e-15 (2 hits)			1.9e-20 (2 hits)	1e-13 (1 hits)	8e-15 (4 hits)			2.7e-20 (7 hits)	3e-21 (2 hits)	3.8e-23 (2 hits)	8.7e-13 (5 hits)		4.6e-11 (5 hits)	3.1e-11 (6 hits)	1.4e-12 (5 hits)	1.7e-11 (3 hits)		2.9e-09 (3 hits)							3.6e-15 (2 hits)					7.9e-23 (1 hits)	2.8e-16 (4 hits)		1.2e-11 (2 hits)		
NCVOG0004	9.5e-37 (2 hits)	9.8e-37 (2 hits)	1e-25 (5 hits)	2.7e-26 (1 hits)				7.3e-32 (3 hits)			1.3e-26 (1 hits)		9.5e-27 (1 hits)	2.5e-36 (5 hits)	1.4e-35 (2 hits)		5.5e-12 (1 hits)	2.2e-32 (2 hits)	1.3e-33 (2 hits)	1.2e-33 (2 hits)	2.4e-32 (2 hits)	5.9e-33 (3 hits)	1.4e-33 (3 hits)	9.5e-35 (2 hits)		5e-21 (5 hits)	3.5e-10 (1 hits)	3.6e-20 (1 hits)	5.1e-25 (1 hits)	5.1e-25 (1 hits)	5.1e-25 (1 hits)			1.6e-33 (2 hits)	1.6e-33 (2 hits)	1.6e-33 (2 hits)	2.4e-37 (5 hits)	4.5e-37 (5 hits)	4e-37 (5 hits)	2.9e-38 (4 hits)	2.5e-38 (2 hits)	6.1e-38 (4 hits)	5e-38 (4 hits)	6.8e-38 (3 hits)	2.6e-38 (4 hits)	9.1e-31 (1 hits)	3.2e-37 (2 hits)	3.2e-24 (2 hits)	4.6e-12 (1 hits)		1.3e-33 (6 hits)	3.9e-22 (2 hits)	4.9e-22 (1 hits)		3.2e-15 (1 hits)	3.1e-37 (1 hits)	1.5e-19 (1 hits)	7.8e-24 (3 hits)	8.8e-30 (3 hits)	1.9e-36 (2 hits)		2.4e-40 (1 hits)	1.1e-34 (3 hits)	5.8e-37 (3 hits)	8.1e-09 (1 hits)	1.3e-28 (1 hits)	8.8e-12 (1 hits)	5.2e-34 (2 hits)			7.4e-21 (1 hits)		2.7e-38 (4 hits)	7.3e-39 (3 hits)	3e-15 (2 hits)	3.3e-36 (2 hits)	1.5e-36 (1 hits)		1.8e-32 (4 hits)	1.1e-31 (7 hits)	1.8e-26 (2 hits)	8e-39 (2 hits)	5.9e-21 (1 hits)	2.7e-28 (3 hits)	2.1e-36 (1 hits)	9.4e-22 (5 hits)	3.6e-36 (6 hits)	3e-39 (1 hits)	4.4e-34 (2 hits)	2e-16 (2 hits)	7e-37 (4 hits)	1.8e-35 (4 hits)	2.6e-18 (1 hits)	4.7e-18 (1 hits)	
NCVOG0005	5.7e-49 (6 hits)	1.5e-47 (6 hits)	5.9e-49 (12 hits)		2.4e-45 (6 hits)	4.6e-43 (5 hits)	1.4e-40 (6 hits)	9.6e-43 (3 hits)	1.8e-40 (5 hits)	3.8e-47 (8 hits)	7.5e-40 (6 hits)	1.3e-40 (6 hits)	4.5e-43 (7 hits)	7e-49 (7 hits)	3.3e-43 (6 hits)	2.9e-33 (3 hits)	8.5e-39 (8 hits)	1.8e-40 (11 hits)	6.1e-41 (10 hits)	7.3e-41 (11 hits)	1.1e-39 (10 hits)	6.5e-42 (10 hits)	1e-40 (11 hits)	4.2e-41 (14 hits)	1.1e-41 (9 hits)	5.9e-48 (12 hits)	5.7e-42 (9 hits)	1.6e-44 (5 hits)	1.6e-44 (5 hits)	3.4e-40 (6 hits)	9.7e-26 (6 hits)	2.5e-47 (8 hits)	1.8e-41 (8 hits)	1.7e-43 (10 hits)	8.3e-40 (9 hits)	5.7e-40 (9 hits)	2e-46 (8 hits)	3.9e-49 (4 hits)	5.5e-42 (7 hits)	2e-46 (4 hits)	6e-47 (4 hits)	2.5e-46 (4 hits)	1.2e-47 (4 hits)	1.6e-47 (4 hits)	1.6e-47 (4 hits)	3.1e-44 (6 hits)	1.5e-48 (8 hits)	1.1e-35 (5 hits)	3.7e-46 (7 hits)	1.3e-42 (9 hits)	1.4e-45 (16 hits)	2.3e-47 (8 hits)	1.9e-36 (4 hits)	4.6e-40 (6 hits)	3.6e-44 (5 hits)	5.8e-39 (7 hits)	4.2e-09 (3 hits)	4.6e-44 (10 hits)	1.1e-42 (7 hits)	2.1e-41 (10 hits)	6.6e-39 (6 hits)	3.5e-39 (5 hits)	4.5e-59 (27 hits)	5.9e-40 (6 hits)		1.2e-47 (8 hits)	3.6e-46 (9 hits)	1.2e-38 (8 hits)			3.3e-39 (5 hits)	1.6e-48 (10 hits)	2.4e-44 (7 hits)	3.6e-43 (7 hits)	2.2e-44 (8 hits)	1.5e-43 (14 hits)	6.7e-45 (8 hits)	1.9e-43 (10 hits)	2.2e-43 (7 hits)	1.7e-47 (7 hits)	4.3e-44 (8 hits)	3.1e-44 (12 hits)	2.5e-38 (4 hits)	1.4e-35 (9 hits)	2.3e-41 (9 hits)	1.8e-49 (7 hits)	8.6e-49 (6 hits)	4.9e-47 (6 hits)	2.5e-51 (7 hits)	9.2e-39 (9 hits)	1.4e-47 (7 hits)	1.3e-48 (11 hits)	2.6e-45 (9 hits)	1.9e-20 (5 hits)	4.6e-44 (9 hits)
NCVOG0006		2.5e-10 (1 hits)	2.6e-26 (2 hits)							6.1e-11 (1 hits)								5.8e-10 (2 hits)										7.1e-10 (2 hits)					6e-10 (2 hits)						2.1e-48 (4 hits)																2.2e-17 (9 hits)						5.1e-09 (1 hits)							1.3e-11 (2 hits)								3.3e-09 (1 hits)	4.8e-12 (1 hits)																		1.1e-40 (11 hits)
NCVOG0007	2.2e-85 (2 hits)	3.4e-85 (3 hits)	1.9e-85 (6 hits)	4.6e-91 (2 hits)	7e-84 (2 hits)	4e-84 (2 hits)	1.2e-80 (2 hits)	8e-70 (1 hits)	5.8e-86 (3 hits)	7.2e-86 (2 hits)	1.3e-73 (1 hits)	1.3e-85 (1 hits)	2.6e-83 (2 hits)	3.1e-90 (1 hits)	2.6e-86 (1 hits)	1.1e-87 (1 hits)	1.1e-60 (2 hits)	2e-72 (3 hits)	2e-80 (2 hits)	2e-80 (2 hits)	1.9e-80 (2 hits)	1.6e-80 (3 hits)	5.9e-81 (2 hits)	1.3e-84 (1 hits)	1.6e-84 (2 hits)	2.1e-90 (2 hits)	1.3e-85 (4 hits)	5.7e-83 (1 hits)	2.6e-58 (5 hits)	4e-21 (1 hits)	8.2e-09 (1 hits)	1.2e-81 (2 hits)	1.4e-80 (2 hits)	2.5e-81 (2 hits)	1.9e-81 (2 hits)	2.9e-81 (2 hits)	3.9e-89 (1 hits)	6.3e-88 (1 hits)	8.8e-88 (1 hits)	2.3e-85 (2 hits)	1.3e-84 (2 hits)	3.6e-86 (2 hits)	1.3e-86 (2 hits)	1.5e-85 (2 hits)	1.1e-85 (2 hits)	6.4e-71 (2 hits)	3.4e-86 (1 hits)	1e-84 (1 hits)	4.6e-86 (2 hits)	9.5e-32 (2 hits)	2.6e-79 (2 hits)	6.1e-78 (2 hits)	1.8e-45 (2 hits)	2.7e-84 (2 hits)	6.6e-83 (1 hits)		3.3e-92 (2 hits)		1.4e-86 (1 hits)	8e-77 (1 hits)	1.4e-86 (2 hits)		1.5e-88 (9 hits)	5.5e-83 (1 hits)	8.6e-92 (1 hits)	5.9e-83 (4 hits)	2.9e-80 (2 hits)	5.1e-83 (2 hits)	1.5e-91 (1 hits)	8.6e-70 (1 hits)	1.6e-80 (2 hits)	4.1e-94 (1 hits)	6e-87 (2 hits)	6.3e-87 (2 hits)	3.1e-85 (3 hits)	1.3e-83 (3 hits)		1.5e-82 (2 hits)	6.6e-88 (1 hits)	7.5e-82 (2 hits)	1.7e-91 (1 hits)	1.5e-87 (1 hits)	1.1e-71 (1 hits)	1.9e-87 (1 hits)	2e-82 (3 hits)	2.9e-85 (2 hits)	2.2e-84 (1 hits)	4.8e-78 (1 hits)	3e-87 (2 hits)	2.6e-82 (1 hits)	4.4e-86 (1 hits)	2.2e-83 (2 hits)	1.7e-86 (2 hits)	2.1e-83 (2 hits)	5.8e-82 (2 hits)
NCVOG0009	7.9e-15 (2 hits)	8.2e-15 (2 hits)	3.1e-16 (4 hits)					1.7e-09 (2 hits)						6e-13 (2 hits)	1.9e-10 (4 hits)											2.3e-12 (4 hits)																						2.1e-09 (2 hits)			3e-12 (2 hits)					1.4e-13 (2 hits)	2.1e-13 (2 hits)	6.3e-11 (1 hits)		5.7e-14 (1 hits)		4e-13 (2 hits)	3.9e-15 (4 hits)	6.1e-16 (1 hits)	1.3e-11 (1 hits)				2.9e-16 (1 hits)		2.4e-09 (1 hits)				5.4e-13 (2 hits)	4.2e-12 (1 hits)	8.1e-11 (1 hits)	1.9e-11 (1 hits)	4.2e-12 (2 hits)	9.5e-11 (2 hits)	2.5e-15 (3 hits)	1.1e-14 (1 hits)			9e-12 (1 hits)				2.6e-09 (2 hits)				1.1e-14 (2 hits)		
NCVOG0010																												1.6e-13 (1 hits)																																											2.8e-09 (2 hits)				4.4e-21 (33 hits)		8.9e-11 (1 hits)	2.6e-14 (1 hits)																	
